issueKey,type,createdDateEpoch,resolvedDateEpoch
BEAM-1001,Sub-task,2016-11-17 20:50:30,2016-11-21 15:37:43
BEAM-1002,New Feature,2016-11-18 02:08:52,
BEAM-1003,New Feature,2016-11-18 02:08:59,2016-12-22 05:00:54
BEAM-1004,Improvement,2016-11-18 03:26:43,2017-05-06 00:47:07
BEAM-1005,Improvement,2016-11-18 03:27:00,2016-12-14 14:40:32
BEAM-1006,Bug,2016-11-19 00:17:21,2016-11-29 15:16:13
BEAM-1007,Bug,2016-11-19 07:01:45,2016-11-21 17:38:19
BEAM-1008,Bug,2016-11-19 07:27:13,
BEAM-1009,Test,2016-11-19 08:37:03,2019-08-21 15:12:28
BEAM-1010,Bug,2016-11-19 09:11:21,2016-11-22 10:57:59
BEAM-1011,Sub-task,2016-11-19 09:53:24,2017-04-29 01:54:00
BEAM-1012,Sub-task,2016-11-19 09:54:03,2017-02-10 02:37:29
BEAM-1013,Bug,2016-11-19 10:05:56,2017-05-16 04:14:25
BEAM-1014,Bug,2016-11-19 10:18:43,2017-12-15 07:10:49
BEAM-1015,Improvement,2016-11-19 10:24:05,
BEAM-1016,New Feature,2016-11-20 04:16:52,2017-05-19 04:02:03
BEAM-1017,New Feature,2016-11-21 17:33:36,2017-10-17 14:00:58
BEAM-1018,Bug,2016-11-21 23:57:03,2016-11-22 03:52:54
BEAM-1019,Task,2016-11-22 02:59:17,
BEAM-1020,Bug,2016-11-22 03:09:57,2016-12-13 13:19:03
BEAM-1021,New Feature,2016-11-22 03:58:20,2017-03-16 02:38:54
BEAM-1022,Bug,2016-11-22 04:30:12,2017-04-25 02:05:47
BEAM-1023,Bug,2016-11-22 04:39:11,2016-12-16 04:26:56
BEAM-1024,Wish,2016-11-22 05:17:24,2017-05-19 04:02:24
BEAM-1025,Task,2016-11-22 05:45:51,
BEAM-1026,Task,2016-11-22 05:46:17,2016-11-22 09:28:42
BEAM-1027,Task,2016-11-22 05:52:52,2017-04-21 00:36:44
BEAM-1028,Task,2016-11-22 07:51:10,
BEAM-1029,Bug,2016-11-22 08:01:07,
BEAM-1030,Bug,2016-11-22 08:02:09,2017-05-03 18:23:46
BEAM-1031,Bug,2016-11-22 08:30:44,2016-12-03 04:26:09
BEAM-1032,Bug,2016-11-22 08:48:52,
BEAM-1033,Bug,2016-11-22 15:01:45,2018-04-05 03:13:33
BEAM-1034,Bug,2016-11-23 02:34:16,2016-11-24 15:43:59
BEAM-1035,New Feature,2016-11-23 02:46:34,
BEAM-1036,New Feature,2016-11-23 02:47:26,2017-02-28 18:11:52
BEAM-1037,New Feature,2016-11-23 02:48:57,2017-10-01 06:24:08
BEAM-1038,New Feature,2016-11-23 02:50:11,2017-01-24 13:15:59
BEAM-1039,Bug,2016-11-23 03:10:01,2016-11-23 05:15:25
BEAM-1040,Bug,2016-11-23 07:24:57,2017-05-19 03:38:33
BEAM-1041,Sub-task,2016-11-23 07:34:53,
BEAM-1042,Bug,2016-11-23 08:50:56,
BEAM-1043,Bug,2016-11-23 09:29:09,2016-12-03 03:52:59
BEAM-1044,Bug,2016-11-24 04:13:21,2016-12-03 04:16:26
BEAM-1045,Sub-task,2016-11-24 06:51:34,
BEAM-1046,Bug,2016-11-24 07:37:55,2017-02-01 06:13:21
BEAM-1047,New Feature,2016-11-24 07:57:38,2017-03-25 04:41:46
BEAM-1048,Bug,2016-11-24 21:45:04,2017-04-02 18:21:41
BEAM-1049,Improvement,2016-11-27 18:34:35,2016-11-28 01:54:06
BEAM-1050,Bug,2016-11-27 20:06:56,2016-12-05 19:28:57
BEAM-1051,Improvement,2016-11-27 20:36:08,
BEAM-1052,Bug,2016-11-27 22:27:18,2016-11-29 18:50:33
BEAM-1053,Bug,2016-11-28 23:35:43,2017-04-11 10:52:51
BEAM-1054,Task,2016-11-29 02:48:38,2017-09-01 02:56:36
BEAM-1055,Bug,2016-11-29 03:03:44,2017-03-03 04:27:01
BEAM-1056,Improvement,2016-11-29 05:36:59,2017-04-11 01:13:22
BEAM-1057,Bug,2016-11-29 05:44:49,2016-12-04 14:22:22
BEAM-1058,Bug,2016-11-29 12:11:43,2016-11-29 12:41:16
BEAM-1059,New Feature,2016-11-29 21:02:17,2017-02-28 02:03:54
BEAM-1060,Improvement,2016-11-30 09:39:58,2016-12-03 08:06:39
BEAM-1061,Test,2016-11-30 09:43:24,
BEAM-1062,Improvement,2016-11-30 12:09:05,
BEAM-1063,Bug,2016-12-01 06:31:43,2016-12-01 08:26:17
BEAM-1064,Improvement,2016-12-01 09:13:11,2017-01-18 07:06:23
BEAM-1065,Sub-task,2016-12-01 10:43:13,
BEAM-1066,Test,2016-12-02 01:18:17,2016-12-02 05:13:13
BEAM-1067,Bug,2016-12-02 02:40:26,2018-02-10 13:37:53
BEAM-1068,Bug,2016-12-02 03:21:30,2017-04-14 07:02:34
BEAM-1069,Improvement,2016-12-02 03:23:01,
BEAM-1070,Bug,2016-12-02 03:46:37,
BEAM-1071,Improvement,2016-12-02 04:54:48,2017-05-19 03:05:34
BEAM-1072,Bug,2016-12-02 05:14:44,2016-12-03 01:41:05
BEAM-1073,Bug,2016-12-02 06:37:53,2017-05-27 01:32:20
BEAM-1074,Improvement,2016-12-03 01:06:06,2017-03-26 11:53:56
BEAM-1075,Sub-task,2016-12-03 01:07:49,2017-03-29 12:11:25
BEAM-1076,New Feature,2016-12-03 03:07:09,2017-03-16 02:36:46
BEAM-1077,Test,2016-12-03 03:25:02,2016-12-09 05:02:41
BEAM-1078,Improvement,2016-12-03 05:07:58,2017-05-19 03:44:33
BEAM-1079,Improvement,2016-12-03 05:39:36,2016-12-03 08:15:20
BEAM-1080,New Feature,2016-12-03 06:10:40,2019-09-16 04:01:40
BEAM-1081,Improvement,2016-12-03 08:09:38,
BEAM-1082,Improvement,2016-12-03 08:56:51,2017-03-03 04:16:38
BEAM-1083,Sub-task,2016-12-04 00:40:22,2017-05-19 03:38:02
BEAM-1084,Improvement,2016-12-04 01:04:22,2017-01-11 02:33:14
BEAM-1085,Wish,2016-12-05 10:06:03,
BEAM-1086,Improvement,2016-12-05 11:21:11,2017-01-07 15:23:17
BEAM-1087,Bug,2016-12-06 03:27:28,2017-01-11 02:33:32
BEAM-1088,Bug,2016-12-06 04:06:55,2016-12-29 06:22:54
BEAM-1089,Bug,2016-12-06 07:16:13,
BEAM-1090,Bug,2016-12-06 07:54:56,2017-02-07 10:12:32
BEAM-1091,Task,2016-12-06 08:16:57,2017-03-30 08:22:41
BEAM-1092,Bug,2016-12-06 19:08:03,2017-04-11 23:43:17
BEAM-1093,Improvement,2016-12-06 21:46:03,2016-12-10 04:16:21
BEAM-1094,Bug,2016-12-07 00:44:31,2016-12-07 17:04:30
BEAM-1095,Improvement,2016-12-07 02:11:05,2016-12-08 09:46:57
BEAM-1096,Improvement,2016-12-07 03:15:44,2016-12-08 09:57:46
BEAM-1097,Bug,2016-12-07 06:03:26,2016-12-21 05:29:29
BEAM-1098,Bug,2016-12-07 08:59:01,2016-12-07 09:02:07
BEAM-1099,Bug,2016-12-07 08:59:05,2016-12-07 09:04:37
BEAM-1100,Improvement,2016-12-07 09:52:40,2017-01-28 06:40:40
BEAM-1101,Bug,2016-12-07 10:09:57,2017-04-14 08:53:15
BEAM-1102,Bug,2016-12-07 13:04:53,2016-12-07 15:31:02
BEAM-1103,Improvement,2016-12-07 15:21:40,2017-04-20 20:45:55
BEAM-1104,Bug,2016-12-07 21:44:56,2016-12-16 09:09:14
BEAM-1105,Wish,2016-12-08 02:19:10,
BEAM-1106,Bug,2016-12-08 03:48:27,2017-03-03 04:25:51
BEAM-1107,Improvement,2016-12-08 06:57:53,2018-03-15 22:31:24
BEAM-1108,Improvement,2016-12-08 07:43:03,2017-03-31 00:46:39
BEAM-1109,Bug,2016-12-08 09:58:15,2016-12-21 03:18:21
BEAM-1110,Improvement,2016-12-08 14:41:35,
BEAM-1111,Bug,2016-12-09 02:25:13,2016-12-09 03:58:15
BEAM-1112,Task,2016-12-09 06:04:00,2016-12-28 06:39:38
BEAM-1113,New Feature,2016-12-09 12:13:19,2017-03-23 12:49:56
BEAM-1114,New Feature,2016-12-09 12:14:12,
BEAM-1115,New Feature,2016-12-09 12:14:27,
BEAM-1116,New Feature,2016-12-09 12:14:43,2017-02-28 22:30:55
BEAM-1117,New Feature,2016-12-09 12:14:59,2017-01-06 11:22:59
BEAM-1118,New Feature,2016-12-09 12:15:21,
BEAM-1119,Improvement,2016-12-09 14:07:44,
BEAM-1120,Improvement,2016-12-09 15:29:50,2016-12-16 07:02:13
BEAM-1121,Bug,2016-12-09 15:43:05,2016-12-13 02:55:38
BEAM-1122,New Feature,2016-12-10 03:07:00,2016-12-10 04:41:48
BEAM-1123,Improvement,2016-12-10 08:08:58,2016-12-13 05:28:37
BEAM-1124,Bug,2016-12-10 08:29:55,2017-04-11 01:51:27
BEAM-1125,Bug,2016-12-10 10:32:33,2016-12-16 11:06:51
BEAM-1126,Improvement,2016-12-10 23:00:25,2017-02-06 03:10:31
BEAM-1127,Bug,2016-12-11 00:12:39,2017-02-03 19:39:10
BEAM-1128,Improvement,2016-12-11 03:14:28,
BEAM-1129,Bug,2016-12-11 09:28:34,
BEAM-1130,Bug,2016-12-12 09:51:38,2016-12-13 15:56:36
BEAM-1131,New Feature,2016-12-12 12:39:00,
BEAM-1132,New Feature,2016-12-12 12:42:57,2019-02-10 08:00:36
BEAM-1133,Improvement,2016-12-12 18:39:39,2016-12-13 15:56:48
BEAM-1134,Bug,2016-12-13 00:04:08,2019-01-09 20:53:37
BEAM-1135,Improvement,2016-12-13 03:13:44,2016-12-13 07:38:11
BEAM-1136,Bug,2016-12-13 04:33:32,2016-12-14 14:49:59
BEAM-1137,Improvement,2016-12-13 05:16:31,2016-12-14 14:50:15
BEAM-1138,Improvement,2016-12-13 05:25:39,
BEAM-1139,Improvement,2016-12-13 06:50:41,
BEAM-1140,Bug,2016-12-13 08:01:21,
BEAM-1141,Bug,2016-12-13 08:44:35,2016-12-15 12:16:29
BEAM-1142,Bug,2016-12-13 09:40:03,2016-12-13 13:09:43
BEAM-1143,Improvement,2016-12-13 12:02:09,
BEAM-1144,Bug,2016-12-13 23:08:09,2017-01-02 19:08:03
BEAM-1145,Improvement,2016-12-13 23:19:18,2017-01-02 22:27:34
BEAM-1146,Improvement,2016-12-13 23:29:57,2017-01-02 22:27:03
BEAM-1147,Bug,2016-12-14 02:50:41,2017-03-03 04:25:11
BEAM-1148,Improvement,2016-12-14 05:17:15,2017-04-29 18:08:22
BEAM-1149,Bug,2016-12-14 06:05:42,2016-12-19 12:04:30
BEAM-1150,Bug,2016-12-14 06:07:12,2016-12-14 06:08:10
BEAM-1151,Bug,2016-12-14 09:06:36,2017-09-12 06:43:48
BEAM-1152,Bug,2016-12-14 09:57:29,2016-12-14 10:56:45
BEAM-1153,Bug,2016-12-14 10:15:56,2016-12-16 08:53:36
BEAM-1154,Bug,2016-12-14 10:20:24,2016-12-16 03:43:39
BEAM-1155,Bug,2016-12-14 17:05:52,2017-01-19 21:06:41
BEAM-1156,Bug,2016-12-14 17:30:45,2016-12-15 03:26:04
BEAM-1157,New Feature,2016-12-15 03:40:21,2017-03-21 05:52:20
BEAM-1158,Improvement,2016-12-15 03:40:33,2017-06-06 17:04:18
BEAM-1159,Improvement,2016-12-15 06:33:50,
BEAM-1160,Bug,2016-12-15 06:59:49,2017-04-07 01:05:07
BEAM-1161,Sub-task,2016-12-15 08:12:27,
BEAM-1162,Improvement,2016-12-16 00:17:11,2017-04-12 22:48:09
BEAM-1163,Improvement,2016-12-16 00:45:20,2017-02-27 01:04:59
BEAM-1164,New Feature,2016-12-16 03:02:01,
BEAM-1165,Bug,2016-12-16 05:06:00,2016-12-22 00:47:23
BEAM-1166,Improvement,2016-12-16 05:47:08,
BEAM-1167,Bug,2016-12-16 07:54:30,
BEAM-1168,Sub-task,2016-12-16 22:59:08,
BEAM-1169,Sub-task,2016-12-17 03:58:53,
BEAM-1170,Improvement,2016-12-17 04:50:57,
BEAM-1171,Bug,2016-12-17 04:59:16,
BEAM-1172,Bug,2016-12-17 06:42:57,
BEAM-1173,Improvement,2016-12-17 07:07:46,2017-03-02 05:07:21
BEAM-1174,Sub-task,2016-12-17 07:41:50,
BEAM-1175,Bug,2016-12-17 14:16:57,2017-03-10 02:22:16
BEAM-1176,Improvement,2016-12-18 06:28:27,2016-12-21 03:12:10
BEAM-1177,Bug,2016-12-18 21:35:17,2017-01-27 13:03:24
BEAM-1178,Improvement,2016-12-19 03:58:55,2016-12-22 00:48:19
BEAM-1179,Improvement,2016-12-19 06:51:53,2017-04-18 07:17:58
BEAM-1180,Improvement,2016-12-19 16:07:11,
BEAM-1181,Task,2016-12-20 04:52:22,
BEAM-1182,Improvement,2016-12-20 05:25:22,2017-03-25 09:51:08
BEAM-1183,Bug,2016-12-20 07:25:10,
BEAM-1184,Test,2016-12-20 09:50:54,2017-03-28 23:44:59
BEAM-1185,Bug,2016-12-20 10:02:57,2017-01-21 10:18:54
BEAM-1186,Improvement,2016-12-21 02:42:07,2016-12-29 06:07:52
BEAM-1187,Bug,2016-12-21 03:04:49,2018-03-14 03:10:37
BEAM-1188,Task,2016-12-21 03:19:20,2017-03-11 02:52:18
BEAM-1189,Improvement,2016-12-21 04:02:54,
BEAM-1190,Bug,2016-12-21 08:23:01,2018-07-03 06:53:04
BEAM-1191,Improvement,2016-12-21 14:37:32,2018-04-11 07:02:01
BEAM-1192,New Feature,2016-12-22 02:35:39,2017-09-12 05:13:18
BEAM-1193,New Feature,2016-12-22 03:15:57,2017-04-11 00:51:40
BEAM-1194,Test,2016-12-22 03:21:26,
BEAM-1195,New Feature,2016-12-22 03:27:18,2017-03-23 12:48:37
BEAM-1196,New Feature,2016-12-22 03:31:26,2017-09-12 05:13:02
BEAM-1197,Wish,2016-12-22 04:14:36,
BEAM-1198,New Feature,2016-12-22 05:06:52,2017-03-23 12:57:08
BEAM-1199,Improvement,2016-12-22 05:34:52,2017-05-05 01:18:28
BEAM-1200,Improvement,2016-12-22 06:06:01,
BEAM-1201,Improvement,2016-12-22 06:53:24,2016-12-28 01:30:33
BEAM-1202,Bug,2016-12-22 07:12:11,
BEAM-1203,Bug,2016-12-22 09:42:27,2016-12-22 11:43:36
BEAM-1204,Bug,2016-12-22 11:17:32,2016-12-23 05:25:52
BEAM-1205,Improvement,2016-12-22 20:01:45,2017-02-16 18:21:36
BEAM-1206,Bug,2016-12-23 00:46:31,2017-01-05 01:38:28
BEAM-1207,Bug,2016-12-23 01:11:57,2016-12-27 02:43:09
BEAM-1208,Improvement,2016-12-23 01:45:08,2016-12-23 03:20:56
BEAM-1209,Bug,2016-12-23 01:48:48,
BEAM-1210,Improvement,2016-12-23 02:18:01,
BEAM-1211,Improvement,2016-12-23 09:06:41,2017-02-22 13:12:48
BEAM-1212,Bug,2016-12-23 10:04:16,2017-03-18 04:55:14
BEAM-1213,Bug,2016-12-23 23:48:11,2017-05-09 00:42:14
