fileName,Ranked1,Ranked2,Ranked3
"flume-1.6.0(1.5.2,1.5.1,1.5.0).csv",-9,-1,-2
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0).csv",-1,-11,0
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0,1.3.1).csv",-1,-1,-9
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",-1,1,0
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-1,1,0
flume-1.7.0(1.6.0).csv,-1,-1,-2
"flume-1.7.0(1.6.0,1.5.2).csv",-1,-1,-3
"flume-1.7.0(1.6.0,1.5.2,1.5.1).csv",0,0,-2
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0).csv",-1,-1,-1
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0).csv",-1,1,-2
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1).csv",0,-1,-1
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",0,-1,-1
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",0,-1,-1
flume-1.8.0(1.7.0).csv,0,0,-3
"flume-1.8.0(1.7.0,1.6.0).csv",0,0,0
"flume-1.8.0(1.7.0,1.6.0,1.5.2).csv",-1,-1,2
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1).csv",-1,-1,2
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0).csv",0,-1,1
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0).csv",0,0,0
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1).csv",0,0,0
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",0,0,-1
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",0,0,0
mahout-0.5(0.4).csv,0,-2,-6
mahout-0.6(0.5).csv,0,0,0
"mahout-0.6(0.5,0.4).csv",0,0,0
mahout-0.7(0.6).csv,-1,1,-1
"mahout-0.7(0.6,0.5).csv",-2,1,-3
"mahout-0.7(0.6,0.5,0.4).csv",0,0,0
mahout-0.8(0.7).csv,0,0,-2
"mahout-0.8(0.7,0.6).csv",-1,1,-1
"mahout-0.8(0.7,0.6,0.5).csv",-2,1,1
"mahout-0.8(0.7,0.6,0.5,0.4).csv",-1,1,0
mahout-0.9(0.8).csv,0,-3,1
"mahout-0.9(0.8,0.7).csv",0,0,0
"mahout-0.9(0.8,0.7,0.6).csv",0,0,-2
"mahout-0.9(0.8,0.7,0.6,0.5).csv",0,0,0
"mahout-0.9(0.8,0.7,0.6,0.5,0.4).csv",0,-1,1
mahout-0.10.0(0.9).csv,0,-2,-4
"mahout-0.10.0(0.9,0.8).csv",0,-4,1
"mahout-0.10.0(0.9,0.8,0.7).csv",0,0,-2
"mahout-0.10.0(0.9,0.8,0.7,0.6).csv",-1,1,-1
"mahout-0.10.0(0.9,0.8,0.7,0.6,0.5).csv",-1,1,0
"mahout-0.10.0(0.9,0.8,0.7,0.6,0.5,0.4).csv",-1,1,0
mahout-0.11.0(0.10.0).csv,-1,1,-3
"mahout-0.11.0(0.10.0,0.9).csv",0,0,-1
"mahout-0.11.0(0.10.0,0.9,0.8).csv",0,-1,1
"mahout-0.11.0(0.10.0,0.9,0.8,0.7).csv",0,-1,1
"mahout-0.11.0(0.10.0,0.9,0.8,0.7,0.6).csv",-1,1,0
"mahout-0.11.0(0.10.0,0.9,0.8,0.7,0.6,0.5).csv",0,0,0
"mahout-0.11.0(0.10.0,0.9,0.8,0.7,0.6,0.5,0.4).csv",0,-1,1
mahout-0.12.0(0.11.0).csv,-1,1,0
"mahout-0.12.0(0.11.0,0.10.0).csv",0,0,0
"mahout-0.12.0(0.11.0,0.10.0,0.9).csv",0,0,-1
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8).csv",0,0,0
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7).csv",0,0,0
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7,0.6).csv",0,-1,1
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5).csv",-1,1,-1
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5,0.4).csv",0,0,-1
mahout-0.13.0(0.12.0).csv,0,0,-2
"mahout-0.13.0(0.12.0,0.11.0).csv",0,0,-2
"mahout-0.13.0(0.12.0,0.11.0,0.10.0).csv",0,0,0
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9).csv",-1,1,-1
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8).csv",0,0,-1
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7).csv",0,0,0
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7,0.6).csv",0,0,0
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5).csv",0,0,0
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5,0.4).csv",0,0,0
