fileName,Ranked1,Ranked2,Ranked3
zeppelin-0.6.0(0.5.6).csv,-1,-1,-2
zeppelin-0.6.1(0.6.0).csv,-1,-2,0
"zeppelin-0.6.1(0.6.0,0.5.6).csv",-1,-7,2
zeppelin-0.6.2(0.6.1).csv,-1,1,-3
"zeppelin-0.6.2(0.6.1,0.6.0).csv",-3,0,0
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6).csv",-2,1,-3
zeppelin-0.7.0(0.6.2).csv,-3,-5,1
"zeppelin-0.7.0(0.6.2,0.6.1).csv",-3,-3,0
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0).csv",0,-2,1
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6).csv",0,-3,-3
zeppelin-0.7.1(0.7.0).csv,0,-4,-2
"zeppelin-0.7.1(0.7.0,0.6.2).csv",-1,1,-2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1).csv",-1,-4,2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0).csv",0,-3,-1
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",-1,1,-2
zeppelin-0.7.2(0.7.1).csv,-7,0,-1
"zeppelin-0.7.2(0.7.1,0.7.0).csv",0,-1,-2
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2).csv",0,0,0
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1).csv",0,0,-1
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0).csv",-1,1,-2
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",0,-1,1
zeppelin-0.7.3(0.7.2).csv,0,-2,-3
"zeppelin-0.7.3(0.7.2,0.7.1).csv",-1,-2,-3
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0).csv",-3,-1,1
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2).csv",0,0,0
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1).csv",0,0,0
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0).csv",0,0,-1
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",0,-1,1
shiro-1.2.0(1.1.0).csv,0,-32,1
shiro-1.2.1(1.2.0).csv,-1,1,-3
"shiro-1.2.1(1.2.0,1.1.0).csv",0,0,-4
shiro-1.2.2(1.2.1).csv,0,0,-6
"shiro-1.2.2(1.2.1,1.2.0).csv",0,0,-1
"shiro-1.2.2(1.2.1,1.2.0,1.1.0).csv",0,0,-4
shiro-1.2.3(1.2.2).csv,-2,1,1
"shiro-1.2.3(1.2.2,1.2.1).csv",0,0,-3
"shiro-1.2.3(1.2.2,1.2.1,1.2.0).csv",0,-2,1
"shiro-1.2.3(1.2.2,1.2.1,1.2.0,1.1.0).csv",0,-3,1
shiro-1.2.4(1.2.3).csv,-2,1,1
"shiro-1.2.4(1.2.3,1.2.2).csv",0,-1,-3
"shiro-1.2.4(1.2.3,1.2.2,1.2.1).csv",0,0,0
"shiro-1.2.4(1.2.3,1.2.2,1.2.1,1.2.0).csv",0,-2,1
"shiro-1.2.4(1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0,0,-3
shiro-1.2.5(1.2.4).csv,-2,0,2
"shiro-1.2.5(1.2.4,1.2.3).csv",0,-2,1
"shiro-1.2.5(1.2.4,1.2.3,1.2.2).csv",0,-2,-2
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1).csv",0,-1,-1
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",0,-1,1
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0,0,0
shiro-1.2.6(1.2.5).csv,-2,0,-5
"shiro-1.2.6(1.2.5,1.2.4).csv",0,-4,0
"shiro-1.2.6(1.2.5,1.2.4,1.2.3).csv",0,-2,-2
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2).csv",0,-2,1
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",0,-1,-1
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",0,-1,1
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0,0,0
shiro-1.3.0(1.2.6).csv,-2,0,-3
"shiro-1.3.0(1.2.6,1.2.5).csv",0,-3,0
"shiro-1.3.0(1.2.6,1.2.5,1.2.4).csv",0,0,-4
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3).csv",0,-5,-3
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2).csv",0,-1,-1
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",0,-2,-2
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",0,0,0
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0,-1,-1
shiro-1.3.1(1.3.0).csv,0,-8,0
"shiro-1.3.1(1.3.0,1.2.6).csv",0,-2,0
"shiro-1.3.1(1.3.0,1.2.6,1.2.5).csv",0,-6,0
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4).csv",0,-5,1
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3).csv",0,-1,-2
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2).csv",0,-1,-2
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",0,0,-2
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",0,-2,1
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0,0,0
maven-2.2.1(2.2.0).csv,0,0,0
maven-3.0.0(2.2.1).csv,0,0,0
"maven-3.0.0(2.2.1,2.2.0).csv",0,0,0
maven-3.0.1(3.0.0).csv,-3,-1,-2
"maven-3.0.1(3.0.0,2.2.1).csv",-3,-1,-8
"maven-3.0.1(3.0.0,2.2.1,2.2.0).csv",-3,-4,1
maven-3.0.2(3.0.1).csv,-3,-3,-8
"maven-3.0.2(3.0.1,3.0.0).csv",-4,0,-5
"maven-3.0.2(3.0.1,3.0.0,2.2.1).csv",0,-4,-2
"maven-3.0.2(3.0.1,3.0.0,2.2.1,2.2.0).csv",-5,-9,2
maven-3.0.3(3.0.2).csv,0,-1,-3
"maven-3.0.3(3.0.2,3.0.1).csv",-1,-4,-1
"maven-3.0.3(3.0.2,3.0.1,3.0.0).csv",-2,1,-3
"maven-3.0.3(3.0.2,3.0.1,3.0.0,2.2.1).csv",-2,1,-4
"maven-3.0.3(3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-1,-2,2
maven-3.0.4(3.0.3).csv,-1,1,-3
"maven-3.0.4(3.0.3,3.0.2).csv",0,0,0
"maven-3.0.4(3.0.3,3.0.2,3.0.1).csv",0,0,-3
"maven-3.0.4(3.0.3,3.0.2,3.0.1,3.0.0).csv",0,-4,1
"maven-3.0.4(3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-5,1,-1
"maven-3.0.4(3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",0,-1,-1
maven-3.0.5(3.0.4).csv,-1,-6,2
"maven-3.0.5(3.0.4,3.0.3).csv",0,0,-3
"maven-3.0.5(3.0.4,3.0.3,3.0.2).csv",-1,1,-6
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1).csv",0,0,0
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1,3.0.0).csv",-1,1,0
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-3,0,0
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-1,-1,-1
maven-3.1.0(3.0.5).csv,0,-3,1
"maven-3.1.0(3.0.5,3.0.4).csv",-1,1,-4
"maven-3.1.0(3.0.5,3.0.4,3.0.3).csv",0,0,-1
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2).csv",0,-6,1
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1).csv",-2,1,1
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0).csv",-1,1,0
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",0,0,-1
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-1,1,0
maven-3.1.1(3.1.0).csv,0,0,-1
"maven-3.1.1(3.1.0,3.0.5).csv",0,-1,-2
"maven-3.1.1(3.1.0,3.0.5,3.0.4).csv",0,-1,-1
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3).csv",0,0,-2
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2).csv",0,0,-2
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1).csv",-2,-2,1
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0).csv",-2,-2,1
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-3,-1,2
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-2,-2,1
flume-1.3.0(1.2.0).csv,-10,1,-2
flume-1.3.1(1.3.0).csv,-29,-8,-6
"flume-1.3.1(1.3.0,1.2.0).csv",-11,-7,-1
flume-1.4.0(1.3.1).csv,-13,-6,2
"flume-1.4.0(1.3.1,1.3.0).csv",-12,-1,2
"flume-1.4.0(1.3.1,1.3.0,1.2.0).csv",-1,1,-3
flume-1.5.0(1.4.0).csv,-5,1,-6
"flume-1.5.0(1.4.0,1.3.1).csv",-1,1,-9
"flume-1.5.0(1.4.0,1.3.1,1.3.0).csv",0,0,-1
"flume-1.5.0(1.4.0,1.3.1,1.3.0,1.2.0).csv",0,-7,1
flume-1.5.1(1.5.0).csv,0,-8,-1
"flume-1.5.1(1.5.0,1.4.0).csv",-11,1,0
"flume-1.5.1(1.5.0,1.4.0,1.3.1).csv",-6,1,0
"flume-1.5.1(1.5.0,1.4.0,1.3.1,1.3.0).csv",-1,-1,-10
"flume-1.5.1(1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-1,-6,2
flume-1.5.2(1.5.1).csv,-1,-9,2
"flume-1.5.2(1.5.1,1.5.0).csv",-3,0,-8
"flume-1.5.2(1.5.1,1.5.0,1.4.0).csv",-1,-8,-2
"flume-1.5.2(1.5.1,1.5.0,1.4.0,1.3.1).csv",0,-9,0
"flume-1.5.2(1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",0,-8,0
"flume-1.5.2(1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-1,-7,2
flume-1.6.0(1.5.2).csv,-4,-7,2
"flume-1.6.0(1.5.2,1.5.1).csv",-5,-1,-4
