"Dataset","F1","AUC","ER","RI","AP","RR","Popt","ACC"
"ECLIPSE-2007","14.78","3.28","1.21","3.48","1.12","14.31","16.8","10.74"
"ECLIPSE-2007","12.7","1.29","0.79","2.24","0.77","24.78","3.04","7.25"
"ECLIPSE-2007","4.02","1.8","0.37","1.02","0.56","0","13.82","5.03"
"ECLIPSE-2007","23.03","4.02","1.73","4.94","1.6","28.62","18.82","15.36"
"Metrics-Repo-2010","66.73","22.57","33.99","41.43","14.08","183.74","152.28","98.57"
"Metrics-Repo-2010","152.73","33.14","134.78","134.77","14.84","592.45","364.32","178.94"
"Metrics-Repo-2010","42.09","15.78","15.31","22.4","10.92","77.68","90.49","66.33"
"Metrics-Repo-2010","147.73","33.59","125.46","132.43","18.86","444.67","315.49","171.15"
"JIRA-HA-2019","8.49","4.02","3.18","12.07","10.26","199.38","180.47","40.61"
"JIRA-HA-2019","8.01","5.19","3.22","10.03","13.29","711.78","828.89","53.68"
"JIRA-HA-2019","6.3","2.92","2.37","9.6","7.31","54.49","41.13","29.03"
"JIRA-HA-2019","11.14","6.74","4.3","15.45","15.84","655.13","726.23","66.17"
"JIRA-RA-2019","14.69","4.64","3.72","13.82","9.45","163.87","209.2","194.7"
"JIRA-RA-2019","13.95","6.47","3.72","11.01","9.16","468.71","935.18","611.07"
"JIRA-RA-2019","11.27","3.3","2.76","10.92","7.46","73.1","30","73.59"
"JIRA-RA-2019","20.26","7.52","5.22","17.51","13.07","477.69","800.52","533.63"
"MA-SZZ-2020","8.27","1.92","1.59","9.65","5.49","149.08","7.09","26.35"
"MA-SZZ-2020","10.62","2.65","2.03","11.07","8.44","1788.58","9","51.19"
"MA-SZZ-2020","7.09","1.59","1.35","8.3","4.49","20","6.07","20.82"
"MA-SZZ-2020","10.02","2.34","1.94","11.38","6.9","762.43","8.49","35.62"
