"Dataset","F1","AUC","ER","RI","AP","RR","Popt","ACC"
"ECLIPSE-2007","5.34","1.13","1.21","3.48","1.05","24.32","2.72","5.74"
"ECLIPSE-2007","4.53","0.45","0.79","2.24","0.72","42.13","0.13","5.61"
"ECLIPSE-2007","1.93","0.62","0.37","1.02","0.52","0","2.63","2.46"
"ECLIPSE-2007","8.19","1.41","1.73","4.94","1.5","48.65","2.8","8.99"
"Metrics-Repo-2010","8.98","6.92","33.99","41.43","10.6","39.92","13.56","27.79"
"Metrics-Repo-2010","8.51","8.42","134.78","134.77","13.38","99.51","14.14","48.46"
"Metrics-Repo-2010","6.91","5.22","15.31","22.4","8.01","23.55","10.46","19.7"
"Metrics-Repo-2010","11.32","9.56","125.46","132.43","15.2","80.82","17.92","49.44"
"JIRA-HA-2019","5.35","1.63","3.18","12.07","10.09","53.01","4.09","16.28"
"JIRA-HA-2019","4.98","1.99","3.22","10.03","13.23","116.01","3.39","20.55"
"JIRA-HA-2019","4.03","1.2","2.37","9.6","7.13","31.57","3.21","11.47"
"JIRA-HA-2019","6.91","2.67","4.3","15.45","15.63","123.43","5.4","24.77"
"JIRA-RA-2019","8.8","1.88","3.72","13.82","9.22","67.62","3.67","11.5"
"JIRA-RA-2019","7.68","2.79","3.72","11.01","8.99","152.02","4.74","10.15"
"JIRA-RA-2019","6.84","1.33","2.76","10.92","7.26","37.46","2.61","9.05"
"JIRA-RA-2019","11.7","3.34","5.22","17.51","12.75","150.85","5.48","15.41"
"MA-SZZ-2020","5.9","0.9","1.59","9.65","5.35","7.8","2.62","10.77"
"MA-SZZ-2020","7.07","1.23","2.03","11.07","8.36","22.72","2.83","13.18"
"MA-SZZ-2020","5.02","0.75","1.35","8.3","4.36","5.15","2.24","9.11"
"MA-SZZ-2020","6.98","1.1","1.94","11.38","6.72","11.82","3.01","12.8"
