"Dataset","F1","AUC","ER","RI","AP","RR","Popt","ACC"
"Metrics-Repo-2010","92.93","55.35","76.17","111.84","34.13","77.91","62.02","109.29"
"Metrics-Repo-2010","225.21","120.67","258.07","386.65","140.81","136.57","140.18","402.48"
"Metrics-Repo-2010","50.97","29.66","31.68","44.71","11.02","44.81","33.96","36.39"
"Metrics-Repo-2010","236.68","114.76","235.73","350.5","123.3","134.14","141.58","316.24"
"JIRA-HA-2019","47.26","2.87","2.73","9.25","5.55","101.29","35.43","40.61"
"JIRA-HA-2019","219.99","2.75","3.09","8.86","4.88","304.05","88.9","66.05"
"JIRA-HA-2019","7.57","2.09","1.88","6.61","4.21","39.12","18.07","23.26"
"JIRA-HA-2019","240.79","3.98","4.11","12.86","7.62","324.97","85.26","73.7"
"JIRA-RA-2019","6.6","2.08","1.76","6.34","4.33","26.95","243.74","70.06"
"JIRA-RA-2019","4.71","2.36","1.68","5.08","3.78","92.96","1197.91","96.59"
"JIRA-RA-2019","5.09","1.46","1.28","4.91","3.21","8.13","23.55","48.4"
"JIRA-RA-2019","8.41","3.3","2.46","8.5","6.04","98.39","1296.12","129.37"
"MA-SZZ-2020","66.09","9.73","14.21","22.9","7.9","465.02","65.79","84.39"
"MA-SZZ-2020","150.22","13.44","20.23","18.69","6.52","2076.78","140.61","137.83"
"MA-SZZ-2020","38.44","6.61","9.17","17.98","6.37","97.43","39.05","53.82"
"MA-SZZ-2020","149.86","14.83","21.03","29.01","10.3","1991.6","128.73","134.78"
