issueKey,type,createdDateEpoch,resolvedDateEpoch
BEAM-7003,Improvement,2019-04-04 04:45:16,
BEAM-7004,Improvement,2019-04-04 07:49:57,
BEAM-7005,Sub-task,2019-04-04 21:27:55,2019-05-20 22:31:34
BEAM-7006,New Feature,2019-04-05 00:16:55,
BEAM-7007,Bug,2019-04-05 00:37:42,
BEAM-7008,Bug,2019-04-05 03:04:43,2019-05-08 17:50:54
BEAM-7009,Bug,2019-04-05 04:40:43,
BEAM-7010,Improvement,2019-04-05 05:28:53,2019-04-11 12:37:03
BEAM-7011,Improvement,2019-04-05 07:50:44,2019-04-09 07:38:23
BEAM-7012,New Feature,2019-04-05 20:17:20,2019-04-25 04:45:38
BEAM-7013,New Feature,2019-04-06 01:00:55,2019-09-12 02:26:09
BEAM-7014,Bug,2019-04-06 01:52:29,
BEAM-7015,Improvement,2019-04-06 04:42:58,2019-04-25 02:37:50
BEAM-7016,Bug,2019-04-06 04:51:46,2019-04-09 06:13:58
BEAM-7017,Improvement,2019-04-06 05:45:16,2019-04-08 00:21:51
BEAM-7018,New Feature,2019-04-06 05:51:41,
BEAM-7019,New Feature,2019-04-06 05:54:05,2019-07-18 13:39:48
BEAM-7020,Improvement,2019-04-06 05:57:30,
BEAM-7021,New Feature,2019-04-06 06:02:33,2019-05-31 23:52:15
BEAM-7022,Bug,2019-04-06 06:04:48,
BEAM-7023,New Feature,2019-04-06 06:06:02,2019-06-04 06:00:43
BEAM-7024,Bug,2019-04-06 06:22:24,2019-04-11 12:36:57
BEAM-7025,New Feature,2019-04-06 06:39:07,
BEAM-7026,New Feature,2019-04-06 06:52:05,
BEAM-7027,Test,2019-04-06 21:46:20,2019-04-19 00:15:30
BEAM-7028,Sub-task,2019-04-08 17:32:50,2019-05-20 22:32:05
BEAM-7029,New Feature,2019-04-08 22:58:49,2019-04-26 18:03:07
BEAM-7030,Improvement,2019-04-09 00:21:10,
BEAM-7031,Test,2019-04-09 04:25:37,
BEAM-7032,Test,2019-04-09 04:26:44,
BEAM-7033,Task,2019-04-09 05:07:01,
BEAM-7034,Task,2019-04-09 05:08:33,
BEAM-7035,Bug,2019-04-09 06:21:45,2019-04-18 21:53:20
BEAM-7036,Improvement,2019-04-09 07:40:13,2019-04-21 03:19:52
BEAM-7037,Improvement,2019-04-09 09:02:06,2019-04-12 08:23:15
BEAM-7038,Bug,2019-04-09 09:27:14,2019-04-10 06:19:39
BEAM-7039,Improvement,2019-04-09 09:28:26,2019-04-17 16:58:58
BEAM-7040,Bug,2019-04-09 17:47:44,
BEAM-7041,Improvement,2019-04-09 20:41:21,2019-04-11 20:53:03
BEAM-7042,Bug,2019-04-09 21:14:09,2019-04-13 00:16:58
BEAM-7043,New Feature,2019-04-09 22:54:56,2019-06-14 15:45:16
BEAM-7044,New Feature,2019-04-10 01:40:43,2019-06-13 23:26:48
BEAM-7045,New Feature,2019-04-10 05:45:10,2019-09-24 03:14:23
BEAM-7046,Improvement,2019-04-10 06:42:10,
BEAM-7047,Bug,2019-04-10 21:16:39,
BEAM-7048,New Feature,2019-04-11 02:10:59,
