fileName,F1,AUC,ER,RI,AP,RR,Popt,ACC
flume-1.3.1(1.3.0).csv,0.3785594639865997,0.5,0,0,0.09591588093118307,0.5211929332354286,0.5,0.2
"flume-1.4.0(1.3.1,1.3.0).csv",0.3646563814866761,0.5,0,0,0.08493283499447557,0.5028721414890601,0.5,0.2
flume-1.4.0(1.3.1).csv,0.3646563814866761,0.5,0,0,0.08493283499447557,0.5028721414890601,0.5,0.2
"flume-1.4.0(1.3.1,1.3.0,1.2.0).csv",0.3646563814866761,0.5,0,0,0.08493283499447557,0.5028721414890601,0.5,0.2
"flume-1.3.1(1.3.0,1.2.0).csv",0.3785594639865997,0.5,0,0,0.09591588093118307,0.5211929332354286,0.5,0.2
"flume-1.5.0(1.4.0,1.3.1,1.3.0).csv",0.3232044198895028,0.5,0,0,0.059159440476662974,0.4497089298942717,0.5,0.2
"flume-1.5.0(1.4.0,1.3.1,1.3.0,1.2.0).csv",0.3232044198895028,0.5,0,0,0.059159440476662974,0.4497089298942717,0.5,0.2
"flume-1.5.0(1.4.0,1.3.1).csv",0.3232044198895028,0.5,0,0,0.059159440476662974,0.4497089298942717,0.5,0.2
"flume-1.5.1(1.5.0,1.4.0,1.3.1,1.3.0).csv",0.3232044198895028,0.5,0,0,0.059159440476662974,0.4497089298942717,0.5,0.2
"flume-1.5.1(1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",0.3232044198895028,0.5,0,0,0.059159440476662974,0.4497089298942717,0.5,0.2
flume-1.3.0(1.2.0).csv,0.16289592760180996,0.5,0,0,0.010774003587459122,0.2520309486259247,0.5,0.2
"flume-1.5.2(1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",0.3232044198895028,0.5,0,0,0.059159440476662974,0.4497089298942717,0.5,0.2
"flume-1.5.2(1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",0.3232044198895028,0.5,0,0,0.059159440476662974,0.4497089298942717,0.5,0.2
"flume-1.5.1(1.5.0,1.4.0,1.3.1).csv",0.3232044198895028,0.5,0,0,0.059159440476662974,0.4497089298942717,0.5,0.2
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",0.22443181818181812,0.5,0,0,0.02227015328361833,0.3275510594307651,0.5,0.2
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",0.22443181818181812,0.5,0,0,0.02227015328361833,0.3275510594307651,0.5,0.2
zeppelin-0.6.0(0.5.6).csv,0.29683698296836986,0.5,0,0,0.04758453239353854,0.4170111956904451,0.5,0.2
"flume-1.5.2(1.5.1,1.5.0,1.4.0,1.3.1).csv",0.3232044198895028,0.5,0,0,0.059159440476662974,0.4497089298942717,0.5,0.2
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",0.19225251076040173,0.5,0,0,0.015265057377290312,0.2880806003804767,0.5,0.2
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",0.19225251076040173,0.5,0,0,0.015265057377290312,0.2880806003804767,0.5,0.2
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0,1.3.1).csv",0.22443181818181812,0.5,0,0,0.02227015328361833,0.3275510594307651,0.5,0.2
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",0.06818181818181818,0.5,0,0,0.0017033043744121342,0.12634025425467502,0.5,0.2
flume-1.5.0(1.4.0).csv,0.3232044198895028,0.5,0,0,0.059159440476662974,0.4497089298942717,0.5,0.2
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",0.06818181818181818,0.5,0,0,0.0017033043744121342,0.12634025425467502,0.5,0.2
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1).csv",0.19225251076040173,0.5,0,0,0.015265057377290312,0.2880806003804767,0.5,0.2
"flume-1.5.1(1.5.0,1.4.0).csv",0.3232044198895028,0.5,0,0,0.059159440476662974,0.4497089298942717,0.5,0.2
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1).csv",0.06818181818181818,0.5,0,0,0.0017033043744121342,0.12634025425467502,0.5,0.2
"flume-1.5.2(1.5.1,1.5.0,1.4.0).csv",0.3232044198895028,0.5,0,0,0.059159440476662974,0.4497089298942717,0.5,0.2
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0).csv",0.22443181818181812,0.5,0,0,0.02227015328361833,0.3275510594307651,0.5,0.2
flume-1.6.0(1.5.2).csv,0.22443181818181812,0.5,0,0,0.02227015328361833,0.3275510594307651,0.5,0.2
"flume-1.6.0(1.5.2,1.5.1).csv",0.22443181818181812,0.5,0,0,0.02227015328361833,0.3275510594307651,0.5,0.2
"flume-1.6.0(1.5.2,1.5.1,1.5.0).csv",0.22443181818181812,0.5,0,0,0.02227015328361833,0.3275510594307651,0.5,0.2
flume-1.5.2(1.5.1).csv,0.3232044198895028,0.5,0,0,0.059159440476662974,0.4497089298942717,0.5,0.2
"flume-1.5.2(1.5.1,1.5.0).csv",0.3232044198895028,0.5,0,0,0.059159440476662974,0.4497089298942717,0.5,0.2
flume-1.5.1(1.5.0).csv,0.3232044198895028,0.5,0,0,0.059159440476662974,0.4497089298942717,0.5,0.2
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0).csv",0.19225251076040173,0.5,0,0,0.015265057377290312,0.2880806003804767,0.5,0.2
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0).csv",0.19225251076040173,0.5,0,0,0.015265057377290312,0.2880806003804767,0.5,0.2
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0).csv",0.06818181818181818,0.5,0,0,0.0017033043744121342,0.12634025425467502,0.5,0.2
"flume-1.7.0(1.6.0,1.5.2,1.5.1).csv",0.19225251076040173,0.5,0,0,0.015265057377290312,0.2880806003804767,0.5,0.2
"flume-1.7.0(1.6.0,1.5.2).csv",0.19225251076040173,0.5,0,0,0.015265057377290312,0.2880806003804767,0.5,0.2
