fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
ant-1.4(1.3).csv,-1,1,-1,0.0,0.5
ant-1.5(1.4).csv,-13,-10,2,0.0,0.2
"ant-1.5(1.4,1.3).csv",-5,-7,2,0.0,0.2
ant-1.6(1.5).csv,-7,-2,1,0.0,0.2
"ant-1.6(1.5,1.4).csv",-1,-3,-3,0.0,0.2
"ant-1.6(1.5,1.4,1.3).csv",-5,0,2,0.0,0.5
ant-1.7(1.6).csv,0,-6,-13,1.0,0.2
"ant-1.7(1.6,1.5).csv",-16,-2,-6,0.0,0.0
"ant-1.7(1.6,1.5,1.4).csv",-10,-12,-9,0.0,0.0
"ant-1.7(1.6,1.5,1.4,1.3).csv",-1,1,-3,0.0,0.5
camel-1.2(1.0).csv,-3,-3,-3,0.0,0.0
camel-1.4(1.2).csv,-11,-8,-5,0.0,0.0
"camel-1.4(1.2,1.0).csv",-8,-1,2,0.0,0.5
camel-1.6(1.4).csv,0,0,-4,1.0,0.5
"camel-1.6(1.4,1.2).csv",-2,0,-3,0.0,0.5
"camel-1.6(1.4,1.2,1.0).csv",-7,1,-1,0.0,0.2
jedit-4.0(3.2).csv,0,-5,-15,1.0,0.2
jedit-4.1(4.0).csv,-10,1,-12,0.0,0.2
"jedit-4.1(4.0,3.2).csv",-1,-5,-5,0.0,0.2
jedit-4.2(4.1).csv,-8,-18,0,0.0,0.2
"jedit-4.2(4.1,4.0).csv",-3,-9,-9,0.0,0.0
"jedit-4.2(4.1,4.0,3.2).csv",0,-18,1,1.0,0.5
jedit-4.3(4.2).csv,-1,-1,-3,0.0,0.5
"jedit-4.3(4.2,4.1).csv",-19,-4,-14,0.0,0.0
"jedit-4.3(4.2,4.1,4.0).csv",0,-11,-12,1.0,0.2
"jedit-4.3(4.2,4.1,4.0,3.2).csv",-5,1,0,0.0,0.5
log4j-1.1(1.0).csv,-12,-17,-8,0.0,0.0
log4j-1.2(1.1).csv,-4,-7,-16,0.0,0.0
"log4j-1.2(1.1,1.0).csv",-17,-18,-11,0.0,0.0
lucene-2.2(2.0).csv,-18,-18,-7,0.0,0.0
lucene-2.4(2.2).csv,-4,-5,0,0.0,0.2
"lucene-2.4(2.2,2.0).csv",-13,-9,-17,0.0,0.0
pbeans-2.0(1.0).csv,-7,-2,-4,0.0,0.0
poi-2.0(1.5).csv,-19,-1,-13,0.0,0.2
poi-2.5(2.0).csv,-11,-1,-17,0.0,0.2
"poi-2.5(2.0,1.5).csv",-2,-11,2,0.0,0.5
poi-3.0(2.5).csv,-1,1,-11,0.0,0.5
"poi-3.0(2.5,2.0).csv",-3,-11,-8,0.0,0.0
"poi-3.0(2.5,2.0,1.5).csv",-5,-17,-17,0.0,0.0
synapse-1.1(1.0).csv,-13,-2,1,0.0,0.2
synapse-1.2(1.1).csv,-11,-11,1,0.0,0.2
"synapse-1.2(1.1,1.0).csv",0,-2,-8,1.0,0.2
velocity-1.5(1.4).csv,-4,-2,-7,0.0,0.0
velocity-1.6(1.5).csv,-16,-17,-7,0.0,0.0
"velocity-1.6(1.5,1.4).csv",-14,0,-15,0.0,0.2
xalan-2.5(2.4).csv,-11,-9,-1,0.0,0.0
xalan-2.6(2.5).csv,-18,-18,-9,0.0,0.0
"xalan-2.6(2.5,2.4).csv",-3,-10,-11,0.0,0.0
xalan-2.7(2.6).csv,0,-16,-11,1.0,0.2
"xalan-2.7(2.6,2.5).csv",-4,-17,2,0.0,0.2
"xalan-2.7(2.6,2.5,2.4).csv",-1,1,-10,0.0,0.5
xerces-1.2(0.init).csv,-3,1,1,0.0,0.5
xerces-1.3(1.2).csv,-2,-5,-16,0.0,0.2
"xerces-1.3(1.2,0.init).csv",0,-1,-4,1.0,0.5
xerces-1.4(1.3).csv,-7,-10,1,0.0,0.2
"xerces-1.4(1.3,1.2).csv",-3,-1,-3,0.0,0.2
"xerces-1.4(1.3,1.2,0.init).csv",-4,0,-1,0.0,0.2
