"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","5.8","2.1","2","4.5","4.2","6.5","117.3","2.5","8.7"
"ECLIPSE-2007","2.9","2.5","1.3","2.8","1.9","1.8","147","2.2","4.3"
"ECLIPSE-2007","[3,7.8]","[0.6,3.6]","[0.5,2.7]","[1.3,6.1]","[2.2,5.5]","[5.1,8.5]","[0,211.4]","[0.2,4]","[6,13.7]"
"Metrics-Repo-2010","41804507819351.4","16.2","19.5","27.1","30.2","42","101.6","95.4","102.4"
"Metrics-Repo-2010","315617112683501","23.7","26.7","34.1","47.1","153.6","305.7","136.1","189.8"
"Metrics-Repo-2010","[63.6,209022539096421]","[12.1,28]","[14.3,29]","[19.6,38.2]","[21.2,49.2]","[19.5,142.3]","[44.7,224.2]","[66.6,141.6]","[65.5,174.6]"
"JIRA-HA-2019","14.6","10.1","6.9","16.6","10.3","23.7","381.3","37.7","63.7"
"JIRA-HA-2019","12.7","25.7","7.4","15.3","10","49.2","1270.7","51.7","76.6"
"JIRA-HA-2019","[11.3,19.3]","[5.5,30.8]","[5,9.7]","[12.4,21.9]","[7.9,14.2]","[14.3,65.5]","[139.9,1368.5]","[25.6,59.5]","[44.1,96.4]"
"JIRA-RA-2019","24","11","11","42.7","13.3","23.8","123.4","129.6","128.3"
"JIRA-RA-2019","47.3","22.7","22.1","134.8","17.9","56.9","219.6","422.2","300.7"
"JIRA-RA-2019","[14.2,47.5]","[6.5,21.6]","[6.7,21.7]","[18.6,124.8]","[9.6,20.8]","[13.4,56.8]","[72.8,219]","[54.4,431.7]","[61.7,277.3]"
"MA-SZZ-2020","223.7","65.9","39.7","262.4","99.1","27.2","144.6","97.8","121.7"
"MA-SZZ-2020","2955.5","770.2","485.4","3465.6","1252.5","118.2","816","325","460.4"
"MA-SZZ-2020","[13.2,1068.7]","[10.4,319.2]","[5.2,175]","[14,1237.1]","[10.4,450.8]","[16.5,62]","[77.3,388.2]","[65,165.2]","[81.8,246.4]"
"IND-JLMIV+R-2020","47.4","31.5","21.5","69.9","28.6","65.7","88","106.1","166.2"
"IND-JLMIV+R-2020","196.4","135.4","113.2","329.1","109.3","262.6","283.6","245.7","625.2"
"IND-JLMIV+R-2020","[20.3,104.7]","[13,69.9]","[8.1,70.4]","[28.5,204.9]","[12.9,57.2]","[31.7,150.8]","[54.7,192.5]","[72.7,185.7]","[92,445.2]"
