issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
FLUME-3018,New Feature,Unresolved,Open,2016/10/26 16:08,
FLUME-3019,Bug,Unresolved,Open,2016/10/31 11:18,
FLUME-3020,Improvement,Fixed,Resolved,2016/11/1 22:35,2016/11/10 7:51
FLUME-3021,New Feature,Unresolved,Patch Available,2016/11/7 17:59,
FLUME-3022,Bug,Not A Bug,Closed,2016/11/14 17:59,2017/1/4 17:04
FLUME-3023,Bug,Unresolved,Open,2016/11/15 19:57,
FLUME-3024,Bug,Unresolved,Open,2016/11/16 15:16,
FLUME-3025,Improvement,Fixed,Resolved,2016/11/16 23:50,2016/11/22 5:43
FLUME-3026,Improvement,Unresolved,Patch Available,2016/11/18 17:00,
FLUME-3027,Bug,Fixed,Resolved,2016/11/19 9:50,2016/12/6 15:32
FLUME-3028,Improvement,Unresolved,Open,2016/11/20 23:47,
FLUME-3029,Sub-task,Unresolved,Open,2016/11/20 23:56,
FLUME-3030,Improvement,Unresolved,Open,2016/11/21 0:54,
FLUME-3031,Bug,Fixed,Resolved,2016/11/23 1:44,2016/12/7 1:32
FLUME-3032,Bug,Unresolved,Open,2016/11/25 10:48,
FLUME-3033,New Feature,Fixed,Resolved,2016/11/29 13:22,2019/9/27 20:22
FLUME-3034,Improvement,Unresolved,Open,2016/12/4 4:13,
FLUME-3035,Bug,Unresolved,Open,2016/12/17 11:34,
FLUME-3036,New Feature,Unresolved,Patch Available,2016/12/26 17:21,
FLUME-3037,Question,Not A Problem,Resolved,2016/12/28 16:54,2016/12/28 23:43
FLUME-3038,Improvement,Unresolved,Open,2017/1/2 12:19,
FLUME-3039,Bug,Unresolved,Patch Available,2017/1/4 16:50,
FLUME-3040,Bug,Unresolved,Open,2017/1/11 3:14,
FLUME-3041,Bug,Unresolved,Open,2017/1/14 17:02,
FLUME-3042,Bug,Unresolved,Open,2017/1/17 10:52,
FLUME-3043,Bug,Fixed,Resolved,2017/1/18 11:47,2017/4/17 5:29
FLUME-3044,Improvement,Unresolved,Patch Available,2017/1/18 13:05,
FLUME-3045,Improvement,Unresolved,Open,2017/1/18 21:58,
FLUME-3046,Bug,Fixed,Resolved,2017/1/20 19:38,2017/9/13 3:59
FLUME-3047,Bug,Unresolved,Open,2017/1/23 12:16,
FLUME-3048,Bug,Unresolved,Open,2017/1/23 19:40,
FLUME-3049,Bug,Fixed,Resolved,2017/1/25 21:54,2017/2/2 1:46
FLUME-3050,Improvement,Fixed,Resolved,2017/2/2 16:27,2018/8/28 19:42
FLUME-3051,Documentation,Fixed,Resolved,2017/2/2 17:24,2018/11/21 18:24
FLUME-3052,Bug,Unresolved,Open,2017/2/6 5:53,
FLUME-3053,Documentation,Unresolved,Open,2017/2/8 15:56,
FLUME-3054,Bug,Unresolved,Patch Available,2017/2/10 18:01,
FLUME-3055,Bug,Not A Problem,Closed,2017/2/13 16:36,2017/2/13 17:09
FLUME-3056,Bug,Fixed,Resolved,2017/2/20 21:26,2018/3/9 19:08
FLUME-3057,Bug,Fixed,Resolved,2017/2/22 14:53,2017/8/24 23:25
FLUME-3058,Bug,Unresolved,Open,2017/2/23 15:34,
FLUME-3059,Bug,Unresolved,Open,2017/2/23 19:54,
FLUME-3060,Bug,Unresolved,Open,2017/2/24 17:19,
FLUME-3061,Bug,Unresolved,Open,2017/2/25 1:21,
FLUME-3062,Bug,Unresolved,Open,2017/2/25 1:24,
FLUME-3063,Bug,Unresolved,Open,2017/3/1 1:03,
FLUME-3064,Bug,Unresolved,Open,2017/3/2 2:36,
FLUME-3065,Improvement,Unresolved,Patch Available,2017/3/2 20:02,
FLUME-3066,Question,Unresolved,Open,2017/3/6 19:20,
FLUME-3067,Bug,Unresolved,Open,2017/3/7 16:16,
FLUME-3068,Bug,Unresolved,Patch Available,2017/3/8 16:52,
FLUME-3069,Bug,Not A Problem,Resolved,2017/3/9 11:26,2017/3/10 10:30
FLUME-3070,Improvement,Unresolved,Open,2017/3/9 15:07,
FLUME-3071,Request,Unresolved,Open,2017/3/10 22:50,
FLUME-3072,Improvement,Fixed,Resolved,2017/3/15 0:34,2017/6/21 22:11
FLUME-3073,Bug,Unresolved,Open,2017/3/15 16:11,
