Dataset,8,7,6,5,4,3,2,1,0
Metrics-Repo-2010,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JIRA-HA-2019,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JIRA-RA-2019,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA-SZZ-2020,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
