fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
calcite-1.1.0(1).csv,0,-4,1,1.0,0.5
calcite-1.2.0(1).csv,0,-2,1,1.0,0.5
calcite-1.2.0(2).csv,-2,-2,-15,0.0,0.2
calcite-1.3.0(1).csv,0,-2,-13,1.0,0.2
calcite-1.3.0(2).csv,0,-11,-9,1.0,0.2
calcite-1.3.0(3).csv,0,-3,-7,1.0,0.2
calcite-1.4.0(1).csv,-4,-8,-3,0.0,0.0
calcite-1.4.0(2).csv,0,-4,-24,1.0,0.2
calcite-1.4.0(3).csv,0,-17,-5,1.0,0.2
calcite-1.4.0(4).csv,0,-3,1,1.0,0.5
calcite-1.5.0(1).csv,-3,-20,-2,0.0,0.0
calcite-1.5.0(2).csv,0,-1,-10,1.0,0.5
calcite-1.5.0(3).csv,-25,-7,-29,0.0,0.0
calcite-1.5.0(4).csv,-2,-32,1,0.0,0.5
calcite-1.5.0(5).csv,0,-3,0,1.0,0.5
calcite-1.6.0(1).csv,-1,-37,-32,0.0,0.2
calcite-1.6.0(2).csv,-28,-1,-35,0.0,0.2
calcite-1.6.0(3).csv,-5,-9,-5,0.0,0.0
calcite-1.6.0(4).csv,-1,-35,2,0.0,0.5
calcite-1.6.0(5).csv,0,-16,-8,1.0,0.2
calcite-1.6.0(6).csv,0,0,-6,1.0,0.5
calcite-1.7.0(1).csv,-2,-4,-36,0.0,0.2
calcite-1.7.0(2).csv,-1,-9,-10,0.0,0.2
calcite-1.7.0(3).csv,-1,-27,-7,0.0,0.2
calcite-1.7.0(4).csv,-3,0,0,0.0,0.5
calcite-1.7.0(5).csv,-2,-18,-35,0.0,0.2
calcite-1.7.0(6).csv,0,-4,0,1.0,0.5
calcite-1.7.0(7).csv,-2,1,-2,0.0,0.5
calcite-1.8.0(1).csv,0,-5,-2,1.0,0.2
calcite-1.8.0(2).csv,0,-2,-5,1.0,0.2
calcite-1.8.0(3).csv,-11,-1,-8,0.0,0.2
calcite-1.8.0(4).csv,0,-5,1,1.0,0.5
calcite-1.8.0(5).csv,-1,-2,-2,0.0,0.2
calcite-1.8.0(6).csv,-4,-1,-3,0.0,0.2
calcite-1.8.0(7).csv,-1,1,-17,0.0,0.5
calcite-1.8.0(8).csv,-34,-3,-26,0.0,0.0
calcite-1.9.0(1).csv,-1,-6,2,0.0,0.5
calcite-1.9.0(2).csv,0,-4,-8,1.0,0.2
calcite-1.9.0(3).csv,0,-2,-12,1.0,0.2
calcite-1.9.0(4).csv,-4,-1,1,0.0,0.5
calcite-1.9.0(5).csv,-2,0,-4,0.0,0.5
calcite-1.9.0(6).csv,-7,-5,-34,0.0,0.0
calcite-1.9.0(7).csv,0,-22,-1,1.0,0.2
calcite-1.9.0(8).csv,-5,-6,-4,0.0,0.0
calcite-1.9.0(9).csv,-2,-33,-8,0.0,0.2
calcite-1.10.0(1).csv,-2,-4,-5,0.0,0.2
calcite-1.10.0(2).csv,-1,-4,-20,0.0,0.2
calcite-1.10.0(3).csv,-4,-4,-1,0.0,0.0
calcite-1.10.0(4).csv,-3,1,1,0.0,0.5
calcite-1.10.0(5).csv,0,-37,-34,1.0,0.2
calcite-1.10.0(6).csv,-30,-15,-24,0.0,0.0
calcite-1.10.0(7).csv,-3,-1,2,0.0,0.5
calcite-1.10.0(8).csv,-4,-9,-21,0.0,0.0
calcite-1.10.0(9).csv,-1,-4,-5,0.0,0.2
calcite-1.10.0(10).csv,-10,0,-2,0.0,0.2
calcite-1.11.0(1).csv,-2,-6,-7,0.0,0.2
calcite-1.11.0(2).csv,-1,-2,-18,0.0,0.2
calcite-1.11.0(3).csv,-2,1,-33,0.0,0.5
calcite-1.11.0(4).csv,0,0,-4,1.0,0.5
calcite-1.11.0(5).csv,-12,-23,0,0.0,0.2
calcite-1.11.0(6).csv,-7,-25,-6,0.0,0.0
calcite-1.11.0(7).csv,0,-11,-4,1.0,0.2
calcite-1.11.0(8).csv,-1,-6,-10,0.0,0.2
calcite-1.11.0(9).csv,0,-6,-2,1.0,0.2
calcite-1.11.0(10).csv,-40,1,-10,0.0,0.2
calcite-1.11.0(11).csv,-14,1,-2,0.0,0.2
knox-0.4.0(1).csv,-14,-11,0,0.0,0.2
knox-0.5.0(1).csv,-28,-28,-1,0.0,0.0
knox-0.5.0(2).csv,-1,1,-27,0.0,0.5
knox-0.6.0(1).csv,0,-6,0,1.0,0.5
knox-0.6.0(2).csv,-1,-22,-4,0.0,0.2
knox-0.6.0(3).csv,-26,0,-22,0.0,0.2
knox-0.7.0(1).csv,-2,1,-15,0.0,0.5
knox-0.7.0(2).csv,-8,-6,-2,0.0,0.0
knox-0.7.0(3).csv,-10,-10,-2,0.0,0.0
knox-0.7.0(4).csv,0,-15,0,1.0,0.5
knox-0.8.0(1).csv,-36,-34,-25,0.0,0.0
knox-0.8.0(2).csv,-40,-33,-33,0.0,0.0
knox-0.8.0(3).csv,-35,-1,-22,0.0,0.2
knox-0.8.0(4).csv,-29,-29,-13,0.0,0.0
knox-0.8.0(5).csv,-16,-18,-16,0.0,0.0
kylin-2.0.0(1).csv,-26,-7,-37,0.0,0.0
kylin-2.1.0(1).csv,0,-7,-35,1.0,0.2
kylin-2.1.0(2).csv,0,-6,-2,1.0,0.2
kylin-2.2.0(1).csv,-19,-2,-26,0.0,0.0
kylin-2.2.0(2).csv,0,0,0,1.0,1.0
kylin-2.2.0(3).csv,0,-3,-21,1.0,0.2
mahout-0.5(1).csv,-15,-8,0,0.0,0.2
manifoldcf-2.5(1).csv,0,-4,-6,1.0,0.2
manifoldcf-2.6(1).csv,-18,-11,-32,0.0,0.0
manifoldcf-2.6(2).csv,-1,-34,-15,0.0,0.2
manifoldcf-2.7(1).csv,0,-1,-23,1.0,0.5
manifoldcf-2.7(2).csv,-28,0,-16,0.0,0.2
manifoldcf-2.7(3).csv,-22,-2,0,0.0,0.2
manifoldcf-2.8(1).csv,-13,-36,1,0.0,0.2
manifoldcf-2.8(2).csv,-2,-32,-11,0.0,0.2
manifoldcf-2.8(3).csv,-11,-12,-4,0.0,0.0
manifoldcf-2.8(4).csv,-41,0,2,0.0,0.5
nutch-1.10(1).csv,-6,-4,-25,0.0,0.0
nutch-1.10(2).csv,-3,-4,-4,0.0,0.0
nutch-1.10(3).csv,-27,-27,2,0.0,0.2
nutch-2.1(1).csv,0,-24,-11,1.0,0.2
nutch-2.2(1).csv,-3,0,-7,0.0,0.2
nutch-2.2(2).csv,-3,-31,-23,0.0,0.0
