fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
ant-ivy-2.1.0(1).csv,-3,-15,-19,0.0,0.0
calcite-1.1.0(1).csv,0,-39,-24,1.0,0.2
calcite-1.2.0(1).csv,-25,-31,-15,0.0,0.0
calcite-1.2.0(2).csv,-26,-18,-11,0.0,0.0
calcite-1.3.0(1).csv,-22,-34,-6,0.0,0.0
calcite-1.3.0(2).csv,-10,0,-7,0.0,0.2
calcite-1.3.0(3).csv,0,-5,-7,1.0,0.2
calcite-1.4.0(1).csv,-12,-34,-4,0.0,0.0
calcite-1.4.0(2).csv,-6,-42,1,0.0,0.2
calcite-1.4.0(3).csv,-18,-5,-7,0.0,0.0
calcite-1.4.0(4).csv,-5,-1,-24,0.0,0.2
calcite-1.5.0(1).csv,-7,-31,1,0.0,0.2
calcite-1.5.0(2).csv,-25,-4,-37,0.0,0.0
calcite-1.5.0(3).csv,-4,-6,-29,0.0,0.0
calcite-1.5.0(4).csv,-10,-8,0,0.0,0.2
calcite-1.5.0(5).csv,-6,-8,-15,0.0,0.0
calcite-1.6.0(1).csv,-16,-33,2,0.0,0.2
calcite-1.6.0(2).csv,-3,-5,-14,0.0,0.0
calcite-1.6.0(3).csv,-3,-20,-32,0.0,0.0
calcite-1.6.0(4).csv,-9,-4,2,0.0,0.2
calcite-1.6.0(5).csv,-20,-28,1,0.0,0.2
calcite-1.6.0(6).csv,-3,-37,-11,0.0,0.0
calcite-1.7.0(1).csv,-4,-24,-4,0.0,0.0
calcite-1.7.0(2).csv,-38,-39,-18,0.0,0.0
calcite-1.7.0(3).csv,-35,-12,-34,0.0,0.0
calcite-1.7.0(4).csv,-16,-36,-38,0.0,0.0
calcite-1.7.0(5).csv,-7,-1,2,0.0,0.5
calcite-1.7.0(6).csv,-10,-28,-30,0.0,0.0
calcite-1.7.0(7).csv,-3,-17,-24,0.0,0.0
calcite-1.8.0(1).csv,-10,-6,-41,0.0,0.0
calcite-1.8.0(2).csv,-1,-40,-10,0.0,0.2
calcite-1.8.0(3).csv,-2,-14,-8,0.0,0.2
calcite-1.8.0(4).csv,-10,1,-1,0.0,0.2
calcite-1.8.0(5).csv,-17,-31,-10,0.0,0.0
calcite-1.8.0(6).csv,-32,-16,-1,0.0,0.0
calcite-1.8.0(7).csv,-37,-33,-34,0.0,0.0
calcite-1.8.0(8).csv,-26,-10,-12,0.0,0.0
calcite-1.9.0(1).csv,-41,0,-36,0.0,0.2
calcite-1.9.0(2).csv,0,-4,-34,1.0,0.2
calcite-1.9.0(3).csv,-37,1,-25,0.0,0.2
calcite-1.9.0(4).csv,-35,-11,-22,0.0,0.0
calcite-1.9.0(5).csv,0,-2,-11,1.0,0.2
calcite-1.9.0(6).csv,-28,-17,-7,0.0,0.0
calcite-1.9.0(7).csv,-2,-21,-1,0.0,0.2
calcite-1.9.0(8).csv,0,-4,1,1.0,0.5
calcite-1.9.0(9).csv,-8,-1,2,0.0,0.5
calcite-1.10.0(1).csv,-21,-1,-41,0.0,0.2
calcite-1.10.0(2).csv,-28,-36,-5,0.0,0.0
calcite-1.10.0(3).csv,-37,-15,-23,0.0,0.0
calcite-1.10.0(4).csv,-12,-21,-5,0.0,0.0
calcite-1.10.0(5).csv,-27,-7,2,0.0,0.2
calcite-1.10.0(6).csv,-2,-3,2,0.0,0.5
calcite-1.10.0(7).csv,-33,-23,-3,0.0,0.0
calcite-1.10.0(8).csv,-1,-10,-17,0.0,0.2
calcite-1.10.0(9).csv,-2,1,-6,0.0,0.5
calcite-1.10.0(10).csv,0,-1,-5,1.0,0.5
calcite-1.11.0(1).csv,-8,0,-9,0.0,0.2
calcite-1.11.0(2).csv,-30,0,-11,0.0,0.2
calcite-1.11.0(3).csv,-3,-4,-5,0.0,0.0
calcite-1.11.0(4).csv,-34,-1,-19,0.0,0.2
calcite-1.11.0(5).csv,-21,-4,-26,0.0,0.0
calcite-1.11.0(6).csv,-29,-25,-4,0.0,0.0
calcite-1.11.0(7).csv,-5,-1,-20,0.0,0.2
calcite-1.11.0(8).csv,-17,-40,-8,0.0,0.0
calcite-1.11.0(9).csv,-1,-3,-37,0.0,0.2
calcite-1.11.0(10).csv,-2,-16,2,0.0,0.5
calcite-1.11.0(11).csv,-1,1,-4,0.0,0.5
calcite-1.12.0(1).csv,-29,-8,-6,0.0,0.0
calcite-1.12.0(2).csv,-18,1,-13,0.0,0.2
calcite-1.12.0(3).csv,-24,-25,1,0.0,0.2
calcite-1.12.0(4).csv,-9,-38,-15,0.0,0.0
calcite-1.12.0(5).csv,-42,-36,-1,0.0,0.0
calcite-1.12.0(6).csv,-16,-1,-2,0.0,0.2
calcite-1.12.0(7).csv,-34,-5,2,0.0,0.2
calcite-1.12.0(8).csv,-26,-19,-4,0.0,0.0
calcite-1.12.0(9).csv,-1,-2,0,0.0,0.5
calcite-1.12.0(10).csv,-29,-33,-15,0.0,0.0
calcite-1.12.0(11).csv,-6,-6,2,0.0,0.2
calcite-1.12.0(12).csv,-7,1,-21,0.0,0.2
knox-0.4.0(1).csv,-15,-27,-3,0.0,0.0
knox-0.5.0(1).csv,-1,-14,-36,0.0,0.2
knox-0.5.0(2).csv,-1,-11,0,0.0,0.5
knox-0.6.0(1).csv,-16,-41,-36,0.0,0.0
knox-0.6.0(2).csv,-1,1,0,0.0,1.0
knox-0.6.0(3).csv,-4,0,-36,0.0,0.2
knox-0.7.0(1).csv,-30,0,-1,0.0,0.2
knox-0.7.0(2).csv,-3,-13,-41,0.0,0.0
knox-0.7.0(3).csv,-2,1,-19,0.0,0.5
knox-0.7.0(4).csv,-1,-3,-13,0.0,0.2
knox-0.8.0(1).csv,-20,-8,2,0.0,0.2
knox-0.8.0(2).csv,-11,-8,1,0.0,0.2
knox-0.8.0(3).csv,-2,-35,-15,0.0,0.2
knox-0.8.0(4).csv,-14,-32,-22,0.0,0.0
knox-0.8.0(5).csv,-21,0,-7,0.0,0.2
kylin-1.1.0(1).csv,-32,-15,-15,0.0,0.0
kylin-2.0.0(1).csv,-10,-39,-39,0.0,0.0
kylin-2.0.0(2).csv,-40,-10,0,0.0,0.2
kylin-2.1.0(1).csv,-15,-29,-10,0.0,0.0
kylin-2.1.0(2).csv,-36,-22,-6,0.0,0.0
kylin-2.1.0(3).csv,-9,-42,-19,0.0,0.0
kylin-2.2.0(1).csv,-39,-4,-13,0.0,0.0
kylin-2.2.0(2).csv,-34,-11,-13,0.0,0.0
kylin-2.2.0(3).csv,-4,0,-17,0.0,0.2
kylin-2.2.0(4).csv,-21,1,-17,0.0,0.2
mahout-0.5(1).csv,-18,-5,2,0.0,0.2
manifoldcf-0.2(1).csv,-40,-41,-4,0.0,0.0
manifoldcf-0.5(1).csv,-34,-10,-10,0.0,0.0
manifoldcf-0.5(2).csv,-12,-35,-19,0.0,0.0
manifoldcf-0.6(1).csv,-8,-3,-13,0.0,0.0
manifoldcf-0.6(2).csv,-11,-40,-24,0.0,0.0
manifoldcf-0.6(3).csv,-7,-16,-17,0.0,0.0
manifoldcf-1.3(1).csv,-2,-26,-22,0.0,0.2
manifoldcf-1.3(2).csv,-6,-33,-29,0.0,0.0
manifoldcf-1.3(3).csv,-43,-6,2,0.0,0.2
manifoldcf-1.3(4).csv,-3,-22,-12,0.0,0.0
manifoldcf-1.4(1).csv,-3,-4,-31,0.0,0.0
manifoldcf-1.4(2).csv,-14,-1,-4,0.0,0.2
manifoldcf-1.4(3).csv,-40,-36,-10,0.0,0.0
