fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
zeppelin-0.5.5(0.5.0).csv,-1,-3,2,0.0,0.5
zeppelin-0.5.6(0.5.5).csv,0,0,0,1.0,1.0
"zeppelin-0.5.6(0.5.5,0.5.0).csv",-1,1,-3,0.0,0.5
zeppelin-0.6.0(0.5.6).csv,-7,1,0,0.0,0.5
"zeppelin-0.6.0(0.5.6,0.5.5).csv",0,0,0,1.0,1.0
"zeppelin-0.6.0(0.5.6,0.5.5,0.5.0).csv",0,0,0,1.0,1.0
zeppelin-0.6.1(0.6.0).csv,0,0,-1,1.0,0.5
"zeppelin-0.6.1(0.6.0,0.5.6).csv",0,0,-7,1.0,0.5
"zeppelin-0.6.1(0.6.0,0.5.6,0.5.5).csv",0,-1,1,1.0,1.0
"zeppelin-0.6.1(0.6.0,0.5.6,0.5.5,0.5.0).csv",0,-16,0,1.0,0.5
zeppelin-0.6.2(0.6.1).csv,0,0,-2,1.0,0.5
"zeppelin-0.6.2(0.6.1,0.6.0).csv",0,0,0,1.0,1.0
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6).csv",0,0,0,1.0,1.0
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6,0.5.5).csv",0,0,-2,1.0,0.5
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",0,0,-2,1.0,0.5
zeppelin-0.7.0(0.6.2).csv,0,-13,-1,1.0,0.2
"zeppelin-0.7.0(0.6.2,0.6.1).csv",0,-1,-2,1.0,0.5
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0).csv",0,0,0,1.0,1.0
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6).csv",0,0,0,1.0,1.0
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",0,0,-1,1.0,0.5
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",0,0,-2,1.0,0.5
zeppelin-0.7.1(0.7.0).csv,-10,-5,-9,0.0,0.0
"zeppelin-0.7.1(0.7.0,0.6.2).csv",-29,-6,1,0.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1).csv",0,-6,-1,1.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0).csv",0,-14,-9,1.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",0,0,-2,1.0,0.5
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",0,-7,-2,1.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",0,-4,0,1.0,0.5
zeppelin-0.7.2(0.7.1).csv,0,-6,1,1.0,0.5
"zeppelin-0.7.2(0.7.1,0.7.0).csv",-1,1,-7,0.0,0.5
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2).csv",-6,1,-1,0.0,0.2
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1).csv",-21,-2,0,0.0,0.2
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0).csv",-42,-2,-4,0.0,0.0
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",0,0,-6,1.0,0.5
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",0,0,0,1.0,1.0
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",0,0,-19,1.0,0.5
zeppelin-0.7.3(0.7.2).csv,-1,1,-2,0.0,0.5
"zeppelin-0.7.3(0.7.2,0.7.1).csv",-1,-14,2,0.0,0.5
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0).csv",-1,1,-6,0.0,0.5
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2).csv",-2,1,1,0.0,1.0
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1).csv",-17,-1,-4,0.0,0.2
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0).csv",-16,-2,0,0.0,0.2
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",-33,0,0,0.0,0.5
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",-24,0,-1,0.0,0.2
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",0,-24,1,1.0,0.5
shiro-1.2.0(1.1.0).csv,0,0,0,1.0,1.0
shiro-1.2.1(1.2.0).csv,0,0,-4,1.0,0.5
"shiro-1.2.1(1.2.0,1.1.0).csv",-1,1,0,0.0,1.0
shiro-1.2.2(1.2.1).csv,-1,-2,-6,0.0,0.2
"shiro-1.2.2(1.2.1,1.2.0).csv",0,0,-3,1.0,0.5
"shiro-1.2.2(1.2.1,1.2.0,1.1.0).csv",0,-1,1,1.0,1.0
shiro-1.2.3(1.2.2).csv,-1,-1,2,0.0,1.0
"shiro-1.2.3(1.2.2,1.2.1).csv",-1,1,0,0.0,1.0
"shiro-1.2.3(1.2.2,1.2.1,1.2.0).csv",0,-1,1,1.0,1.0
