"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","5.59","6.26","3.18","6.53","4.46","5.02","3.85","15.64","15.48"
"ECLIPSE-2007","1.62","1.84","0.44","0.9","1.04","1.55","2.31","2.5","3.5"
"ECLIPSE-2007","[3.72,6.52]","[4.13,7.32]","[2.68,3.46]","[5.5,7.08]","[3.26,5.08]","[3.24,5.93]","[1.19,5.19]","[12.79,17.2]","[12.96,19.48]"
"Metrics-Repo-2010","167.56","22.44","53.07","63.37","35.02","30.79","21.28","87.26","129.66"
"Metrics-Repo-2010","564.51","23.65","86.81","92.17","48.48","30.28","28.98","201.01","542.87"
"Metrics-Repo-2010","[73.6,425.03]","[17.32,29.37]","[34.29,78.47]","[43.57,93.78]","[24.94,52.31]","[23.39,38.96]","[14.87,29.39]","[52.39,174.53]","[47.46,474.67]"
"JIRA-HA-2019","8.3","11.87","5.61","15.27","8.81","13.48","143.42","5206.48","83.57"
"JIRA-HA-2019","7.19","9.3","4.1","12.1","5.94","9.82","407.24","31788.35","105.28"
"JIRA-HA-2019","[6.54,11.51]","[9.37,15.05]","[4.5,7.26]","[11.94,20.01]","[7.22,10.75]","[10.72,17.03]","[57.06,357.29]","[101.95,25589.28]","[57.9,132.3]"
"JIRA-RA-2019","7.91","8.8","4.65","13.18","6.43","10.53","15.09","61.11","54.42"
"JIRA-RA-2019","8.3","7.46","4.52","12.35","6.2","9.29","20.09","57.46","89.29"
"JIRA-RA-2019","[5.62,11]","[6.65,11.45]","[3.54,6.23]","[10.02,17.31]","[4.82,8.72]","[8.15,13.85]","[9.06,22.13]","[45.41,80.63]","[36.86,107.3]"
"MA-SZZ-2020","6.17","3.35","2.58","5.33","4.42","5.06","24.12","18.33","32.88"
"MA-SZZ-2020","6.42","4.29","3.43","6.64","4.44","5.99","96.39","27.19","53.1"
"MA-SZZ-2020","[5.26,7.2]","[2.69,4.1]","[2.06,3.21]","[4.46,6.46]","[3.77,5.09]","[4.07,5.97]","[12.76,47.86]","[14.59,22.95]","[25.82,43.34]"
"IND-JLMIV+R-2020","5.9","6.17","4.12","11.92","5.63","8.7","87.99","48.75","68.3"
"IND-JLMIV+R-2020","8.75","6.2","4.25","9.41","5.79","8.72","497.94","102.9","77.08"
"IND-JLMIV+R-2020","[4.61,8.15]","[5.24,7.62]","[3.38,5.1]","[10.16,13.62]","[4.61,6.86]","[7.26,10.55]","[19.11,261.81]","[34.16,77.68]","[56.65,86.84]"
