fileName,(c)TP_difference_percent,(c)mean,(c)sd,(c)LL,(c)UL,(20%SLOC)TP_difference_percent,(20%SLOC)mean,(20%SLOC)sd,(20%SLOC)LL,(20%SLOC)UL,(10%)TP_difference_percent,(10%)mean,(10%)sd,(10%)LL,(10%)UL,(20%)TP_difference_percent,(20%)mean,(20%)sd,(20%)LL,(20%)UL,(30%)TP_difference_percent,(30%)mean,(30%)sd,(30%)LL,(30%)UL
ant-1.4(1.3).csv,0.07142857142857142,0.07142857142857142,0.26726124191242434,0.0,0.21428571428571427,0.8181818181818182,0.8181818181818182,0.40451991747794525,0.36363636363636365,0.9090909090909091,0.7,0.7,0.48304589153964794,0.22733809222424028,0.9,0.08333333333333333,0.08333333333333333,0.28867513459481287,0.0,0.25,0.2222222222222222,0.2222222222222222,0.42779263194649864,0.05555555555555555,0.3888888888888889
ant-1.5(1.4).csv,0.15,0.15,0.36634754853252327,0.0,0.3,0.36363636363636365,0.36363636363636365,0.504524979109513,0.09090909090909091,0.5454545454545454,0.5,0.5,0.5270462766947299,0.1,0.7,0.13333333333333333,0.13333333333333333,0.35186577527449836,0.0,0.3333333333333333,0.19047619047619047,0.19047619047619047,0.40237390808147827,0.0,0.3333333333333333
"ant-1.5(1.4,1.3).csv",0.3333333333333333,0.3333333333333333,0.48304589153964783,0.09803517049099844,0.47619047619047616,0.46153846153846156,0.46153846153846156,0.5188745216627709,0.15384615384615385,0.6923076923076923,0.4166666666666667,0.4166666666666667,0.5149286505444373,0.08333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.48507125007266594,0.1111111111111111,0.5,0.4166666666666667,0.4166666666666667,0.5036101551853348,0.20833333333333334,0.5416666666666666
ant-1.6(1.5).csv,0.375,0.375,0.48924605479008165,0.22916666666666666,0.5,0.47368421052631576,0.47368421052631576,0.5129891760425771,0.21052631578947367,0.631578947368421,0.4230769230769231,0.4230769230769231,0.5038314736557788,0.23076923076923078,0.5769230769230769,0.3829787234042553,0.3829787234042553,0.49136860729305604,0.23404255319148937,0.5106382978723404,0.3220338983050847,0.3220338983050847,0.47126674363748505,0.1864406779661017,0.423728813559322
"ant-1.6(1.5,1.4).csv",0.54,0.54,0.5034574339058885,0.38,0.64,0.43478260869565216,0.43478260869565216,0.506869801869702,0.17391304347826086,0.6086956521739131,0.5384615384615384,0.5384615384615384,0.508391127441794,0.3076923076923077,0.6923076923076923,0.54,0.54,0.5034574339058885,0.38,0.64,0.43548387096774194,0.43548387096774194,0.4998677773347237,0.3064516129032258,0.5645161290322581
"ant-1.6(1.5,1.4,1.3).csv",0.35185185185185186,0.35185185185185186,0.4820321529793837,0.2222222222222222,0.46296296296296297,0.5454545454545454,0.5454545454545454,0.5096471914376255,0.2727272727272727,0.7272727272727273,0.5483870967741935,0.5483870967741935,0.5058794110206736,0.3225806451612903,0.7096774193548387,0.3333333333333333,0.3333333333333333,0.47609522856952335,0.19607843137254902,0.45098039215686275,0.2459016393442623,0.2459016393442623,0.434194184857345,0.13114754098360656,0.3442622950819672
ant-1.7(1.6).csv,0.19642857142857142,0.19642857142857142,0.39908195808180724,0.125,0.26785714285714285,0.37209302325581395,0.37209302325581395,0.4890834875635335,0.20930232558139536,0.4883720930232558,0.4576271186440678,0.4576271186440678,0.5024777880939232,0.3220338983050847,0.576271186440678,0.2967032967032967,0.2967032967032967,0.45933540141057166,0.18681318681318682,0.38461538461538464,0.1864406779661017,0.1864406779661017,0.3911227001035464,0.11864406779661017,0.2542372881355932
"ant-1.7(1.6,1.5).csv",0.1743119266055046,0.1743119266055046,0.38112981887792574,0.10440821224038076,0.24770642201834864,0.7021276595744681,0.7021276595744681,0.46226726774346905,0.5319148936170213,0.8085106382978723,0.47692307692307695,0.47692307692307695,0.5033541343978258,0.3384615384615385,0.5846153846153846,0.21505376344086022,0.21505376344086022,0.41308653598066897,0.12903225806451613,0.3010752688172043,0.18803418803418803,0.18803418803418803,0.392420076018648,0.11965811965811966,0.2564102564102564
"ant-1.7(1.6,1.5,1.4).csv",0.2403846153846154,0.2403846153846154,0.42938638330620443,0.15384615384615385,0.3173076923076923,0.6222222222222222,0.6222222222222222,0.49031014715590004,0.4666666666666667,0.7333333333333333,0.4915254237288136,0.4915254237288136,0.5042194840896107,0.3559322033898305,0.6101694915254238,0.26881720430107525,0.26881720430107525,0.44574766078141004,0.17204301075268819,0.3548387096774194,0.17117117117117117,0.17117117117117117,0.37836667818578207,0.0990990990990991,0.23423423423423423
"ant-1.7(1.6,1.5,1.4,1.3).csv",0.21153846153846154,0.21153846153846154,0.41037697382074245,0.1346153846153846,0.28846153846153844,0.475,0.475,0.505736325340815,0.3,0.6,0.2641509433962264,0.2641509433962264,0.44509909856926216,0.1509433962264151,0.37735849056603776,0.2765957446808511,0.2765957446808511,0.4497132974175554,0.19148936170212766,0.3617021276595745,0.19130434782608696,0.19130434782608696,0.39504945668427977,0.11304347826086956,0.2608695652173913
camel-1.2(1.0).csv,0.3888888888888889,0.3888888888888889,0.49091910224111973,0.25,0.4861111111111111,0.5675675675675675,0.5675675675675675,0.5022472023339227,0.3783783783783784,0.7027027027027027,0.5789473684210527,0.5789473684210527,0.5003554924018235,0.39473684210526316,0.6842105263157895,0.4411764705882353,0.4411764705882353,0.5002194426263209,0.3088235294117647,0.5441176470588235,0.26582278481012656,0.26582278481012656,0.44459318078134497,0.16455696202531644,0.35443037974683544
camel-1.4(1.2).csv,0.32051282051282054,0.32051282051282054,0.4696942842027363,0.20512820512820512,0.4230769230769231,0.4444444444444444,0.4444444444444444,0.5039526306789698,0.25,0.5833333333333334,0.37777777777777777,0.37777777777777777,0.4903101471559001,0.2222222222222222,0.5111111111111111,0.2857142857142857,0.2857142857142857,0.4550157551932901,0.17142857142857143,0.38571428571428573,0.29213483146067415,0.29213483146067415,0.4573204364708533,0.2015483802314637,0.38202247191011235
"camel-1.4(1.2,1.0).csv",0.4148936170212766,0.4148936170212766,0.49534552875951693,0.30851063829787234,0.5,0.6,0.6,0.49613893835683387,0.425,0.725,0.6481481481481481,0.6481481481481481,0.4820321529793836,0.5,0.7592592592592593,0.42857142857142855,0.42857142857142855,0.4978438881870134,0.30952380952380953,0.5238095238095238,0.29292929292929293,0.29292929292929293,0.45742235323080715,0.20202020202020202,0.3763298871460293
camel-1.6(1.4).csv,0.3157894736842105,0.3157894736842105,0.4672954756790886,0.22105263157894736,0.4,0.5178571428571429,0.5178571428571429,0.5042031130613726,0.375,0.6428571428571429,0.48333333333333334,0.48333333333333334,0.5039392842990978,0.3333333333333333,0.585132384420397,0.367816091954023,0.367816091954023,0.4850064139766639,0.25287356321839083,0.45977011494252873,0.27722772277227725,0.27722772277227725,0.44986246523105533,0.19801980198019803,0.3564356435643564
"camel-1.6(1.4,1.2).csv",0.3333333333333333,0.3333333333333333,0.4744557145911778,0.21794871794871795,0.4358974358974359,0.3404255319148936,0.3404255319148936,0.4789751624985076,0.19148936170212766,0.44680851063829785,0.30612244897959184,0.30612244897959184,0.46565731465733207,0.1836734693877551,0.42857142857142855,0.3291139240506329,0.3291139240506329,0.4728939542678913,0.21518987341772153,0.4177215189873418,0.2647058823529412,0.2647058823529412,0.44335513307557556,0.16767485269580457,0.3431372549019608
"camel-1.6(1.4,1.2,1.0).csv",0.38636363636363635,0.38636363636363635,0.48970594465015976,0.2727272727272727,0.4772727272727273,0.375,0.375,0.48924605479008165,0.22916666666666666,0.5,0.3877551020408163,0.3877551020408163,0.4922874554317936,0.24489795918367346,0.5102040816326531,0.40229885057471265,0.40229885057471265,0.4932042860614262,0.28735632183908044,0.4942528735632184,0.28431372549019607,0.28431372549019607,0.4533145473285042,0.18627450980392157,0.37254901960784315
jedit-4.0(3.2).csv,0.12280701754385964,0.12280701754385964,0.33113308926626095,0.03508771929824561,0.21052631578947367,0.4642857142857143,0.4642857142857143,0.50787450018337,0.25,0.6071428571428571,0.2857142857142857,0.2857142857142857,0.4629100498862757,0.06884117217815526,0.42857142857142855,0.2564102564102564,0.2564102564102564,0.44235903005475674,0.11683481953939642,0.38461538461538464,0.13725490196078433,0.13725490196078433,0.3475403771153651,0.058823529411764705,0.23529411764705882
jedit-4.1(4.0).csv,0.24528301886792453,0.24528301886792453,0.43437224276306946,0.1320754716981132,0.3584905660377358,0.6538461538461539,0.6538461538461539,0.485164524037584,0.4230769230769231,0.8076923076923077,0.43333333333333335,0.43333333333333335,0.5040069329937309,0.22985454251664383,0.6,0.3023255813953488,0.3023255813953488,0.4647008111181006,0.16279069767441862,0.4186046511627907,0.21428571428571427,0.21428571428571427,0.4140393356054125,0.10714285714285714,0.32142857142857145
