fileName,accuracy,precision,recall,F1,AUC,ER,RI,MCC,AP,RR,Popt,ACC,IL/Ins
zeppelin-0.7.0(0.6.2).csv,0.853846153846154,0.6728971962616821,0.765957446808511,0.7164179104477609,0.889861270845313,0.641809116809117,1.79180751640485,0.620880609010086,0.759520276457265,1.0,0.575260502728374,0.25531914893617,0.07482993197278912
"zeppelin-0.7.0(0.6.2,0.6.1).csv",0.815384615384615,0.605769230769231,0.6702127659574469,0.6363636363636359,0.839904399079931,0.6021164021164019,1.51329787234043,0.5142521852170611,0.6334485996238011,1.0,0.585633677929259,0.319148936170213,0.07325383304940375
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0).csv",0.761538461538461,0.516129032258065,0.170212765957447,0.256,0.4006612995974699,0.5330128205128211,1.1413864104324,0.18900982993613696,0.322429977519604,0.33333333333333304,0.547793290541998,0.372340425531915,0.0730593607305936
zeppelin-0.6.1(0.6.0).csv,0.959558823529412,0.967032967032967,0.916666666666667,0.941176470588235,0.985795454545454,0.635026737967914,1.73992673992674,0.911153722729705,0.967814681168361,1.0,0.735100165318698,0.33333333333333304,0.0726643598615917
"zeppelin-0.6.2(0.6.1,0.6.0).csv",0.974264705882353,0.948453608247423,0.9787234042553192,0.963350785340314,0.993156825245039,0.635629795396419,1.74446150471595,0.943804749885951,0.9875358050137808,1.0,0.7197966536668299,0.297872340425532,0.07216494845360824
zeppelin-0.6.2(0.6.1).csv,0.974264705882353,0.948453608247423,0.9787234042553192,0.963350785340314,0.9934855366961508,0.635629795396419,1.74446150471595,0.943804749885951,0.988388180468882,1.0,0.725981179587937,0.297872340425532,0.07167235494880546
flume-1.5.2(1.5.1).csv,1.0,1.0,1.0,1.0,1.0,0.835164835164835,5.06666666666667,1.0,1.0,1.0,0.7686640773201171,0.226666666666667,0.07142857142857142
flume-1.5.1(1.5.0).csv,0.9934065934065932,0.9736842105263158,0.986666666666667,0.980132450331126,0.999087719298246,0.830709830709831,4.90701754385965,0.976210861176052,0.994636424507067,1.0,0.788270329854827,0.28,0.07142857142857142
"flume-1.6.0(1.5.2,1.5.1).csv",0.950549450549451,0.8082191780821919,0.819444444444444,0.8137931034482759,0.967460736052508,0.836841124976718,5.12899543378995,0.785308411961749,0.863184021734736,1.0,0.777053990335266,0.319444444444444,0.07142857142857142
"flume-1.6.0(1.5.2,1.5.1,1.5.0).csv",0.967032967032967,0.8552631578947372,0.902777777777778,0.878378378378378,0.97956223628692,0.8458157227388,5.48574561403509,0.859746881292827,0.9233190909725848,1.0,0.7892619274160659,0.38888888888888895,0.07142857142857142
flume-1.6.0(1.5.2).csv,0.952380952380952,0.810810810810811,0.833333333333333,0.821917808219178,0.959607946554149,0.837362637362637,5.148648648648651,0.7945389532223481,0.8467124593036941,1.0,0.749277254128135,0.277777777777778,0.07142857142857142
"flume-1.5.2(1.5.1,1.5.0).csv",1.0,1.0,1.0,1.0,1.0,0.835164835164835,5.06666666666667,1.0,1.0,1.0,0.8234719738263171,0.4133333333333329,0.07142857142857142
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0).csv",0.943223443223443,0.7662337662337659,0.819444444444444,0.7919463087248321,0.972061064228786,0.8279009126466751,4.81060606060606,0.7596889556706781,0.881169524050936,1.0,0.7785822088276241,0.375,0.0686427457098284
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6).csv",0.7846153846153849,0.540322580645161,0.7127659574468079,0.614678899082569,0.8329140310523291,0.5539226942212021,1.24176389842141,0.4777790747418951,0.632325045421348,1.0,0.553777948963807,0.340425531914894,0.06860902255639098
"flume-1.5.2(1.5.1,1.5.0,1.4.0).csv",0.997802197802198,0.986842105263158,1.0,0.9933774834437092,1.0,0.8329670329670329,4.98684210526316,0.9920913024286478,1.0,1.0,0.776569287514698,0.213333333333333,0.06769016050244243
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",0.8358974358974358,0.6271186440677969,0.7872340425531921,0.6981132075471701,0.904650661299597,0.6156618156618161,1.6018752253876698,0.594570431464249,0.7644163920523008,1.0,0.601032856856931,0.351063829787234,0.06655844155844155
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6).csv",0.963235294117647,0.92,0.9787234042553192,0.948453608247423,0.994202725316758,0.624360613810742,1.6621276595744698,0.920988227486248,0.985519846424356,1.0,0.75273110682135,0.3297872340425529,0.06623376623376623
"flume-1.5.1(1.5.0,1.4.0).csv",0.989010989010989,0.9375,1.0,0.967741935483871,0.9997368421052628,0.824175824175824,4.6875,0.961854705079832,0.9985868865447808,1.0,0.7732185788815291,0.18666666666666695,0.06574761399787911
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0,1.3.1).csv",0.917582417582418,0.642105263157895,0.8472222222222221,0.7305389221556892,0.971958509142054,0.7946315979102859,3.86929824561404,0.6921222572973511,0.8904137944612489,1.0,0.786040974347677,0.430555555555556,0.06538796861377506
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",0.8461538461538459,0.644067796610169,0.8085106382978721,0.716981132075472,0.9139052616446228,0.625775978407557,1.67219617742517,0.6206715647680601,0.782486552125075,1.0,0.6683463972581271,0.351063829787234,0.06465833945628215
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0).csv",0.871134020618557,0.7011494252873559,0.7176470588235291,0.709302325581395,0.901591923898272,0.687552813925976,2.20054090601758,0.626605169109828,0.813040621170769,1.0,0.576129446141871,0.34117647058823497,0.06459143968871596
