fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
activemq-5.1.0(5.0.0).csv,-7,-2,0,0.0,0.2
activemq-5.2.0(5.1.0).csv,-4,0,2,0.0,0.5
"activemq-5.2.0(5.1.0,5.0.0).csv",0,-21,-16,1.0,0.2
activemq-5.3.0(5.2.0).csv,-3,-6,-12,0.0,0.0
"activemq-5.3.0(5.2.0,5.1.0).csv",-2,1,-27,0.0,0.5
"activemq-5.3.0(5.2.0,5.1.0,5.0.0).csv",-3,-10,-19,0.0,0.0
activemq-5.8.0(5.3.0).csv,-15,0,-1,0.0,0.2
"activemq-5.8.0(5.3.0,5.2.0).csv",-2,-5,-1,0.0,0.2
"activemq-5.8.0(5.3.0,5.2.0,5.1.0).csv",-4,-5,1,0.0,0.2
"activemq-5.8.0(5.3.0,5.2.0,5.1.0,5.0.0).csv",0,-15,0,1.0,0.5
camel-2.9.0(1.4.0).csv,-3,-29,1,0.0,0.2
camel-2.10.0(2.9.0).csv,-5,-10,2,0.0,0.2
"camel-2.10.0(2.9.0,1.4.0).csv",0,-6,-23,1.0,0.2
camel-2.11.0(2.10.0).csv,-19,0,-8,0.0,0.2
"camel-2.11.0(2.10.0,2.9.0).csv",-8,-3,2,0.0,0.2
"camel-2.11.0(2.10.0,2.9.0,1.4.0).csv",-13,-6,-1,0.0,0.0
derby-10.3.1.4(10.2.1.6).csv,0,-15,1,1.0,0.5
derby-10.5.1.1(10.3.1.4).csv,-5,-7,-2,0.0,0.0
"derby-10.5.1.1(10.3.1.4,10.2.1.6).csv",0,-1,-25,1.0,0.5
groovy-1.6.BETA1(1.5.7).csv,-22,-14,-11,0.0,0.0
groovy-1.6.BETA2(1.6.BETA1).csv,-6,-11,-47,0.0,0.0
"groovy-1.6.BETA2(1.6.BETA1,1.5.7).csv",-23,-15,-1,0.0,0.0
hbase-0.95.0(0.94.0).csv,-3,-3,0,0.0,0.2
hbase-0.95.2(0.95.0).csv,-39,-24,-41,0.0,0.0
"hbase-0.95.2(0.95.0,0.94.0).csv",-5,-15,-10,0.0,0.0
hive-0.10.0(0.9.0).csv,-11,-14,-7,0.0,0.0
hive-0.12.0(0.10.0).csv,-18,-60,-28,0.0,0.0
"hive-0.12.0(0.10.0,0.9.0).csv",-36,-5,-38,0.0,0.0
jruby-1.4.0(1.1.0).csv,-15,-32,0,0.0,0.2
jruby-1.5.0(1.4.0).csv,-3,-15,-58,0.0,0.0
"jruby-1.5.0(1.4.0,1.1.0).csv",-36,-13,1,0.0,0.2
jruby-1.7.0.preview1(1.5.0).csv,-46,-1,-2,0.0,0.2
"jruby-1.7.0.preview1(1.5.0,1.4.0).csv",-8,-1,-46,0.0,0.2
"jruby-1.7.0.preview1(1.5.0,1.4.0,1.1.0).csv",-25,-15,-4,0.0,0.0
lucene-2.9.0(2.3.0).csv,-7,-42,1,0.0,0.2
lucene-3.0.0(2.9.0).csv,-8,-1,-9,0.0,0.2
"lucene-3.0.0(2.9.0,2.3.0).csv",0,-36,-17,1.0,0.2
lucene-3.1.0(3.0.0).csv,-32,-21,-18,0.0,0.0
"lucene-3.1.0(3.0.0,2.9.0).csv",-25,-17,0,0.0,0.2
"lucene-3.1.0(3.0.0,2.9.0,2.3.0).csv",-22,0,-3,0.0,0.2
wicket-1.3.0.beta2(1.3.0.beta1).csv,-17,-15,1,0.0,0.2
wicket-1.5.3.0(1.3.0.beta2).csv,-40,1,-14,0.0,0.2
"wicket-1.5.3.0(1.3.0.beta2,1.3.0.beta1).csv",-11,1,-7,0.0,0.2
