fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap,IL/Ins
jruby-1.5.0(1.4.0).csv,-5,1,-12,0.0,0.2,0.08041237113402062
"jruby-1.7.0.preview1(1.5.0,1.4.0).csv",-5,-58,-39,0.0,0.0,0.07439198855507868
jruby-1.7.0.preview1(1.5.0).csv,-34,-12,-33,0.0,0.0,0.06921029281277728
activemq-5.2.0(5.1.0).csv,-42,-40,-37,0.0,0.0,0.06852791878172589
"activemq-5.3.0(5.2.0,5.1.0).csv",-27,-14,-8,0.0,0.0,0.06758104738154613
activemq-5.3.0(5.2.0).csv,-63,-53,-41,0.0,0.0,0.06666666666666667
"activemq-5.3.0(5.2.0,5.1.0,5.0.0).csv",-1,-32,0,0.0,0.5,0.06447234475738038
"activemq-5.2.0(5.1.0,5.0.0).csv",0,-11,-41,1.0,0.2,0.0633108458744162
"jruby-1.7.0.preview1(1.5.0,1.4.0,1.1.0).csv",-28,-20,2,0.0,0.2,0.059574468085106386
activemq-5.1.0(5.0.0).csv,-62,-16,-40,0.0,0.0,0.05785562632696391
"jruby-1.5.0(1.4.0,1.1.0).csv",-62,-12,-33,0.0,0.0,0.05316007088009451
"activemq-5.8.0(5.3.0,5.2.0,5.1.0,5.0.0).csv",-31,-7,1,0.0,0.2,0.05023604890449098
"activemq-5.8.0(5.3.0,5.2.0,5.1.0).csv",-49,-11,-32,0.0,0.0,0.0479849458993257
"activemq-5.8.0(5.3.0,5.2.0).csv",-64,-8,-33,0.0,0.0,0.03880190605854323
groovy-1.6.BETA2(1.6.BETA1).csv,0,-29,-35,1.0,0.2,0.03414634146341464
"groovy-1.6.BETA2(1.6.BETA1,1.5.7).csv",-6,-39,-3,0.0,0.0,0.02982233502538071
derby-10.5.1.1(10.3.1.4).csv,-10,-13,-4,0.0,0.0,0.025385312783318223
groovy-1.6.BETA1(1.5.7).csv,-20,-40,-43,0.0,0.0,0.02513227513227513
"derby-10.5.1.1(10.3.1.4,10.2.1.6).csv",-1,-30,-3,0.0,0.2,0.023506836171743824
lucene-3.1.0(3.0.0).csv,-15,-16,0,0.0,0.2,0.02180451127819549
derby-10.3.1.4(10.2.1.6).csv,-1,-1,2,0.0,1.0,0.021395822720326033
"lucene-3.1.0(3.0.0,2.9.0).csv",-39,-12,-13,0.0,0.0,0.01895910780669145
"lucene-3.1.0(3.0.0,2.9.0,2.3.0).csv",-27,1,-2,0.0,0.2,0.018894932722588034
lucene-2.9.0(2.3.0).csv,-4,-46,-13,0.0,0.0,0.0186799501867995
hive-0.12.0(0.10.0).csv,-9,-4,-12,0.0,0.0,0.017881705639614855
camel-2.11.0(2.10.0).csv,-22,-55,-61,0.0,0.0,0.017766497461928935
"lucene-3.0.0(2.9.0,2.3.0).csv",-20,-45,-24,0.0,0.0,0.017105871474803514
jruby-1.4.0(1.1.0).csv,-23,-8,-28,0.0,0.0,0.016597510373443983
lucene-3.0.0(2.9.0).csv,0,-33,1,1.0,0.5,0.016176470588235296
"camel-2.11.0(2.10.0,2.9.0).csv",-1,-33,-25,0.0,0.2,0.01616674460551807
"camel-2.11.0(2.10.0,2.9.0,1.4.0).csv",-44,-8,-46,0.0,0.0,0.014873725109276347
activemq-5.8.0(5.3.0).csv,-9,-48,-56,0.0,0.0,0.014786649767638362
"hive-0.12.0(0.10.0,0.9.0).csv",-16,-18,-55,0.0,0.0,0.0144248106743599
camel-2.10.0(2.9.0).csv,-38,-49,-32,0.0,0.0,0.014388489208633094
"camel-2.10.0(2.9.0,1.4.0).csv",0,-10,0,1.0,0.5,0.012220670391061452
hive-0.10.0(0.9.0).csv,-1,-7,-2,0.0,0.2,0.01061410159211524
hbase-0.95.2(0.95.0).csv,-43,-32,-1,0.0,0.0,0.010539367637941723
"hbase-0.95.2(0.95.0,0.94.0).csv",-52,-56,-24,0.0,0.0,0.006390977443609023
camel-2.9.0(1.4.0).csv,-1,-28,-4,0.0,0.2,0.001996007984031936
