fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
zeppelin-0.5.5(0.5.0).csv,-22,-27,-35,0.0,0.0
zeppelin-0.5.6(0.5.5).csv,-1,-2,2,0.0,0.5
"zeppelin-0.5.6(0.5.5,0.5.0).csv",-12,1,0,0.0,0.5
zeppelin-0.6.0(0.5.6).csv,-1,1,-4,0.0,0.5
"zeppelin-0.6.0(0.5.6,0.5.5).csv",-3,1,1,0.0,0.5
"zeppelin-0.6.0(0.5.6,0.5.5,0.5.0).csv",-2,-5,2,0.0,0.5
zeppelin-0.6.1(0.6.0).csv,0,0,-13,1.0,0.5
"zeppelin-0.6.1(0.6.0,0.5.6).csv",-1,-39,-1,0.0,0.2
"zeppelin-0.6.1(0.6.0,0.5.6,0.5.5).csv",-1,-38,2,0.0,0.5
"zeppelin-0.6.1(0.6.0,0.5.6,0.5.5,0.5.0).csv",-15,-7,-14,0.0,0.0
zeppelin-0.6.2(0.6.1).csv,-7,-8,-1,0.0,0.0
"zeppelin-0.6.2(0.6.1,0.6.0).csv",-2,1,-18,0.0,0.5
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6).csv",-4,1,1,0.0,0.5
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6,0.5.5).csv",-4,-2,1,0.0,0.2
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",-21,-4,-1,0.0,0.0
zeppelin-0.7.0(0.6.2).csv,-9,1,0,0.0,0.5
"zeppelin-0.7.0(0.6.2,0.6.1).csv",-7,1,-8,0.0,0.2
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0).csv",0,-4,-4,1.0,0.2
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6).csv",-2,-23,-33,0.0,0.2
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",-2,1,1,0.0,1.0
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",0,0,-40,1.0,0.5
zeppelin-0.7.1(0.7.0).csv,-20,0,0,0.0,0.5
"zeppelin-0.7.1(0.7.0,0.6.2).csv",-8,1,-3,0.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1).csv",0,-40,-2,1.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0).csv",-4,1,-3,0.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",-4,-6,-3,0.0,0.0
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",0,-2,-11,1.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",0,-1,-25,1.0,0.5
zeppelin-0.7.2(0.7.1).csv,-2,0,-4,0.0,0.5
"zeppelin-0.7.2(0.7.1,0.7.0).csv",0,-17,-14,1.0,0.2
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2).csv",-2,-15,-11,0.0,0.2
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1).csv",-4,1,0,0.0,0.5
