issueKey,type,createdDateEpoch,resolvedDateEpoch
IGNITE-11054,Bug,2019-01-24 15:28:23,
IGNITE-11055,Improvement,2019-01-24 15:37:17,
IGNITE-11056,Task,2019-01-24 16:52:33,2019-02-26 17:08:31
IGNITE-11057,Task,2019-01-24 17:03:35,
IGNITE-11058,Improvement,2019-01-24 19:39:59,2019-02-22 21:10:57
IGNITE-11059,Improvement,2019-01-24 20:58:06,2019-02-28 16:18:20
IGNITE-11060,Task,2019-01-24 21:19:51,
IGNITE-11061,Bug,2019-01-24 21:32:21,2019-01-24 22:38:21
IGNITE-11062,Bug,2019-01-24 21:53:09,
IGNITE-11063,Test,2019-01-24 21:55:37,
IGNITE-11064,Improvement,2019-01-24 21:57:15,
IGNITE-11065,Improvement,2019-01-24 22:05:11,
IGNITE-11066,Improvement,2019-01-24 22:50:22,
IGNITE-11067,Test,2019-01-24 23:00:09,2019-01-24 23:31:17
IGNITE-11068,Task,2019-01-24 23:25:34,
IGNITE-11069,Task,2019-01-25 00:59:12,
IGNITE-11070,Task,2019-01-25 10:22:34,2019-01-30 19:44:52
IGNITE-11071,Improvement,2019-01-25 15:27:31,2019-01-28 17:42:02
IGNITE-11072,Improvement,2019-01-25 15:33:01,2019-01-29 18:28:29
IGNITE-11073,Sub-task,2019-01-25 15:47:28,
IGNITE-11074,Improvement,2019-01-25 15:49:12,
IGNITE-11075,Sub-task,2019-01-25 15:53:36,
IGNITE-11076,Task,2019-01-25 17:02:31,
IGNITE-11077,Task,2019-01-25 18:12:01,
IGNITE-11078,Test,2019-01-25 18:17:20,2019-02-20 21:04:01
IGNITE-11079,Bug,2019-01-25 18:19:14,2019-03-13 18:03:16
IGNITE-11080,Test,2019-01-25 19:03:08,
IGNITE-11081,Test,2019-01-25 19:32:51,
IGNITE-11082,Bug,2019-01-25 19:46:37,
IGNITE-11083,Task,2019-01-25 20:17:39,2019-01-28 16:28:45
IGNITE-11084,Task,2019-01-25 20:18:43,2019-01-30 17:16:09
IGNITE-11085,Test,2019-01-25 20:41:14,2019-03-01 19:36:26
IGNITE-11086,Bug,2019-01-25 20:42:16,2019-03-27 23:27:19
IGNITE-11087,Bug,2019-01-25 20:57:24,
IGNITE-11088,Bug,2019-01-25 21:03:26,2019-03-15 20:55:27
IGNITE-11089,Improvement,2019-01-25 21:06:21,
IGNITE-11090,Test,2019-01-25 21:08:46,
IGNITE-11091,Bug,2019-01-25 21:41:24,
IGNITE-11092,Improvement,2019-01-25 23:24:48,
IGNITE-11093,Improvement,2019-01-26 01:41:55,
IGNITE-11094,Improvement,2019-01-26 02:21:27,2019-09-23 21:18:37
IGNITE-11095,Bug,2019-01-26 05:56:59,2019-01-26 19:35:45
IGNITE-11096,Bug,2019-01-26 10:01:23,2019-02-26 00:18:35
IGNITE-11097,Bug,2019-01-28 15:25:45,2019-01-30 11:27:52
IGNITE-11098,Improvement,2019-01-28 16:19:01,2019-02-18 14:20:10
IGNITE-11099,Task,2019-01-28 16:54:12,
IGNITE-11100,Bug,2019-01-28 17:08:14,2019-02-09 02:22:39
IGNITE-11101,Bug,2019-01-28 17:20:29,2019-01-31 07:52:08
IGNITE-11102,Bug,2019-01-28 17:31:49,
IGNITE-11103,Bug,2019-01-28 18:09:20,2019-04-25 23:51:36
IGNITE-11104,Improvement,2019-01-28 19:19:21,2019-02-05 19:30:30
IGNITE-11105,Task,2019-01-28 19:29:50,2019-02-03 21:06:30
IGNITE-11106,Bug,2019-01-28 19:46:01,2019-01-29 17:29:48
IGNITE-11107,Bug,2019-01-28 20:06:22,
IGNITE-11108,Bug,2019-01-28 20:29:30,2019-01-29 17:09:15
IGNITE-11109,Test,2019-01-28 20:37:49,2019-01-30 18:12:56
IGNITE-11110,Bug,2019-01-28 20:37:52,
