"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","6.31","3.59","3.36","7.51","4.95","3.05","22.56","5.5","14.98"
"ECLIPSE-2007","4.35","3.87","1.88","3.33","2.79","1.2","39.07","1.92","13.95"
"ECLIPSE-2007","[1.29,8.91]","[0.09,6.14]","[1.54,4.61]","[3.88,9.69]","[1.72,6.56]","[2.15,3.8]","[0,45.12]","[3.64,6.78]","[2.48,24.17]"
"Metrics-Repo-2010","54.63","587.39","35.91","43.38","39.93","29.03","33.62","155.18","88.86"
"Metrics-Repo-2010","91.47","4275.53","64.44","70.41","67.15","40.57","90.62","627.35","221.15"
"Metrics-Repo-2010","[38.09,96.51]","[18.93,3417.32]","[23.82,60.6]","[29.25,69.17]","[28.07,67.03]","[20.9,42.19]","[15.46,69.78]","[64.37,486.83]","[49.63,189.25]"
"JIRA-HA-2019","16.05","20.29","10.52","18.24","13.47","98.21","367.25","146.08","79.52"
"JIRA-HA-2019","23.18","57.1","23.27","22.69","24.49","509.27","1215.29","591.16","168.19"
"JIRA-HA-2019","[10.66,25.74]","[9.29,49.07]","[5.74,20.92]","[12.67,27.11]","[8.03,23.97]","[14.75,422.1]","[107.29,1123.93]","[46.49,634.63]","[42.42,156.74]"
"JIRA-RA-2019","64.21","177.11","26.31","108.35","26.51","28.36","22.25","107.2","198.8"
"JIRA-RA-2019","227.27","942.93","86.11","438.91","69.02","62.56","50.95","274.02","483.14"
"JIRA-RA-2019","[18.03,197.64]","[23.81,955.13]","[9.34,82.12]","[19.32,449.69]","[11.63,58.76]","[14.98,66.24]","[10.19,40.97]","[55.95,282.05]","[93.69,429.81]"
"MA-SZZ-2020","79.76","10.43","6","13.45","10.53","13.52","97.23","191.99","148.49"
"MA-SZZ-2020","653.15","41.02","10.29","19.98","13.83","19.01","389.78","1300.28","327.44"
"MA-SZZ-2020","[25.23,251.92]","[6.83,23.68]","[4.89,7.98]","[11.25,17.51]","[8.9,12.74]","[11.48,16.73]","[62.23,206.26]","[91.76,568.77]","[114.36,215.79]"
"IND-JLMIV+R-2020","13.73","7.19","4.66","14.57","11.14","20.9","166.55","107.5","107.63"
"IND-JLMIV+R-2020","14.05","18.54","5.37","14.53","12.27","49.14","566.41","323.2","171.88"
"IND-JLMIV+R-2020","[12.4,15.68]","[5.64,9.93]","[4.11,5.33]","[13.18,16.52]","[9.94,12.89]","[17.29,31.38]","[116.95,266.06]","[79.94,158.29]","[91.5,133.13]"
