fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
zeppelin-0.5.5(0.5.0).csv,-30,0,-37,0.0,0.2
zeppelin-0.5.6(0.5.5).csv,-3,-7,-30,0.0,0.0
"zeppelin-0.5.6(0.5.5,0.5.0).csv",-30,-22,-9,0.0,0.0
zeppelin-0.6.0(0.5.6).csv,-15,-7,-20,0.0,0.0
"zeppelin-0.6.0(0.5.6,0.5.5).csv",-27,-20,-29,0.0,0.0
"zeppelin-0.6.0(0.5.6,0.5.5,0.5.0).csv",-16,-23,-11,0.0,0.0
zeppelin-0.6.1(0.6.0).csv,-20,-1,2,0.0,0.5
"zeppelin-0.6.1(0.6.0,0.5.6).csv",-18,-4,0,0.0,0.2
"zeppelin-0.6.1(0.6.0,0.5.6,0.5.5).csv",-2,1,-10,0.0,0.5
"zeppelin-0.6.1(0.6.0,0.5.6,0.5.5,0.5.0).csv",-22,-34,-17,0.0,0.0
zeppelin-0.6.2(0.6.1).csv,-1,-25,-19,0.0,0.2
"zeppelin-0.6.2(0.6.1,0.6.0).csv",-3,-11,-2,0.0,0.0
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6).csv",-14,-4,-4,0.0,0.0
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6,0.5.5).csv",-2,-8,1,0.0,0.5
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",-3,-3,-8,0.0,0.0
zeppelin-0.7.0(0.6.2).csv,0,-41,-18,1.0,0.2
"zeppelin-0.7.0(0.6.2,0.6.1).csv",0,-26,-27,1.0,0.2
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0).csv",-7,-16,-28,0.0,0.0
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6).csv",0,-13,-10,1.0,0.2
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",-1,1,-4,0.0,0.5
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",-1,1,-7,0.0,0.5
zeppelin-0.7.1(0.7.0).csv,-18,-27,-41,0.0,0.0
"zeppelin-0.7.1(0.7.0,0.6.2).csv",0,-1,-15,1.0,0.5
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1).csv",0,-15,-2,1.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0).csv",0,0,-3,1.0,0.5
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",-2,-7,-9,0.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",-7,-14,1,0.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",-8,-1,-22,0.0,0.2
zeppelin-0.7.2(0.7.1).csv,-14,-39,-29,0.0,0.0
"zeppelin-0.7.2(0.7.1,0.7.0).csv",-29,-37,-5,0.0,0.0
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2).csv",0,-10,0,1.0,0.5
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1).csv",0,-6,-27,1.0,0.2
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0).csv",-4,-9,-21,0.0,0.0
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",-6,0,0,0.0,0.5
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",-6,-4,2,0.0,0.2
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",-17,-9,1,0.0,0.2
zeppelin-0.7.3(0.7.2).csv,-12,-6,-11,0.0,0.0
"zeppelin-0.7.3(0.7.2,0.7.1).csv",-5,-26,-22,0.0,0.0
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0).csv",0,-12,-20,1.0,0.2
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2).csv",-1,1,-2,0.0,0.5
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1).csv",0,-2,-13,1.0,0.2
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0).csv",0,-10,-1,1.0,0.2
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",0,0,-4,1.0,0.5
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",0,-1,-10,1.0,0.5
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",-1,1,-1,0.0,0.5
shiro-1.2.0(1.1.0).csv,0,0,0,1.0,1.0
shiro-1.2.1(1.2.0).csv,-24,-13,-30,0.0,0.0
"shiro-1.2.1(1.2.0,1.1.0).csv",-35,-28,-31,0.0,0.0
shiro-1.2.2(1.2.1).csv,-35,-19,-4,0.0,0.0
"shiro-1.2.2(1.2.1,1.2.0).csv",-12,-2,-7,0.0,0.0
"shiro-1.2.2(1.2.1,1.2.0,1.1.0).csv",0,-37,-38,1.0,0.2
shiro-1.2.3(1.2.2).csv,-8,-16,-16,0.0,0.0
"shiro-1.2.3(1.2.2,1.2.1).csv",-18,-37,-10,0.0,0.0
"shiro-1.2.3(1.2.2,1.2.1,1.2.0).csv",-6,-1,-14,0.0,0.2
"shiro-1.2.3(1.2.2,1.2.1,1.2.0,1.1.0).csv",-16,0,-38,0.0,0.2
shiro-1.2.4(1.2.3).csv,-34,-19,-10,0.0,0.0
"shiro-1.2.4(1.2.3,1.2.2).csv",0,-26,-26,1.0,0.2
"shiro-1.2.4(1.2.3,1.2.2,1.2.1).csv",-27,-14,-2,0.0,0.0
"shiro-1.2.4(1.2.3,1.2.2,1.2.1,1.2.0).csv",-3,-35,-39,0.0,0.0
"shiro-1.2.4(1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",-10,-2,-35,0.0,0.0
shiro-1.2.5(1.2.4).csv,-29,-31,-25,0.0,0.0
"shiro-1.2.5(1.2.4,1.2.3).csv",0,-17,-24,1.0,0.2
"shiro-1.2.5(1.2.4,1.2.3,1.2.2).csv",-3,-3,2,0.0,0.2
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1).csv",-3,-11,-33,0.0,0.0
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-1,1,-5,0.0,0.5
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0,-1,-7,1.0,0.5
shiro-1.2.6(1.2.5).csv,-29,-31,-25,0.0,0.0
"shiro-1.2.6(1.2.5,1.2.4).csv",0,-18,-29,1.0,0.2
"shiro-1.2.6(1.2.5,1.2.4,1.2.3).csv",0,-21,-24,1.0,0.2
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2).csv",-2,-34,-3,0.0,0.2
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",-26,-11,-33,0.0,0.0
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-1,1,-2,0.0,0.5
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0,-14,-2,1.0,0.2
shiro-1.3.0(1.2.6).csv,-29,-31,-25,0.0,0.0
"shiro-1.3.0(1.2.6,1.2.5).csv",0,-18,-10,1.0,0.2
"shiro-1.3.0(1.2.6,1.2.5,1.2.4).csv",-24,1,-9,0.0,0.2
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3).csv",-43,-5,-2,0.0,0.0
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2).csv",-20,-3,-10,0.0,0.0
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",0,-29,-32,1.0,0.2
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-1,1,-1,0.0,0.5
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",-2,0,-41,0.0,0.5
shiro-1.3.1(1.3.0).csv,0,0,-34,1.0,0.5
"shiro-1.3.1(1.3.0,1.2.6).csv",0,0,-3,1.0,0.5
"shiro-1.3.1(1.3.0,1.2.6,1.2.5).csv",0,-20,-6,1.0,0.2
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4).csv",-24,-36,-12,0.0,0.0
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3).csv",-24,-6,-38,0.0,0.0
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2).csv",-41,0,-3,0.0,0.2
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",-1,-19,-28,0.0,0.2
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-1,-18,0,0.0,0.5
