Dataset,c,20%SLOC,10%,20%,30%
ECLIPSE-2007,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
Metrics-Repo-2010,0.631578947368421,0.7017543859649122,0.7543859649122807,0.7719298245614035,0.8070175438596491
JIRA-HA-2019,0.8974358974358975,0.8205128205128205,0.8974358974358975,0.9230769230769231,0.8974358974358975
JIRA-RA-2019,0.8809523809523809,0.8095238095238095,0.9523809523809523,0.9285714285714286,0.8333333333333334
MA-SZZ-2020,0.1951219512195122,0.5560975609756098,0.43414634146341463,0.25365853658536586,0.1902439024390244
IND-JLMIV+R-2020,0.30743243243243246,0.34121621621621623,0.23986486486486486,0.11148648648648649,0.07094594594594594
