"name_id","AvgWMC","CCMax","CDE","CIE","NTM","SDMC","WMC","AvgSLOC","NA.","NAIMP","NCM","NIM","NLM","NM","NMIMP","NMNpub","Nmpub","NumPara","loc","stms","AID","CLD","DIT","DP","DPA","DPD","NMA","NMI","NMO","NOA","NOC","NOD","NOP","PII","SIX","SP","SPA","SPD","CBO","DAC","DACquote","ICP","IHICP","MPC","MPCNew","NIHICP","RFC","bug"
"examples\kotlin\src\test\java\org\apache\beam\examples\MinimalWordCountTestKotlin.java",1,1,3.66449777920046,5.56180555315555,2,0,7,14,1,1,0,2,2,2,2,1,1,0,32,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,1,1,17,0,11,55,17,65,0
"examples\java\src\main\java\org\apache\beam\examples\WindowedWordCount.java",1.5,2,5.47728450321181,5.42498076700979,1,0.5,3,13.5,1,1,2,0,2,2,2,0,2,3,77,42,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,32,0,16,65,32,178,0
"examples\java\src\test\java\org\apache\beam\examples\WindowedWordCountIT.java",1.5,5,5.88612607749905,5.92678704376429,7,1.3228756555323,12,10.125,5,5,1,7,8,8,8,4,4,1,139,84,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,23,4,4,25,0,11,60,25,206,0
"examples\java\src\main\java\org\apache\beam\examples\WordCount.java",1,1,5.2899275838059,4.47232173124503,2,0,2,6.5,0,0,2,0,2,2,2,0,2,2,58,33,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,0,9,42,15,152,0
"examples\java\src\test\java\org\apache\beam\examples\WordCountIT.java",1,1,3.54659356429494,4.65507267426651,2,0,2,9,2,2,1,1,2,2,2,0,2,0,26,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,2,1,12,0,5,27,12,162,0
"examples\kotlin\src\test\java\org\apache\beam\examples\WordCountITKotlin.java",1,1,3.54659356429494,4.65507267426651,2,0,2,9,2,2,1,1,2,2,2,0,2,0,26,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,2,1,10,0,4,23,10,100,0
"examples\java\src\test\java\org\apache\beam\examples\WordCountTest.java",1,1,3.9462227768166,4.67398778809123,2,0,2,7.5,4,4,0,2,2,2,2,0,2,0,28,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,4,3,28,0,15,37,28,135,0
"examples\java\src\main\java\org\apache\beam\examples\common\ExampleUtils.java",2.76470588235294,6,5.22125027162526,6.72386704155957,4,1.39450230483879,54,16,7,7,4,13,17,17,17,12,5,24,281,145,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,19,5,5,16,0,10,27,16,29,0
"examples\java\src\main\java\org\apache\beam\examples\common\WriteOneFilePerWindow.java",1.5,2,5.21012373541437,4.20914148934848,1,0.5,3,8,4,3,0,2,2,16,2,0,2,3,58,26,1,0,1,0,0,0,2,14,0,1,0,0,1,0.111111111111111,0,1,1,0,7,3,3,15,0,8,20,15,69,0
"examples\java\src\main\java\org\apache\beam\examples\complete\AutoComplete.java",3.5,6,6.45290708380664,6.28560170424596,1,2.5,7,35,0,0,2,0,2,2,2,0,2,2,337,180,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,31,0,0,62,0,33,133,62,236,0
"examples\java\src\test\java\org\apache\beam\examples\complete\AutoCompleteIT.java",1,1,3.70043971814109,3.95298067051891,2,0,2,6.5,2,2,1,1,2,2,2,0,2,0,21,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2,2,6,0,3,52,6,239,0
"examples\java\src\test\java\org\apache\beam\examples\complete\AutoCompleteTest.java",1.16666666666667,2,4.35655833541667,4.93123141931085,5,0.372677996249965,8,13.3333333333333,2,2,2,4,6,6,6,1,5,2,88,32,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,1,1,115,0,44,106,115,137,0
"examples\java\src\main\java\org\apache\beam\examples\complete\StreamingWordExtract.java",1,1,4.85493691695496,5.11202986664851,1,0,1,28,0,0,1,0,1,1,1,0,1,1,66,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,34,0,18,94,34,198,0
"examples\java\src\main\java\org\apache\beam\examples\complete\TfIdf.java",2.66666666666667,6,5.97440873737347,5.45624963278794,2,2.35702260395516,8,16.6666666666667,0,0,3,0,3,3,3,0,3,3,235,117,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,28,0,15,99,28,187,0
"examples\java\src\test\java\org\apache\beam\examples\complete\TfIdfIT.java",1,1,3.85216872360328,4.64315555134426,2,0,2,9.5,3,3,1,1,2,2,2,0,2,0,28,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,3,2,13,0,5,32,13,196,0
"examples\java\src\test\java\org\apache\beam\examples\complete\TfIdfTest.java",1,1,2.94770277922009,4.46685782323887,1,0,1,14,1,1,0,1,1,1,1,0,1,0,18,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1,1,27,0,13,32,27,135,0
"examples\java\src\main\java\org\apache\beam\examples\complete\TopWikipediaSessions.java",1,1,5.90598797807558,4.47464337386707,2,0,2,6.5,1,1,2,0,2,2,2,0,2,2,120,56,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,1,1,16,0,10,44,16,157,0
"examples\java\src\test\java\org\apache\beam\examples\complete\TopWikipediaSessionsIT.java",1,1,3.66449777920046,4.65507267426651,2,0,2,9.5,2,2,1,1,2,2,2,0,2,0,28,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,2,1,12,0,5,28,12,167,0
"examples\java\src\test\java\org\apache\beam\examples\complete\TopWikipediaSessionsTest.java",1,1,3.12192809488736,3.39312717344832,1,0,1,25,1,1,0,1,1,1,1,0,1,0,30,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,1,5,0,3,6,5,110,0
"examples\java\src\main\java\org\apache\beam\examples\complete\TrafficMaxLaneFlow.java",1.5,2,6.22881008569013,5.5462376152596,2,0.5,6,10,2,2,4,0,4,4,4,2,2,6,237,141,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,38,0,19,124,38,212,0
"examples\java\src\test\java\org\apache\beam\examples\complete\TrafficMaxLaneFlowIT.java",1.66666666666667,3,4.50258340716107,5.57890095873737,2,0.942809041582063,5,12,7,7,0,3,3,3,3,0,3,1,48,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,6,3,30,0,13,118,30,224,0
"examples\java\src\main\java\org\apache\beam\examples\complete\TrafficRoutes.java",1.25,2,6.47742672520029,5.53337297222569,6,0.433012701892219,10,6.5,3,3,8,0,8,8,8,6,2,9,241,154,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,19,1,1,38,0,19,110,38,216,0
"examples\java\src\test\java\org\apache\beam\examples\complete\TrafficRoutesIT.java",1.66666666666667,3,4.50258340716107,5.57890095873737,2,0.942809041582063,5,12,7,7,0,3,3,3,3,0,3,1,48,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,6,3,30,0,13,111,30,224,0
"examples\java\src\main\java\org\apache\beam\examples\complete\game\GameStats.java",1,1,5.68594910780503,6.14531235630691,3,0,11,36.6666666666667,3,0,3,0,3,7,3,2,1,1,180,62,3,0,3,3,3,0,2,4,1,3,0,0,1,0.566666666666667,0.428571428571429,0,0,0,35,0,0,87,0,39,141,87,232,0
"examples\java\src\test\java\org\apache\beam\examples\complete\game\GameStatsTest.java",1,1,3.30584968044036,4.55954563450997,2,0,2,4.5,3,3,0,2,2,2,2,0,2,0,34,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,3,2,12,0,6,15,12,164,0
"examples\java\src\main\java\org\apache\beam\examples\complete\game\HourlyTeamScore.java",1,1,4.5479764393853,5.73667160901655,2,0,8,19.5,1,1,2,0,2,2,2,1,1,1,64,24,1,2,1,5,2,3,0,0,2,1,1,3,1,0.666666666666667,1,0,0,0,18,1,1,26,0,13,59,26,170,0
"examples\java\src\test\java\org\apache\beam\examples\complete\game\HourlyTeamScoreTest.java",1,1,3.84853567064867,5.28129521062209,2,0,4,10,4,4,0,2,2,2,2,0,2,0,55,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,4,4,25,0,13,30,25,185,0
"examples\java\src\main\java\org\apache\beam\examples\complete\game\LeaderBoard.java",1,1,5.4949988061068,5.59062596196087,4,0,12,20.75,3,2,4,0,4,5,4,3,1,1,161,57,2,1,2,4,2,2,3,1,1,2,2,2,1,0.666666666666667,0.4,0,0,0,20,2,1,44,0,18,77,44,194,0
"examples\java\src\test\java\org\apache\beam\examples\complete\game\LeaderBoardTest.java",1,1,4.70054825548179,5.4900059279857,8,0,9,26.125,4,4,0,8,8,8,8,1,7,3,240,71,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,21,4,3,259,0,121,426,259,201,0
"examples\java\src\main\java\org\apache\beam\examples\complete\game\StatefulTeamScore.java",1,1,5.17310813084011,5.68609144169874,2,0,6,21,3,0,2,0,2,6,2,1,1,1,73,31,3,0,3,3,3,0,1,4,1,3,0,0,1,0.525,0.5,0,0,0,22,0,0,38,0,18,74,38,198,0
"examples\java\src\test\java\org\apache\beam\examples\complete\game\StatefulTeamScoreTest.java",1,1,4.30017192065322,5.3745330228033,4,0,4,18,2,2,0,4,4,4,4,1,3,3,97,39,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,2,2,114,0,56,154,114,155,0
"examples\java\src\main\java\org\apache\beam\examples\complete\game\UserScore.java",1,1,5.86000205782278,5.05614851010548,2,0,4,8.5,0,0,2,0,2,2,2,1,1,1,121,74,0,3,0,5,0,5,2,0,0,0,1,4,0,0,0,0,0,0,12,0,0,19,0,10,47,19,158,0
"examples\java\src\test\java\org\apache\beam\examples\complete\game\UserScoreTest.java",1,1,4.32085204945205,4.97497929699933,4,0,5,9,8,8,0,4,4,4,4,0,4,0,95,29,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,8,3,62,0,32,80,62,136,0
"examples\java\src\main\java\org\apache\beam\examples\complete\game\injector\Injector.java",3,10,5.35420866855532,6.16419036687639,3,2.66666666666667,29,18.5555555555556,21,21,9,0,9,9,9,6,3,15,283,169,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,7,4,24,0,16,46,24,23,0
"examples\java\src\main\java\org\apache\beam\examples\complete\game\injector\InjectorUtils.java",2,3,3.73644050169615,5.40260391963643,2,1,8,10,1,1,4,0,4,4,4,0,4,7,43,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,2,2,6,0
"examples\java\src\main\java\org\apache\beam\examples\complete\game\injector\RetryHttpInitializerWrapper.java",1,1,3.70346518960165,4.52796825262783,3,0,6,8.66666666666667,4,4,0,3,3,3,3,0,3,4,33,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0
"examples\java\src\main\java\org\apache\beam\examples\complete\game\utils\GameConstants.java",0,0,3.58496250072116,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"examples\java\src\main\java\org\apache\beam\examples\complete\game\utils\WriteToBigQuery.java",1.2,2,5.10510387919003,5.36329731608785,4,0.4,6,7.8,5,4,1,4,5,19,5,1,4,8,76,51,1,1,1,0,0,0,5,14,0,1,1,1,1,0.138888888888889,0,2,1,1,10,4,2,18,0,10,25,18,80,0
"examples\java\src\main\java\org\apache\beam\examples\complete\game\utils\WriteToText.java",1.33333333333333,2,6.14038657792243,4.22253275235715,2,0.471404520791032,4,6.33333333333333,5,4,0,3,3,17,3,0,3,4,95,48,1,0,1,0,0,0,3,14,0,1,0,0,1,0.125,0,1,1,0,7,3,3,14,0,7,17,14,56,0
"examples\java\src\main\java\org\apache\beam\examples\complete\game\utils\WriteWindowedToBigQuery.java",1,1,4.805645006353,4.76226739065149,2,0,2,7.5,5,0,0,2,2,21,2,0,2,5,30,15,2,0,2,0,0,0,2,19,0,2,0,0,1,0.148148148148148,0,2,2,0,9,0,0,27,10,12,44,17,82,0
"examples\java\src\main\java\org\apache\beam\examples\cookbook\BigQueryTornadoes.java",1.5,2,5.45665205968714,5.53861416067988,1,0.5,3,21,1,1,2,0,2,2,2,0,2,2,90,42,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,1,1,35,0,20,67,35,181,0
"examples\java\src\test\java\org\apache\beam\examples\cookbook\BigQueryTornadoesIT.java",1,1,3.88418371977919,4.39170614330355,4,0,4,7.25,1,1,1,3,4,4,4,1,3,1,37,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,1,1,13,0,5,65,13,194,0
"examples\java\src\test\java\org\apache\beam\examples\cookbook\BigQueryTornadoesTest.java",1,1,3.27761343681912,4.62017746695232,4,0,4,8,1,1,0,4,4,4,4,0,4,0,43,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,1,1,50,0,25,57,50,129,0
"examples\java\src\main\java\org\apache\beam\examples\cookbook\CombinePerKeyExamples.java",1,1,5.46081515499,5.19189923289648,1,0,1,17,2,2,1,0,1,1,1,0,1,1,82,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,1,22,0,13,53,22,175,0
"examples\java\src\test\java\org\apache\beam\examples\cookbook\CombinePerKeyExamplesTest.java",1,1,3.81225310272195,4.36091538661899,2,0,2,7.5,14,14,0,2,2,2,2,0,2,0,44,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,14,2,8,0,4,12,8,10,0
"examples\java\src\main\java\org\apache\beam\examples\cookbook\DistinctExample.java",1,1,4.36353035822385,4.40576458465545,1,0,1,8,0,0,1,0,1,1,1,0,1,1,30,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,0,9,42,14,143,0
"examples\java\src\test\java\org\apache\beam\examples\cookbook\DistinctExampleTest.java",1,1,3.23592635062903,4.4137160683816,2,0,2,7,1,1,0,2,2,2,2,0,2,0,21,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,1,1,28,0,16,38,28,117,0
"examples\java\src\main\java\org\apache\beam\examples\cookbook\FilterExamples.java",1,1,5.59244744598312,5.2301105719315,2,0,2,11.5,3,3,2,0,2,2,2,1,1,1,117,63,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,2,2,26,0,15,58,26,187,0
"examples\java\src\test\java\org\apache\beam\examples\cookbook\FilterExamplesTest.java",1,1,2.84193944653019,4.40101764523326,2,0,2,6,7,7,0,2,2,2,2,0,2,0,46,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,7,2,26,0,13,34,26,124,0
"examples\java\src\main\java\org\apache\beam\examples\cookbook\JoinExamples.java",1,1,4.46525846076481,5.40960060137273,2,0,2,27.5,2,2,2,0,2,2,2,0,2,3,86,49,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,2,1,50,0,27,89,50,198,0
"examples\java\src\test\java\org\apache\beam\examples\cookbook\JoinExamplesTest.java",1,1,4.40104944039979,4.68914285991032,3,0,3,6.33333333333333,13,13,0,3,3,3,3,0,3,0,68,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,13,4,38,0,17,67,38,153,0
"examples\java\src\main\java\org\apache\beam\examples\cookbook\MaxPerKeyExamples.java",1,1,5.34157833808851,5.19189923289648,1,0,1,17,1,1,1,0,1,1,1,0,1,1,59,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,1,22,0,13,53,22,175,0
"examples\java\src\test\java\org\apache\beam\examples\cookbook\MaxPerKeyExamplesTest.java",1,1,4.09814346306721,4.61166338028599,2,0,2,6,12,12,0,2,2,2,2,0,2,0,51,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,12,4,20,0,10,28,20,122,0
"examples\java\src\main\java\org\apache\beam\examples\cookbook\TriggerExample.java",1.5,2,6.35788740249057,5.52797483601364,2,0.5,6,12.75,4,4,4,0,4,4,4,3,1,6,226,111,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,3,1,37,0,19,96,37,210,0
"examples\java\src\test\java\org\apache\beam\examples\cookbook\TriggerExampleTest.java",1.33333333333333,2,4.2373641353542,5.56333833983117,2,0.471404520791032,4,10,5,5,1,2,3,3,3,0,3,1,97,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,5,4,31,0,16,41,31,137,0
"examples\java\src\main\java\org\apache\beam\examples\snippets\Snippets.java",1.57142857142857,3,5.22260877842439,6.89776806462964,5,0.903507902905251,21,51.1428571428571,1,1,7,0,7,7,7,0,7,13,409,137,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,43,1,1,196,0,107,297,196,296,0
"examples\java\src\test\java\org\apache\beam\examples\snippets\SnippetsTest.java",2,2,3.25162916738782,5.24786415921019,0,0,4,37,1,1,0,2,2,2,2,0,2,0,79,38,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,1,1,112,0,44,208,112,276,0
"examples\java\src\main\java\org\apache\beam\examples\subprocess\ExampleEchoPipeline.java",1.33333333333333,2,5.13507916071202,4.72547357704197,2,0.471404520791032,4,7.66666666666667,1,1,3,0,3,3,3,2,1,1,56,39,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,1,1,26,0,12,55,26,158,0
"examples\java\src\test\java\org\apache\beam\examples\subprocess\ExampleEchoPipelineTest.java",1.25,2,5.39195722310405,6.0995788410532,3,0.433012701892219,5,15.75,2,2,2,2,4,4,4,3,1,0,98,60,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,2,2,29,0,13,66,29,198,0
"examples\java\src\main\java\org\apache\beam\examples\subprocess\configuration\SubProcessConfiguration.java",1,1,3.97230640587713,3.87192809488736,10,0,10,3,5,5,0,10,10,10,10,0,10,5,37,26,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,10,0
"examples\java\src\main\java\org\apache\beam\examples\subprocess\kernel\SubProcessCommandLineArgs.java",1,1,3.82166386308364,3.44643934467102,3,0,3,3,1,1,0,3,3,3,3,0,3,3,34,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,3,3,4,0
"examples\java\src\main\java\org\apache\beam\examples\subprocess\kernel\SubProcessIOFiles.java",1.75,4,4.34332084156519,4.97115691161085,6,1.29903810567666,14,6.625,8,8,0,8,8,8,8,0,8,5,64,42,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,8,3,8,0,2,32,8,25,0
"examples\java\src\main\java\org\apache\beam\examples\subprocess\kernel\SubProcessKernel.java",2.58333333333333,5,4.53267821128554,5.82645406889542,2,1.11492401335497,31,15.4166666666667,4,4,2,10,12,12,12,9,3,29,191,114,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,3,3,51,0,21,122,51,35,0
"examples\java\src\main\java\org\apache\beam\examples\subprocess\utils\CallingSubProcessUtils.java",2.2,3,4.24825330889882,4.55972576311732,1,0.748331477354788,11,7.6,4,4,4,1,5,5,5,3,2,7,55,37,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,0,4,41,10,29,0
"examples\java\src\main\java\org\apache\beam\examples\subprocess\utils\ExecutableFile.java",1.28571428571429,3,3.64243464946481,3.84268281556171,6,0.699854212223765,9,4.57142857142857,4,4,0,7,7,7,7,2,5,6,38,25,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,2,8,0,4,10,8,14,0
"examples\java\src\main\java\org\apache\beam\examples\subprocess\utils\FileUtils.java",2.28571428571429,3,4.43641466931546,5.72666145933074,2,0.880630571852711,16,13.1428571428571,1,1,7,0,7,7,7,0,7,14,95,55,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,1,1,24,0,15,30,24,23,0
"sdks\java\harness\src\main\java\org\apache\beam\fn\harness\AssignWindowsRunner.java",1,1,5.07676549692772,4.33922967862074,3,0,3,9,1,1,1,2,3,3,3,1,2,3,54,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,1,1,10,0,5,12,10,11,0
"sdks\java\harness\src\test\java\org\apache\beam\fn\harness\AssignWindowsRunnerTest.java",1,1,4.92456654906268,6.11537094821999,6,0,6,43,2,2,0,6,6,6,6,0,6,0,284,76,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,2,2,125,0,48,346,125,78,0
"sdks\java\harness\src\main\java\org\apache\beam\fn\harness\BeamFnDataReadRunner.java",1.33333333333333,2,5.80906997138383,5.34272485039018,2,0.471404520791032,4,14.3333333333333,8,8,0,3,3,3,3,0,3,7,107,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,5,5,14,0,6,23,14,15,0
"sdks\java\harness\src\test\java\org\apache\beam\fn\harness\BeamFnDataReadRunnerTest.java",1.5,3,5.70002870339505,6.48449186317861,3,0.866025403784439,10,35.75,12,12,0,4,4,4,4,0,4,0,180,89,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,10,6,74,0,35,111,74,123,0
"sdks\java\harness\src\main\java\org\apache\beam\fn\harness\BeamFnDataWriteRunner.java",1.25,2,5.82144058988123,5.32565153207969,3,0.433012701892219,5,9.75,7,7,0,4,4,4,4,0,4,7,100,41,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,5,5,14,0,6,23,14,16,0
"sdks\java\harness\src\test\java\org\apache\beam\fn\harness\BeamFnDataWriteRunnerTest.java",1.5,3,5.73083236560725,6.3245801201578,3,0.866025403784439,6,30.25,10,10,0,4,4,4,4,0,4,0,175,87,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,9,5,73,0,34,94,73,123,0
"sdks\java\harness\src\main\java\org\apache\beam\fn\harness\BoundedSourceRunner.java",2.5,4,5.74390971425844,5.37793027651661,2,1.5,10,11.5,3,3,0,4,4,4,4,0,4,5,94,48,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,2,2,18,0,10,26,18,20,0
"sdks\java\harness\src\test\java\org\apache\beam\fn\harness\BoundedSourceRunnerTest.java",1.4,3,2.93395457804817,6.01110044264363,4,0.8,7,22.4,1,1,0,5,5,5,5,0,5,0,120,48,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,1,1,99,0,46,207,99,130,0
"sdks\java\harness\src\main\java\org\apache\beam\fn\harness\CombineRunners.java",1,1,6.29463095921543,4.78996807019053,3,0,6,10.3333333333333,0,0,3,0,3,3,3,0,3,6,146,56,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,3,27,12,5,0
"sdks\java\harness\src\test\java\org\apache\beam\fn\harness\CombineRunnersTest.java",1.4,3,4.43091573957248,5.93053095403082,4,0.8,8,42,5,5,0,5,5,5,5,0,5,0,245,110,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,23,5,3,261,0,116,378,261,243,0
"sdks\java\harness\src\main\java\org\apache\beam\fn\harness\DoFnPTransformRunnerFactory.java",1.5,3,6.80976528926543,5.78917101201647,1,1.5,4,28.5,0,0,0,2,2,2,2,0,2,14,210,93,0,1,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,2,16,0,0,31,0,7,150,31,132,0
"sdks\java\harness\src\main\java\org\apache\beam\fn\harness\FlattenRunner.java",0,0,5.41456449233755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
