Dataset,c,20%SLOC,10%,20%,30%
JIRA-HA-2019,0.14403812069037655,0.24539589116166605,0.1830172123240365,0.13098287332256534,0.09207170759989196
JIRA-RA-2019,0.10962127402299829,0.2810674907293279,0.17331852144683937,0.11639848637998526,0.07721003702997706
MA-SZZ-2020,0.39497769080110356,0.36458889505190567,0.33717393962556,0.29331876108130933,0.16688563459254926
Metrics-Repo-2010,0.3918465852952798,0.591035836673669,0.5379355031797902,0.43922799143267605,0.37553170225553395
JIRA-HA-2019,0.2701790840769359,0.39727486724808186,0.29326332688801215,0.19342138115684787,0.12708307070313177
JIRA-RA-2019,0.1970366264398894,0.39696060490425045,0.29954441212822186,0.17559862107871832,0.12718549846286098
MA-SZZ-2020,0.4057514213411775,0.6824321404086202,0.559492696286391,0.3812728651804289,0.32528389822950216
Metrics-Repo-2010,0.060084563478972876,0.12215348753810293,0.07093526562509359,0.049130251522445004,0.04274665546312393
JIRA-HA-2019,0.01523770325278791,0.30557937292445303,0.016296532928002292,0.008604859572251046,0.00719520274553986
JIRA-RA-2019,0.011867255311854804,0.4025718338736754,0.034994378781980466,0.005683060231722943,0.005042906113985684
MA-SZZ-2020,0.05596772362156926,0.12303497542818426,0.028051965161055722,0.02711984223251711,0.01908919540142939
Metrics-Repo-2010,0.11167143428374393,0.2293441689948698,0.11781095996758059,0.10820831888136348,0.061514302258299514
JIRA-HA-2019,0.21271236086743717,0.2461132002591236,0.1340390478570403,0.10004565612981473,0.08417370350248224
JIRA-RA-2019,0.11985294223500664,0.11604341807389622,0.041777589103967505,0.045549615361269676,0.029625421478265038
MA-SZZ-2020,0.22959066834355138,0.22868969741723622,0.15276628456786093,0.1165251891616595,0.08543816232451434
Metrics-Repo-2010,0.4592843725646312,0.5885224466290644,0.4596392912057934,0.37379935328976827,0.30348686050711005
JIRA-HA-2019,0.16896521276963422,0.08844849553765276,0.08404776559500175,0.06555710227660895,0.05249048207211193
JIRA-RA-2019,0.09450400943408867,0.04418434189217721,0.033552150878989884,0.026416605863883717,0.02264253263826718
MA-SZZ-2020,0.42898486045136663,0.3052185129539606,0.35244355016982704,0.24703569794862076,0.14979427984089985
Metrics-Repo-2010,0.03779102824763869,0.09940432542734334,0.11075887684938579,0.07654289264825466,0.05402883912095198
JIRA-HA-2019,0.026628686089832723,0.38025114623624284,0.06746679994041671,0.012605726126625801,0.011477424329670478
JIRA-RA-2019,0.03010444377952031,0.45738212406475265,0.10549813705920207,0.0229407577421938,0.010356308869693258
MA-SZZ-2020,0.04598330828884003,0.1738417921462199,0.05033198434015438,0.03613775096723019,0.019370087210087743
Metrics-Repo-2010,0.09406543683650839,0.12042917231860262,0.1563173432972827,0.08173556804448802,0.06929908518945456
JIRA-HA-2019,0.1149312156497076,0.18543166298059618,0.07510539154270887,0.05123169651889229,0.04330133556818399
JIRA-RA-2019,0.11926873586459308,0.26284955720723796,0.062106689622825124,0.038674733633311024,0.02767983201159419
MA-SZZ-2020,0.09413285143321833,0.20230306669451403,0.17358566123327876,0.10514404970115454,0.05828666116771538
Metrics-Repo-2010,0.10898264001478306,0.25595818840434253,0.15358102191265605,0.13166458803853376,0.10291740641969922
JIRA-HA-2019,0.17299545202503752,0.17631349461503873,0.11635980701261917,0.10765497204515904,0.09765392017584006
JIRA-RA-2019,0.15924037914800238,0.3119452978398857,0.14116148360183245,0.11879193390027282,0.08387044319325958
MA-SZZ-2020,0.2878659204509083,0.3777014979970947,0.3737467223544228,0.30468581662876054,0.19580522824038402
Metrics-Repo-2010,0.12982645386764735,0.22622276185889204,0.1538333219852523,0.13544123137182545,0.12071546162951277
JIRA-HA-2019,0.06845523108317766,0.06370569674781294,0.05829762269956404,0.04484391993371263,0.038224889821654125
JIRA-RA-2019,0.08627487008439717,0.08766039346251032,0.051510562398302796,0.036192126437614894,0.027886776983987973
MA-SZZ-2020,0.11883313310956566,0.1427623977564169,0.11950896904021906,0.08147280083294119,0.036224171131224864
Metrics-Repo-2010,0.11188627866838943,0.15717384409061588,0.09997864799072781,0.09427983430240773,0.09198258433278636
JIRA-HA-2019,0.26342710098487,0.3049673211841432,0.16596610206077222,0.11971946093796684,0.09127618853305837
JIRA-RA-2019,0.08104447175469123,0.10083222410875842,0.06178617351892045,0.05442944606209413,0.023568413891969394
MA-SZZ-2020,0.30382314784888315,0.2286535568450462,0.14114741374752257,0.11803437619193051,0.07495780078837054
Metrics-Repo-2010,0.4734625016233306,0.47181429450459605,0.47606122319924166,0.379204457364578,0.32850265160317815
JIRA-HA-2019,0.2940730457978899,0.15733547484829413,0.10686350521194166,0.09124682688355862,0.05951441162963556
JIRA-RA-2019,0.030835065766024995,0.053647053949345505,0.03124269474942514,0.03512103954485116,0.020916442463138892
MA-SZZ-2020,0.40433673469387743,0.1736013915897866,0.19833803846354056,0.14366322635838968,0.12553978635170102
Metrics-Repo-2010,0.12858149523497195,0.26633445731778504,0.1484653356711923,0.15004900979784255,0.11676157729558959
JIRA-HA-2019,0.06163878099147847,0.19437671483594654,0.09146480243519792,0.06810643862676725,0.05106398680614408
JIRA-RA-2019,0.05523670818524809,0.16052132739393507,0.10693906806147958,0.06358390122856099,0.04680179383795376
MA-SZZ-2020,0.0720049484280688,0.2143991660706777,0.16825606776005264,0.10578369863444519,0.08671363047215941
Metrics-Repo-2010,0.1325795009416923,0.1957195107645529,0.16537999322953073,0.14101653625600127,0.11480122048917449
JIRA-HA-2019,0.06692928028280513,0.1815429860622507,0.09685926688137204,0.06296019667936714,0.04748142619698118
JIRA-RA-2019,0.047786266844818855,0.14787318369474095,0.08638135458367538,0.06289481046342342,0.036294767774701996
MA-SZZ-2020,0.11437181457751557,0.21538475194829207,0.1666507536122833,0.10423262584995215,0.11692426454654742
Metrics-Repo-2010,0.09695734969674373,0.17409964326783067,0.14812148795987468,0.09328170612250096,0.08232735441997022
JIRA-HA-2019,0.10730189354905109,0.19856329019634,0.14525754708476538,0.11245413364469822,0.0849000950774464
JIRA-RA-2019,0.10591073837390738,0.199101127163982,0.11499608038948589,0.10571045957299012,0.08055502755660496
MA-SZZ-2020,0.3292924516662511,0.5749610331841715,0.36786383044153853,0.32762687473817625,0.24569182817110768
