Dataset,c,20%SLOC,10%,20%,30%
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.43859649122807015,0.543859649122807,0.49122807017543857,0.6140350877192983,0.6666666666666666
JIRA-HA-2019,0.5897435897435898,0.6153846153846154,0.7948717948717948,0.7435897435897436,0.717948717948718
JIRA-RA-2019,0.6428571428571429,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.6190476190476191
MA-SZZ-2020,0.01951219512195122,0.5073170731707317,0.424390243902439,0.0975609756097561,0.05365853658536585
IND-JLMIV+R-2020,0.12837837837837837,0.19932432432432431,0.057432432432432436,0.0033783783783783786,0.010135135135135136
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.6491228070175439,0.7368421052631579,0.7543859649122807,0.8070175438596491,0.7894736842105263
JIRA-HA-2019,0.8717948717948718,0.7692307692307693,0.9230769230769231,0.8205128205128205,0.8461538461538461
JIRA-RA-2019,0.7857142857142857,0.8095238095238095,0.8809523809523809,0.9047619047619048,0.8809523809523809
MA-SZZ-2020,0.08780487804878048,0.5170731707317073,0.43902439024390244,0.16585365853658537,0.08780487804878048
IND-JLMIV+R-2020,0.19256756756756757,0.26013513513513514,0.11486486486486487,0.057432432432432436,0.04054054054054054
ECLIPSE-2007,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
Metrics-Repo-2010,0.631578947368421,0.7017543859649122,0.7543859649122807,0.7719298245614035,0.8070175438596491
JIRA-HA-2019,0.8974358974358975,0.8205128205128205,0.8974358974358975,0.9230769230769231,0.8974358974358975
JIRA-RA-2019,0.8809523809523809,0.8095238095238095,0.9523809523809523,0.9285714285714286,0.8333333333333334
MA-SZZ-2020,0.1951219512195122,0.5560975609756098,0.43414634146341463,0.25365853658536586,0.1902439024390244
IND-JLMIV+R-2020,0.30743243243243246,0.34121621621621623,0.23986486486486486,0.11148648648648649,0.07094594594594594
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.7368421052631579,0.8421052631578947,0.8596491228070176,0.7894736842105263,0.8070175438596491
JIRA-HA-2019,0.9743589743589743,0.9487179487179487,1.0,0.9487179487179487,0.8717948717948718
JIRA-RA-2019,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.8809523809523809
MA-SZZ-2020,0.04878048780487805,0.7121951219512195,0.5365853658536586,0.1902439024390244,0.08292682926829269
IND-JLMIV+R-2020,0.19932432432432431,0.4864864864864865,0.25,0.10135135135135136,0.05405405405405406
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.8070175438596491,0.9122807017543859,0.8421052631578947,0.8421052631578947,0.9122807017543859
JIRA-HA-2019,0.9487179487179487,0.9487179487179487,1.0,0.9487179487179487,0.8717948717948718
JIRA-RA-2019,0.9761904761904762,1.0,1.0,1.0,0.9285714285714286
MA-SZZ-2020,0.09268292682926829,0.7268292682926829,0.5658536585365853,0.2731707317073171,0.11219512195121951
IND-JLMIV+R-2020,0.24324324324324326,0.5675675675675675,0.35135135135135137,0.14527027027027026,0.08108108108108109
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.8947368421052632,0.8947368421052632,0.9122807017543859,0.8947368421052632,0.8771929824561403
JIRA-HA-2019,1.0,1.0,1.0,1.0,0.9743589743589743
JIRA-RA-2019,0.9761904761904762,0.9761904761904762,1.0,0.9285714285714286,0.9523809523809523
MA-SZZ-2020,0.624390243902439,0.7365853658536585,0.7365853658536585,0.6390243902439025,0.5707317073170731
IND-JLMIV+R-2020,0.35135135135135137,0.6452702702702703,0.46283783783783783,0.22972972972972974,0.12162162162162163
