"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","10.21","2.06","0.99","2.82","4.85","5.05","204.72","1.42","1.36"
"ECLIPSE-2007","6.41","1.21","0.86","2.51","2.8","2.5","195.61","0.53","1.39"
"ECLIPSE-2007","[2.98,14.28]","[0.78,2.86]","[0.36,1.53]","[0.99,4.39]","[2.3,6.7]","[2.21,6.62]","[73.83,323.31]","[0.86,1.77]","[0.06,2.28]"
"Metrics-Repo-2010","79.21","20.13","31.36","37.42","37.12","22.33","130.72","42.34","70.46"
"Metrics-Repo-2010","284","32.83","130.77","130.84","133.39","23.71","381.28","187.27","373.38"
"Metrics-Repo-2010","[27.3,240.43]","[13.63,31.9]","[12.49,107.41]","[18.89,112.93]","[18.48,128.82]","[17.17,29.96]","[59.36,280.29]","[16.02,141.05]","[19.04,317.44]"
"JIRA-HA-2019","10.81","3.48","2.96","13.79","8.83","13.31","61.22","6.23","5.61"
"JIRA-HA-2019","12.29","3.48","3.16","13.68","10.81","13.84","192.58","7.66","6.15"
"JIRA-HA-2019","[7.44,15.93]","[2.61,4.96]","[2.15,4.23]","[10.37,18.96]","[6.08,12.6]","[9.77,18.77]","[24.94,176.65]","[4.47,9.81]","[4.15,8]"
"JIRA-RA-2019","11.2","3.16","3.45","12.8","8.43","11.97","159.11","6.86","7.11"
"JIRA-RA-2019","9.18","2.38","3.8","10.42","7.97","13.95","458.57","7.28","13.64"
"JIRA-RA-2019","[9.17,14.87]","[2.53,3.98]","[2.49,4.85]","[10.17,16.18]","[6.31,11.53]","[9.2,19.48]","[78.35,423.08]","[5.21,9.97]","[4.57,16.06]"
"MA-SZZ-2020","4.99","0.67","1.15","7.35","3.75","3.24","18.95","14.53","69.88"
"MA-SZZ-2020","7.26","0.91","1.21","10.38","4.97","4.86","85.06","39.98","407.06"
"MA-SZZ-2020","[4.16,6.15]","[0.56,0.81]","[1,1.34]","[6.13,8.94]","[3.16,4.62]","[2.63,4.06]","[10.73,38.64]","[10.52,22.94]","[36.58,184.25]"
"IND-JLMIV+R-2020","12.63","3.18","2.43","15.3","9.4","18.58","360.84","8.85","10.58"
"IND-JLMIV+R-2020","14.94","4.58","3.39","17.51","10.59","28.68","2919.97","8.44","14.17"
"IND-JLMIV+R-2020","[11.16,14.44]","[2.71,3.73]","[2.1,2.93]","[13.69,17.85]","[8.39,10.84]","[15.93,23.58]","[173.7,969.6]","[7.94,9.88]","[9.12,12.39]"
