"name_id","AvgWMC","CCMax","CDE","CIE","NTM","SDMC","WMC","AvgSLOC","NA.","NAIMP","NCM","NIM","NLM","NM","NMIMP","NMNpub","Nmpub","NumPara","loc","stms","AID","CLD","DIT","DP","DPA","DPD","NMA","NMI","NMO","NOA","NOC","NOD","NOP","PII","SIX","SP","SPA","SPD","CBO","DAC","DACquote","ICP","IHICP","NIHICP","bug"
"spark\src\main\java\org\apache\zeppelin\spark\ZeppelinContext.java",1.825,11,5.12815342619392,6.47660705883469,26,1.81504132184366,73,7.5,8,8,1,39,40,40,40,1,39,71,310,205,1,0,1,0,0,0,40,0,0,1,0,0,1,0.16260162601626,0,0,0,0,9,7,7,113,0,113,0
"spark\src\main\java\org\apache\zeppelin\spark\dep\Booter.java",1.66666666666667,3,2.8073549220576,4.32042337495367,2,0.942809041582063,5,7.33333333333333,0,0,3,0,3,3,3,0,3,2,24,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"spark\src\main\java\org\apache\zeppelin\spark\dep\Dependency.java",1.22222222222222,2,3.64696666827365,4.01467362738357,7,0.415739709641549,11,4.22222222222222,3,3,0,9,9,9,9,0,9,3,44,31,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"spark\src\main\java\org\apache\zeppelin\spark\dep\DependencyContext.java",1.875,6,4.677401802988,5.85108788486807,5,1.61535599791501,15,8.75,8,8,0,8,8,8,8,1,7,4,82,59,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,8,4,19,0,19,0
"spark\src\main\java\org\apache\zeppelin\spark\dep\DependencyResolver.java",3.21428571428571,8,5.3405530737197,6.92145825419841,3,2.17710723630402,45,16.4285714285714,9,9,2,12,14,14,14,6,8,26,251,178,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,9,9,4,0,4,0
"spark\src\main\java\org\apache\zeppelin\spark\dep\Repository.java",1,1,2.70869496956284,2.77218546051167,6,0,6,3.33333333333333,3,3,0,6,6,6,6,0,6,2,25,18,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"spark\src\main\java\org\apache\zeppelin\spark\dep\RepositoryListener.java",1,1,3.44246050810239,3.42092090063236,18,0,18,2.94444444444444,1,1,0,18,18,18,18,0,18,17,73,37,1,0,1,0,0,0,18,0,0,1,0,0,1,0.157894736842105,0,0,0,0,0,1,1,0,0,0,0
"spark\src\main\java\org\apache\zeppelin\spark\dep\RepositorySystemFactory.java",1,1,3.88017992267574,3.34144607116552,1,0,1,7,0,0,1,0,1,1,1,0,1,0,24,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"spark\src\main\java\org\apache\zeppelin\spark\dep\TransferListener.java",2,5,4.66489440108416,5.62913338785203,5,1.34164078649987,20,7.7,4,4,0,10,10,10,10,4,6,11,88,64,1,0,1,0,0,0,10,0,0,1,0,0,1,0.151515151515152,0,0,0,0,0,3,3,0,0,0,0
"spark\src\test\java\org\apache\zeppelin\spark\DepInterpreterTest.java",2,5,4.12192809488736,5.35382196376814,3,1.73205080756888,8,9.5,4,4,0,4,4,4,4,1,3,1,47,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,4,4,33,0,33,0
"spark\src\test\java\org\apache\zeppelin\spark\SparkInterpreterTest.java",1.9,5,4.1852301329094,5.6799117727752,5,1.22065556157337,19,8.4,3,3,1,9,10,10,10,1,9,1,97,68,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,3,3,74,0,74,0
"spark\src\test\java\org\apache\zeppelin\spark\SparkSqlInterpreterTest.java",2,3,4.15239127762987,4.4994225396598,2,0.816496580927726,12,14.6666666666667,4,4,0,6,6,6,6,0,6,0,99,61,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,4,4,108,0,108,0
"spark\src\test\java\org\apache\zeppelin\spark\dep\DependencyResolverTest.java",1,1,1.58496250072116,3.0087646845732,1,0,1,22,0,0,0,1,1,1,1,0,1,0,25,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,18,0
"tajo\src\main\java\org\apache\zeppelin\tajo\TajoInterpreter.java",2,8,5.13676586946538,5.73586448163343,8,2.04494943258218,22,9.63636363636364,11,6,0,11,11,27,11,1,10,12,131,77,1,1,1,7,6,1,5,16,6,1,1,1,1,0.285353535353535,0.222222222222222,2,2,0,7,6,5,17,4,13,0
"tajo\src\test\java\org\apache\zeppelin\tajo\TajoInterpreterTest.java",1.33333333333333,2,2.94770277922009,4.4955582663411,2,0.471404520791032,4,7,0,0,0,3,3,3,3,0,3,1,25,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,15,0
"tajo\src\test\java\org\apache\zeppelin\tajo\TesterConnection.java",1.08474576271186,3,5.27390100635255,5.51290252054343,55,0.333859586501563,64,3.77966101694915,10,10,0,59,59,59,59,2,57,54,289,156,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,2,6,5,4,0,4,0
"tajo\src\test\java\org\apache\zeppelin\tajo\TesterDatabaseMetaData.java",1,1,4.69511575149061,5.18008724912624,176,0,176,3.1875,0,0,0,176,176,176,176,0,176,95,739,353,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0
"tajo\src\test\java\org\apache\zeppelin\tajo\TesterResultSet.java",1.04615384615385,3,5.25826663377828,5.45239577326903,189,0.273482905148173,204,3.68205128205128,7,7,0,195,195,195,195,1,194,278,922,496,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0
"tajo\src\test\java\org\apache\zeppelin\tajo\TesterResultSetMetaData.java",1,1,3.74729166992799,4.0420664861022,24,0,24,3.16666666666667,1,1,0,24,24,24,24,0,24,22,102,54,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"tajo\src\test\java\org\apache\zeppelin\tajo\TesterStatement.java",1.21276595744681,6,4.7995888672241,5.23504702434167,42,0.797233787029583,57,4.38297872340426,14,14,0,47,47,47,47,1,46,31,266,157,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,2,3,3,10,0,10,0
"tajo\src\test\java\org\apache\zeppelin\tajo\TesterTajoInterpreter.java",1,1,2.75,2.75,2,0,2,3.5,11,0,0,2,2,27,2,0,2,1,10,5,2,0,2,1,1,0,1,25,1,2,0,0,1,0.457264957264957,0.0740740740740741,0,0,0,1,0,0,2,2,0,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\display\AngularObject.java",1.33333333333333,3,4.41227031521432,5.17725558941435,9,0.623609564462324,16,6.16666666666667,4,4,0,12,12,12,12,1,11,10,82,53,0,1,0,0,0,0,12,0,0,0,1,1,0,0,0,1,0,1,3,3,3,4,0,4,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\display\AngularObjectRegistry.java",1.2,2,4.06115259743797,4.51641041631576,8,0.4,12,5.9,4,4,0,10,10,10,10,2,8,11,65,43,0,1,0,1,0,1,10,0,0,0,1,1,0,0,0,0,0,0,3,2,2,4,0,4,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\display\AngularObjectWatcher.java",0.666666666666667,1,2.7527152789797,2.68401728082985,3,0.471404520791032,2,2.33333333333333,1,1,0,3,3,3,3,0,3,6,10,7,0,1,0,4,0,4,3,0,0,0,4,4,0,0,0,4,0,4,1,1,1,0,0,0,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\display\GUI.java",1.22222222222222,2,3.85029981096937,4.05251181279592,7,0.415739709641549,11,4,2,2,0,9,9,9,9,0,9,8,40,28,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,2,1,7,0,7,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\display\Input.java",2.53846153846154,23,4.34324146984714,6.06658165891742,19,4.56770241209339,66,11.8846153846154,6,6,11,15,26,26,26,4,22,38,339,256,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,4,2,6,0,6,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\ClassloaderInterpreter.java",1.84210526315789,2,4.73077009306644,4.27985288880595,3,0.364642275277658,35,10.7368421052632,7,2,0,19,19,41,19,0,19,28,227,140,1,0,1,0,0,0,19,22,0,1,0,0,1,0.158333333333333,0,15,15,0,6,2,2,28,28,0,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\Interpreter.java",1,4,5.15047381560583,5.50185242395855,19,1.04446593573419,22,3.54545454545455,5,5,4,18,22,22,22,0,22,21,125,87,0,2,0,122,0,122,22,0,0,0,18,20,0,0,0,36,0,36,8,5,5,12,0,12,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\InterpreterContext.java",1,1,4.07610317099672,4.16449777920046,8,0,8,4.625,7,7,0,8,8,8,8,0,8,7,46,30,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,7,5,0,0,0,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\InterpreterContextRunner.java",1.2,3,3.27280432733462,3.30245643889288,4,0.979795897113271,6,4.8,2,2,0,5,5,5,5,0,5,3,30,18,0,1,0,3,0,3,5,0,0,0,3,3,0,0,0,0,0,0,0,2,1,0,0,0,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\InterpreterException.java",1,1,2.40563906222957,2.25,2,0,2,3,0,0,0,2,2,2,2,0,2,2,8,5,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\InterpreterGroup.java",1.88888888888889,4,3.68872187554087,4.90980869743496,5,1.19670329047433,17,7.88888888888889,2,2,1,8,9,9,9,1,8,4,75,54,1,0,1,0,0,0,9,0,0,1,0,0,1,0.15,0,0,0,0,2,2,2,1,0,1,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\InterpreterProperty.java",1,1,2.5917932260775,2.45134643324939,5,0,5,3.6,2,2,0,5,5,5,5,0,5,4,22,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\InterpreterPropertyBuilder.java",1,1,3.10869496956284,3.30055909239095,2,0,2,3.5,1,1,0,2,2,2,2,0,2,3,10,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\InterpreterResult.java",1.77777777777778,5,3.97936705241913,3.91673412061345,7,1.47405546238018,16,6.55555555555556,3,3,0,9,9,9,9,2,7,9,78,50,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,0,2,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\InterpreterUtils.java",3,3,2.32192809488736,2.95281953111478,0,0,3,9,0,0,1,0,1,1,1,0,1,1,11,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\LazyOpenInterpreter.java",1.15789473684211,3,4.66206933441396,4.69417062251606,17,0.488085183973458,22,4.05263157894737,7,2,0,19,19,25,19,0,19,11,100,55,1,0,1,16,16,0,3,6,16,1,0,0,1,0.367424242424242,0.64,0,0,0,5,1,1,28,28,0,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\remote\ClientFactory.java",1.5,2,3.86230087635729,4.46070893005574,2,0.5,6,7.25,3,3,0,4,4,4,4,0,4,5,37,24,1,0,1,0,0,0,4,0,0,1,0,0,1,0.133333333333333,0,0,0,0,3,2,2,0,0,0,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\remote\InterpreterContextRunnerPool.java",2,4,3.82453340688191,4.22341166002859,2,1.09544511501033,10,8,2,2,0,5,5,5,5,0,5,7,44,29,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,0,7,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\remote\RemoteAngularObject.java",1.33333333333333,2,3.653756708287,3.71419244709324,2,0.471404520791032,4,5,5,1,0,3,3,15,3,0,3,10,19,11,1,0,1,0,0,0,3,12,0,1,0,0,1,0.125,0,1,1,0,2,1,1,14,8,6,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\remote\RemoteAngularObjectRegistry.java",2.33333333333333,4,3.75,4.49982840568479,1,1.24721912892465,7,9.66666666666667,5,1,0,3,3,12,3,2,1,5,33,19,1,0,1,1,1,0,2,9,1,1,0,0,1,0.477777777777778,0.0833333333333333,0,0,0,8,1,1,13,5,8,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\remote\RemoteInterpreter.java",2.41176470588235,7,5.19187589336513,6.15329840085551,8,1.68239407600883,41,14.6470588235294,15,10,0,17,17,35,17,4,13,36,272,160,1,0,1,4,4,0,13,18,4,1,0,0,1,0.382034632034632,0.114285714285714,6,6,0,15,8,5,130,14,116,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\remote\RemoteInterpreterContextRunner.java",1,1,2.72548055699787,2.50325833477565,2,0,2,3,2,0,0,2,2,6,2,0,2,2,9,5,1,0,1,1,1,0,1,4,1,1,0,0,1,0.15,0.166666666666667,0,0,0,1,0,0,5,3,2,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\remote\RemoteInterpreterEventPoller.java",2.83333333333333,11,3.88204510813686,5.37137054804069,4,3.67045259092421,17,12.1666666666667,4,4,0,6,6,6,6,1,5,6,80,55,1,0,1,0,0,0,6,0,0,1,0,0,1,0.142857142857143,0,0,0,0,11,3,3,40,0,40,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\remote\RemoteInterpreterProcess.java",2.13333333333333,7,5.43217636244078,6.12455698703026,10,2.06128331116537,32,10.8666666666667,13,13,0,15,15,15,15,0,15,23,180,123,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,10,9,16,0,16,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\remote\RemoteInterpreterServer.java",1.875,6,5.92056242914079,6.84668962946419,16,1.50865558251931,45,9.70833333333333,9,9,1,23,24,24,24,4,20,36,325,180,1,0,1,0,0,0,24,0,0,1,0,0,1,0.16,0,0,0,0,25,8,8,107,0,107,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\remote\RemoteInterpreterUtils.java",1.5,2,2.8073549220576,3.76140632972184,1,0.5,3,9.5,0,0,2,0,2,2,2,0,2,3,21,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\thrift\RemoteInterpreterContext.java",2.83673469387755,20,6.03670787426449,6.07727596712069,33,4.41401727697677,139,9.16326530612245,16,16,0,49,49,49,49,2,47,33,730,496,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,3,16,4,2,0,2,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\thrift\RemoteInterpreterEvent.java",2.17241379310345,8,6.13373194255782,5.80019396880017,17,1.93103448275862,63,7.06896551724138,8,8,0,29,29,29,29,2,27,21,366,244,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,4,8,5,2,0,2,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\thrift\RemoteInterpreterEventType.java",2,6,3.64160416786859,2.73957226198672,4,2,10,4.4,6,6,1,4,5,5,5,1,4,3,30,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\thrift\RemoteInterpreterResult.java",2.72727272727273,17,6.02480379477396,6.014492571787,29,3.8692472627328,120,8.81818181818182,14,14,0,44,44,44,44,2,42,30,639,433,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,3,14,4,2,0,2,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\interpreter\thrift\RemoteInterpreterService.java",0,0,7.01932445400951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7550,5055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\scheduler\ExecutorFactory.java",1.71428571428571,3,3.66470700551471,3.86928478081117,3,0.699854212223765,12,6,3,3,1,6,7,7,7,0,7,4,47,31,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\scheduler\FIFOScheduler.java",1.71428571428571,4,4.2072117677593,4.84670430651573,4,1.03015750727543,12,12.5714285714286,6,6,0,7,7,7,7,0,7,5,102,67,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,0,2,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\scheduler\Job.java",1.1,4,5.46172758183909,5.74646564757473,27,0.830662386291808,33,4.56666666666667,12,12,0,30,30,30,30,5,25,18,170,123,0,1,0,31,0,31,30,0,0,0,8,8,0,0,0,1,0,1,3,8,4,10,0,10,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\scheduler\JobProgressPoller.java",3.33333333333333,8,3.57661764490867,3.83825300251472,2,3.29983164553722,10,10,5,5,0,3,3,3,3,0,3,4,38,25,1,0,1,0,0,0,3,0,0,1,0,0,1,0.125,0,0,0,0,2,2,2,3,0,3,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\scheduler\ParallelScheduler.java",1.625,4,4.79828505065459,4.66097972656195,5,0.992156741649222,13,8,7,7,0,8,8,8,8,0,8,7,121,82,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,5,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\scheduler\RemoteScheduler.java",2,6,5.79321944759094,4.86991345048782,4,1.58113883008419,16,9.875,9,9,0,8,8,8,8,0,8,9,281,189,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,0,6,0
"zeppelin-interpreter\src\main\java\org\apache\zeppelin\scheduler\SchedulerFactory.java",1.8,4,4.55369236595956,4.81600629789782,4,0.871779788708135,18,8.2,5,5,1,9,10,10,10,0,10,13,91,56,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,5,5,24,0,24,0
"zeppelin-interpreter\src\test\java\org\apache\zeppelin\display\AngularObjectRegistryTest.java",1,1,1.58496250072116,4.13949983529625,1,0,1,30,0,0,0,1,1,1,1,0,1,0,33,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,16,0
"zeppelin-interpreter\src\test\java\org\apache\zeppelin\display\AngularObjectTest.java",1,1,2.25162916738782,4.12304744469817,2,0,2,19,0,0,0,2,2,2,2,0,2,0,42,28,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,21,0
"zeppelin-interpreter\src\test\java\org\apache\zeppelin\display\InputTest.java",1,1,3.12192809488736,2.25162916738782,3,0,3,2,0,0,0,3,3,3,3,0,3,0,11,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"zeppelin-interpreter\src\test\java\org\apache\zeppelin\interpreter\InterpreterTest.java",1,1,2.12808527889139,3.15827310552028,3,0,3,8.33333333333333,0,0,0,3,3,3,3,0,3,0,30,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,21,0
"zeppelin-interpreter\src\test\java\org\apache\zeppelin\interpreter\remote\RemoteAngularObjectTest.java",1,1,4.63152336262968,5.27407864313757,6,0,6,11.5,8,8,0,6,6,6,6,0,6,6,85,58,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,8,6,68,0,68,0
"zeppelin-interpreter\src\test\java\org\apache\zeppelin\interpreter\remote\RemoteInterpreterProcessTest.java",1,1,2.25162916738782,3.77010291595648,2,0,2,15.5,0,0,0,2,2,2,2,0,2,0,35,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,51,0,51,0
"zeppelin-interpreter\src\test\java\org\apache\zeppelin\interpreter\remote\RemoteInterpreterServerTest.java",2.33333333333333,5,3.41829583405449,4.22122668212554,2,1.88561808316413,7,10.6666666666667,0,0,0,3,3,3,3,0,3,0,37,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,12,0
"zeppelin-interpreter\src\test\java\org\apache\zeppelin\interpreter\remote\RemoteInterpreterTest.java",1.6,4,4.13569955274647,6.05140103960958,7,1.01980390271856,16,37.5,2,2,0,10,10,10,10,0,10,0,389,195,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,2,2,256,0,256,0
"zeppelin-interpreter\src\test\java\org\apache\zeppelin\interpreter\remote\RemoteInterpreterUtilsTest.java",1,1,2,2.32192809488736,1,0,1,3,0,0,0,1,1,1,1,0,1,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"zeppelin-interpreter\src\test\java\org\apache\zeppelin\interpreter\remote\mock\MockInterpreterA.java",1.2,2,4.50424785528517,5.18172767886974,8,0.4,12,3.7,6,1,0,10,10,25,10,0,10,8,56,26,1,0,1,7,7,0,3,15,7,1,0,0,1,0.278679653679654,0.28,1,1,0,8,1,1,18,6,12,0
"zeppelin-interpreter\src\test\java\org\apache\zeppelin\interpreter\remote\mock\MockInterpreterAngular.java",1.75,7,4.55224646043517,5.38203472047871,7,1.98431348329844,14,6.375,6,1,0,8,8,24,8,0,8,8,69,37,1,0,1,6,6,0,2,16,6,1,0,0,1,0.202020202020202,0.25,1,1,0,8,1,1,20,2,18,0
"zeppelin-interpreter\src\test\java\org\apache\zeppelin\interpreter\remote\mock\MockInterpreterB.java",1.7,4,4.56128668417679,5.39884589925911,7,1.1,17,5.4,5,0,0,10,10,25,10,0,10,8,72,40,1,0,1,7,7,0,3,15,7,1,0,0,1,0.231060606060606,0.28,1,1,0,10,0,0,11,7,4,0
