fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
ant-1.4(1.3).csv,-1,-2,-2,0.0,0.2
ant-1.5(1.4).csv,0,-16,-7,1.0,0.2
"ant-1.5(1.4,1.3).csv",0,-9,-3,1.0,0.2
ant-1.6(1.5).csv,-1,1,0,0.0,1.0
"ant-1.6(1.5,1.4).csv",-1,-5,0,0.0,0.5
"ant-1.6(1.5,1.4,1.3).csv",0,0,-6,1.0,0.5
ant-1.7(1.6).csv,0,0,-2,1.0,0.5
"ant-1.7(1.6,1.5).csv",0,0,-2,1.0,0.5
"ant-1.7(1.6,1.5,1.4).csv",-1,1,-2,0.0,0.5
"ant-1.7(1.6,1.5,1.4,1.3).csv",0,-1,-4,1.0,0.5
camel-1.2(1.0).csv,-1,1,-12,0.0,0.5
camel-1.4(1.2).csv,0,-3,1,1.0,0.5
"camel-1.4(1.2,1.0).csv",-1,1,0,0.0,1.0
camel-1.6(1.4).csv,-1,1,-10,0.0,0.5
"camel-1.6(1.4,1.2).csv",0,0,0,1.0,1.0
"camel-1.6(1.4,1.2,1.0).csv",0,0,0,1.0,1.0
jedit-4.0(3.2).csv,0,-3,1,1.0,0.5
jedit-4.1(4.0).csv,-1,1,-4,0.0,0.5
"jedit-4.1(4.0,3.2).csv",0,0,-1,1.0,0.5
jedit-4.2(4.1).csv,-1,-1,-3,0.0,0.5
"jedit-4.2(4.1,4.0).csv",0,-5,-15,1.0,0.2
"jedit-4.2(4.1,4.0,3.2).csv",0,-2,-3,1.0,0.2
jedit-4.3(4.2).csv,-7,0,2,0.0,0.5
"jedit-4.3(4.2,4.1).csv",0,0,0,1.0,1.0
"jedit-4.3(4.2,4.1,4.0).csv",-10,1,1,0.0,0.5
"jedit-4.3(4.2,4.1,4.0,3.2).csv",0,0,0,1.0,1.0
log4j-1.1(1.0).csv,0,0,-11,1.0,0.5
log4j-1.2(1.1).csv,0,0,0,1.0,1.0
"log4j-1.2(1.1,1.0).csv",-9,0,-1,0.0,0.2
lucene-2.2(2.0).csv,0,-13,-5,1.0,0.2
lucene-2.4(2.2).csv,0,-6,-9,1.0,0.2
"lucene-2.4(2.2,2.0).csv",0,-13,-10,1.0,0.2
pbeans-2.0(1.0).csv,-1,1,-6,0.0,0.5
poi-2.0(1.5).csv,-2,0,-9,0.0,0.5
poi-2.5(2.0).csv,0,-14,-9,1.0,0.2
"poi-2.5(2.0,1.5).csv",0,-1,-3,1.0,0.5
poi-3.0(2.5).csv,-1,-2,-6,0.0,0.2
"poi-3.0(2.5,2.0).csv",-9,-1,2,0.0,0.5
"poi-3.0(2.5,2.0,1.5).csv",0,-9,-14,1.0,0.2
synapse-1.1(1.0).csv,0,-3,-4,1.0,0.2
synapse-1.2(1.1).csv,0,-1,1,1.0,1.0
"synapse-1.2(1.1,1.0).csv",0,0,0,1.0,1.0
velocity-1.5(1.4).csv,-2,0,-3,0.0,0.5
velocity-1.6(1.5).csv,0,-1,-4,1.0,0.5
"velocity-1.6(1.5,1.4).csv",-1,-11,-4,0.0,0.2
xalan-2.5(2.4).csv,-1,-2,-16,0.0,0.2
xalan-2.6(2.5).csv,-5,1,-1,0.0,0.2
"xalan-2.6(2.5,2.4).csv",0,-2,-4,1.0,0.2
xalan-2.7(2.6).csv,-4,-12,2,0.0,0.2
"xalan-2.7(2.6,2.5).csv",-1,-2,2,0.0,0.5
"xalan-2.7(2.6,2.5,2.4).csv",0,-2,0,1.0,0.5
xerces-1.2(0.init).csv,-1,1,0,0.0,1.0
xerces-1.3(1.2).csv,-2,-7,-11,0.0,0.2
"xerces-1.3(1.2,0.init).csv",-1,-2,2,0.0,0.5
xerces-1.4(1.3).csv,0,-5,-2,1.0,0.2
"xerces-1.4(1.3,1.2).csv",0,-7,-4,1.0,0.2
"xerces-1.4(1.3,1.2,0.init).csv",-1,-1,-5,0.0,0.5
