"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","9.98","2.24","3.28","8.03","6.24","4.49","30.08","1.3","0.48"
"ECLIPSE-2007","1.57","1.14","1.71","3.24","1.7","3.28","52.1","1.09","0.33"
"ECLIPSE-2007","[8.35,11.02]","[1.01,2.99]","[2.14,4.32]","[5.55,10.08]","[4.7,7.36]","[0.81,6.58]","[0,60.16]","[0.64,2.56]","[0.14,0.7]"
"Metrics-Repo-2010","38.06","16.99","22.25","28.41","23.03","21.78","55.64","53.07","82.41"
"Metrics-Repo-2010","62.66","29.92","51.36","51.99","32.72","28.48","211.55","277.84","483.91"
"Metrics-Repo-2010","[26.52,61.46]","[11.24,28.32]","[13.95,47.01]","[20.05,54]","[16.81,35.16]","[15.57,30.16]","[14.59,157.99]","[14.77,234.63]","[16.49,401.53]"
"JIRA-HA-2019","13.29","3.41","5.71","18.61","7.6","8.6","71.63","4.94","3.86"
"JIRA-HA-2019","14.95","3.71","7.85","22.29","7.93","7.45","169.55","4.02","5.79"
"JIRA-HA-2019","[9.25,19.29]","[2.5,5.01]","[3.77,9.66]","[13.32,27.33]","[5.7,10.4]","[6.63,11.5]","[38.55,173.48]","[3.84,6.4]","[2.68,7.53]"
"JIRA-RA-2019","10.1","2.31","3.74","13.18","6.46","7.09","72.13","5.53","2.91"
"JIRA-RA-2019","6.03","2.76","3.29","8.44","4.68","7.68","155.96","6.54","2.7"
"JIRA-RA-2019","[8.26,11.89]","[1.72,3.54]","[2.89,4.87]","[10.69,15.58]","[5.12,7.94]","[5.15,9.79]","[39.23,149.47]","[3.93,8.2]","[2.19,3.89]"
"MA-SZZ-2020","8.6","2.05","4.28","11.37","6.42","8.59","25.38","14.15","7.55"
"MA-SZZ-2020","8.21","1.98","4.76","12.23","5.63","12.74","121.27","27.95","9.91"
"MA-SZZ-2020","[7.61,9.91]","[1.8,2.36]","[3.73,5.11]","[9.89,13.35]","[5.66,7.27]","[7.32,11.03]","[14.45,54.4]","[11.07,18.62]","[6.33,9.11]"
"IND-JLMIV+R-2020","18.03","3.87","9.51","36.14","29.96","22.33","149.99","5.51","5.7"
"IND-JLMIV+R-2020","95.07","11.07","84.69","372.78","360.61","120.46","899.06","6.94","12.7"
"IND-JLMIV+R-2020","[11.98,39.84]","[3.14,6.23]","[4.4,33.81]","[13.79,165.61]","[8.63,114.51]","[14.69,51.5]","[84.81,329.27]","[4.86,6.51]","[4.56,7.74]"
