Dataset,c,20%SLOC,10%,20%,30%
ECLIPSE-2007,0.3333333333333333,0.0,0.6666666666666666,1.0,1.0
Metrics-Repo-2010,0.40350877192982454,0.2982456140350877,0.3684210526315789,0.47368421052631576,0.5263157894736842
JIRA-HA-2019,0.38461538461538464,0.2564102564102564,0.38461538461538464,0.48717948717948717,0.6153846153846154
JIRA-RA-2019,0.475,0.425,0.4,0.575,0.7
MA-SZZ-2020,0.2918918918918919,0.25405405405405407,0.34054054054054056,0.3783783783783784,0.3567567567567568
IND-JLMIV+R-2020,0.8108108108108109,0.668918918918919,0.8108108108108109,0.8581081081081081,0.8851351351351351
ECLIPSE-2007,1.0,0.0,0.3333333333333333,1.0,1.0
Metrics-Repo-2010,0.45614035087719296,0.2631578947368421,0.2631578947368421,0.40350877192982454,0.5087719298245614
JIRA-HA-2019,0.41025641025641024,0.15384615384615385,0.358974358974359,0.41025641025641024,0.5897435897435898
JIRA-RA-2019,0.425,0.325,0.325,0.575,0.625
MA-SZZ-2020,0.22162162162162163,0.02702702702702703,0.15135135135135136,0.21621621621621623,0.35135135135135137
IND-JLMIV+R-2020,0.8614864864864865,0.19932432432432431,0.6486486486486487,0.7567567567567568,0.8581081081081081
ECLIPSE-2007,1.0,0.0,1.0,1.0,1.0
Metrics-Repo-2010,0.5263157894736842,0.2982456140350877,0.21052631578947367,0.5263157894736842,0.5964912280701754
JIRA-HA-2019,0.4358974358974359,0.15384615384615385,0.3333333333333333,0.46153846153846156,0.5128205128205128
JIRA-RA-2019,0.575,0.35,0.375,0.5,0.725
MA-SZZ-2020,0.21621621621621623,0.010810810810810811,0.10810810810810811,0.23243243243243245,0.31351351351351353
IND-JLMIV+R-2020,0.722972972972973,0.17229729729729729,0.6114864864864865,0.7635135135135135,0.7871621621621622
