"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","1.8","2.4","2.2","5.5","0.4","1.7","0","2","1.8"
"ECLIPSE-2007","1","2.6","2.1","5.1","0.4","0.7","0","1.9","1.5"
"ECLIPSE-2007","[0.9,2.5]","[0.9,3.9]","[0.4,3.6]","[1.2,8.8]","[0,0.7]","[0.9,2.1]","[0,0]","[0.6,3.2]","[0,2.7]"
"Metrics-Repo-2010","28.4","10.1","17.2","25.2","18.1","12.6","83.8","126.9","89.7"
"Metrics-Repo-2010","54.1","14.1","38.8","42.9","31.9","15","461","389.2","338.3"
"Metrics-Repo-2010","[16.9,47.4]","[7,14.7]","[10,34.6]","[16.6,40.6]","[12.2,29.9]","[9.5,18.2]","[16.5,334]","[68.3,362.8]","[41.7,314.1]"
"JIRA-HA-2019","14.5","1.7","2.3","10.5","6.3","3.4","29.5","89.8","58.1"
"JIRA-HA-2019","50.3","2.1","3.3","13","9.2","3.7","98.9","465.6","238.7"
"JIRA-HA-2019","[5.5,47.9]","[1.2,2.5]","[1.5,3.8]","[7.4,15.8]","[4.2,10.7]","[2.4,4.8]","[8.5,75.3]","[13.7,462.6]","[17.8,214.4]"
"JIRA-RA-2019","10.2","5","3.5","9.7","7.1","5","41.5","18","66.1"
"JIRA-RA-2019","17.2","19.4","11.7","14.8","13","9.7","81.7","49.3","246.7"
"JIRA-RA-2019","[6.6,17.5]","[1.8,19.2]","[1.4,12.3]","[6.8,17]","[4.4,13.4]","[3.1,10]","[23.3,78.1]","[9,50.3]","[19.2,245.5]"
"MA-SZZ-2020","4.2","1","1.6","5.2","3","2.5","6.4","37.3","67"
"MA-SZZ-2020","8.2","1.4","1.8","6.8","3.9","4","54.3","124.9","173.9"
"MA-SZZ-2020","[3.5,6.2]","[0.8,1.2]","[1.4,1.8]","[4.4,6.3]","[2.6,3.6]","[2.1,3.4]","[1.4,19.2]","[24.2,60.6]","[48.3,101]"
"IND-JLMIV+R-2020","6.8","1","2","9.2","5.6","5.5","14.1","11.4","53.3"
"IND-JLMIV+R-2020","6.6","2","1.9","8.5","6","8","49.2","22.8","117.6"
"IND-JLMIV+R-2020","[5.6,8.3]","[0.8,1.7]","[1.7,2.4]","[7.6,11.1]","[4.6,6.9]","[4.3,7.4]","[7.7,29.3]","[8.1,17.2]","[37,87.2]"
