fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
calcite-1.1.0(1).csv,0,-10,-13,1.0,0.2
calcite-1.2.0(1).csv,-1,-30,-23,0.0,0.2
calcite-1.2.0(2).csv,-13,-18,2,0.0,0.2
calcite-1.3.0(1).csv,-17,-3,1,0.0,0.2
calcite-1.3.0(2).csv,-18,-3,-7,0.0,0.0
calcite-1.3.0(3).csv,-6,-18,2,0.0,0.2
calcite-1.4.0(1).csv,-26,-24,-20,0.0,0.0
calcite-1.4.0(2).csv,-5,-17,0,0.0,0.2
calcite-1.4.0(3).csv,-10,-32,-11,0.0,0.0
calcite-1.4.0(4).csv,-2,-7,-4,0.0,0.2
calcite-1.5.0(1).csv,-42,-40,-4,0.0,0.0
calcite-1.5.0(2).csv,-9,-39,0,0.0,0.2
calcite-1.5.0(3).csv,-26,-8,-38,0.0,0.0
calcite-1.5.0(4).csv,0,-2,-34,1.0,0.2
calcite-1.5.0(5).csv,-9,-35,-28,0.0,0.0
calcite-1.6.0(1).csv,-24,-24,-38,0.0,0.0
calcite-1.6.0(2).csv,-23,-13,-8,0.0,0.0
calcite-1.6.0(3).csv,-12,-24,-7,0.0,0.0
calcite-1.6.0(4).csv,-42,1,-5,0.0,0.2
calcite-1.6.0(5).csv,-29,-36,-2,0.0,0.0
calcite-1.6.0(6).csv,-2,0,-15,0.0,0.5
calcite-1.7.0(1).csv,-22,-1,-30,0.0,0.2
calcite-1.7.0(2).csv,-7,-9,-28,0.0,0.0
calcite-1.7.0(3).csv,-14,-6,-32,0.0,0.0
calcite-1.7.0(4).csv,-43,-30,2,0.0,0.2
calcite-1.7.0(5).csv,-2,-32,-8,0.0,0.2
calcite-1.7.0(6).csv,-6,-33,-3,0.0,0.0
calcite-1.7.0(7).csv,-28,-2,-3,0.0,0.0
calcite-1.8.0(1).csv,-43,-17,-32,0.0,0.0
calcite-1.8.0(2).csv,-34,-12,2,0.0,0.2
calcite-1.8.0(3).csv,-1,-1,-4,0.0,0.5
calcite-1.8.0(4).csv,-16,-12,-8,0.0,0.0
calcite-1.8.0(5).csv,-34,-5,-24,0.0,0.0
calcite-1.8.0(6).csv,-5,-36,-13,0.0,0.0
calcite-1.8.0(7).csv,-34,-28,-6,0.0,0.0
calcite-1.8.0(8).csv,-5,-6,-22,0.0,0.0
calcite-1.9.0(1).csv,-4,0,-3,0.0,0.2
calcite-1.9.0(2).csv,-25,-23,-9,0.0,0.0
calcite-1.9.0(3).csv,-3,-36,-4,0.0,0.0
calcite-1.9.0(4).csv,-19,-34,-4,0.0,0.0
calcite-1.9.0(5).csv,-15,-35,1,0.0,0.2
calcite-1.9.0(6).csv,-2,0,-31,0.0,0.5
calcite-1.9.0(7).csv,-5,0,-27,0.0,0.2
calcite-1.9.0(8).csv,0,-1,1,1.0,1.0
calcite-1.9.0(9).csv,-2,-2,-22,0.0,0.2
calcite-1.10.0(1).csv,-37,-6,0,0.0,0.2
calcite-1.10.0(2).csv,-32,-29,-22,0.0,0.0
calcite-1.10.0(3).csv,-28,-31,-39,0.0,0.0
calcite-1.10.0(4).csv,-39,-11,-20,0.0,0.0
calcite-1.10.0(5).csv,-7,-16,-6,0.0,0.0
calcite-1.10.0(6).csv,-11,-9,-2,0.0,0.0
calcite-1.10.0(7).csv,-25,-10,-14,0.0,0.0
calcite-1.10.0(8).csv,-27,-28,-9,0.0,0.0
calcite-1.10.0(9).csv,-28,-3,0,0.0,0.2
calcite-1.10.0(10).csv,-4,-11,-9,0.0,0.0
calcite-1.11.0(1).csv,-39,-35,0,0.0,0.2
calcite-1.11.0(2).csv,-36,-28,-5,0.0,0.0
calcite-1.11.0(3).csv,-13,-40,-25,0.0,0.0
calcite-1.11.0(4).csv,-2,-33,-5,0.0,0.2
calcite-1.11.0(5).csv,-21,-40,-1,0.0,0.0
calcite-1.11.0(6).csv,-8,-8,-15,0.0,0.0
calcite-1.11.0(7).csv,-7,-5,-6,0.0,0.0
calcite-1.11.0(8).csv,-6,-40,2,0.0,0.2
calcite-1.11.0(9).csv,-1,-12,-30,0.0,0.2
calcite-1.11.0(10).csv,-3,-3,-10,0.0,0.0
calcite-1.11.0(11).csv,-1,-5,-7,0.0,0.2
knox-0.4.0(1).csv,-4,-19,-21,0.0,0.0
knox-0.5.0(1).csv,-8,-18,-25,0.0,0.0
knox-0.5.0(2).csv,-2,0,-34,0.0,0.5
knox-0.6.0(1).csv,0,-2,-25,1.0,0.2
knox-0.6.0(2).csv,0,-4,1,1.0,0.5
knox-0.6.0(3).csv,-4,-22,2,0.0,0.2
knox-0.7.0(1).csv,0,0,-10,1.0,0.5
knox-0.7.0(2).csv,-43,-32,2,0.0,0.2
knox-0.7.0(3).csv,-27,-5,0,0.0,0.2
knox-0.7.0(4).csv,-4,-16,-1,0.0,0.0
knox-0.8.0(1).csv,-20,-9,-24,0.0,0.0
knox-0.8.0(2).csv,-17,-35,-10,0.0,0.0
knox-0.8.0(3).csv,-17,-1,2,0.0,0.5
knox-0.8.0(4).csv,-8,-38,-39,0.0,0.0
knox-0.8.0(5).csv,-27,0,-22,0.0,0.2
kylin-2.0.0(1).csv,0,-27,-1,1.0,0.2
kylin-2.1.0(1).csv,-15,-29,-10,0.0,0.0
kylin-2.1.0(2).csv,-29,0,-6,0.0,0.2
kylin-2.2.0(1).csv,-39,-4,-13,0.0,0.0
kylin-2.2.0(2).csv,-34,-11,-13,0.0,0.0
kylin-2.2.0(3).csv,-37,-3,-10,0.0,0.0
mahout-0.5(1).csv,-18,-5,2,0.0,0.2
manifoldcf-2.5(1).csv,-28,-40,-24,0.0,0.0
manifoldcf-2.6(1).csv,-1,-25,-40,0.0,0.2
manifoldcf-2.6(2).csv,-33,-8,-9,0.0,0.0
manifoldcf-2.7(1).csv,-24,-20,-24,0.0,0.0
manifoldcf-2.7(2).csv,-4,1,0,0.0,0.5
manifoldcf-2.7(3).csv,-6,-14,-33,0.0,0.0
manifoldcf-2.8(1).csv,-17,-18,-26,0.0,0.0
manifoldcf-2.8(2).csv,0,-28,-41,1.0,0.2
manifoldcf-2.8(3).csv,-1,-14,2,0.0,0.5
manifoldcf-2.8(4).csv,-2,-4,-2,0.0,0.2
nutch-1.10(1).csv,-6,-14,-10,0.0,0.0
nutch-1.10(2).csv,-10,-17,-13,0.0,0.0
nutch-1.10(3).csv,-22,-7,-33,0.0,0.0
nutch-2.1(1).csv,-8,-17,-4,0.0,0.0
nutch-2.2(1).csv,-17,-18,-30,0.0,0.0
nutch-2.2(2).csv,-8,0,0,0.0,0.5
