fileName,(c)TP_difference_percent,(c)mean,(c)sd,(c)LL,(c)UL,(20%SLOC)TP_difference_percent,(20%SLOC)mean,(20%SLOC)sd,(20%SLOC)LL,(20%SLOC)UL,(10%)TP_difference_percent,(10%)mean,(10%)sd,(10%)LL,(10%)UL,(20%)TP_difference_percent,(20%)mean,(20%)sd,(20%)LL,(20%)UL,(30%)TP_difference_percent,(30%)mean,(30%)sd,(30%)LL,(30%)UL
systemml-0.12(1).csv,0.1320754716981132,0.1320754716981132,0.3418128057789597,0.05660377358490566,0.22641509433962265,0.4117647058823529,0.4117647058823529,0.5072996561958923,0.17647058823529413,0.5882352941176471,0.20512820512820512,0.20512820512820512,0.4090738692453055,0.07692307692307693,0.3333333333333333,0.1320754716981132,0.1320754716981132,0.3418128057789597,0.05660377358490566,0.22641509433962265,0.14285714285714285,0.14285714285714285,0.3527378107513293,0.06349206349206349,0.2380952380952381
systemml-0.12(2).csv,0.16363636363636366,0.16363636363636366,0.37335497772755016,0.07272727272727272,0.2545454545454545,0.5714285714285714,0.5714285714285714,0.5070925528371101,0.3333333333333333,0.7619047619047619,0.18421052631578946,0.18421052631578946,0.3928594520631916,0.05263157894736842,0.2894736842105263,0.16071428571428573,0.16071428571428573,0.3705909636481472,0.07142857142857142,0.26785714285714285,0.016666666666666666,0.016666666666666666,0.12909944487358058,0.0,0.05
systemml-0.13(1).csv,0.1836734693877551,0.1836734693877551,0.39123039821797584,0.08163265306122447,0.2857142857142857,0.45,0.45,0.5104177855340404,0.2,0.6,0.21621621621621626,0.21621621621621626,0.4173417953838007,0.08108108108108109,0.35135135135135137,0.1836734693877551,0.1836734693877551,0.39123039821797584,0.08163265306122447,0.2857142857142857,0.2,0.2,0.4033755872716886,0.08333333333333333,0.2981446726471112
systemml-0.13(2).csv,0.1509433962264151,0.1509433962264151,0.3614195524432012,0.05660377358490566,0.2452830188679245,0.4705882352941176,0.4705882352941176,0.5144957554275266,0.17647058823529413,0.6470588235294118,0.14285714285714285,0.14285714285714285,0.3550358012483632,0.028571428571428567,0.2571428571428571,0.11320754716981132,0.11320754716981132,0.31987842392976584,0.03773584905660377,0.20056211342456384,0.05084745762711865,0.05084745762711865,0.2215718777717221,0.0,0.11864406779661014
systemml-0.13(3).csv,0.09433962264150944,0.09433962264150944,0.2950978288503027,0.018867924528301886,0.16981132075471694,0.3333333333333333,0.3333333333333333,0.4879500364742666,0.06666666666666668,0.5333333333333333,0.15384615384615385,0.15384615384615385,0.3655177681951957,0.05128205128205128,0.28205128205128205,0.07692307692307693,0.07692307692307693,0.269069117598525,0.019230769230769232,0.15384615384615385,0.07017543859649122,0.07017543859649122,0.2577130964857056,0.009483095740285205,0.12677503015870695
tika-0.9(1).csv,0.20833333333333331,0.20833333333333331,0.4148511169990534,0.04166666666666666,0.3333333333333333,0.75,0.75,0.4629100498862757,0.25,0.875,0.5384615384615384,0.5384615384615384,0.5188745216627708,0.2307692307692308,0.7692307692307693,0.2631578947368421,0.2631578947368421,0.4524139283588641,0.05263157894736842,0.42105263157894735,0.2,0.2,0.4082482904638631,0.04,0.36
tika-0.10(1).csv,0.39130434782608703,0.39130434782608703,0.4990108793478454,0.13043478260869565,0.5652173913043478,0.7142857142857143,0.7142857142857143,0.4879500364742666,0.14285714285714285,0.8571428571428571,0.7,0.7,0.483045891539648,0.2273380922242403,0.9,0.5625,0.5625,0.51234753829798,0.25,0.75,0.3181818181818182,0.3181818181818182,0.4767312946227962,0.09090909090909093,0.5
tika-0.10(2).csv,0.21739130434782608,0.21739130434782608,0.4217411678366499,0.043478260869565216,0.3478260869565217,0.375,0.375,0.5175491695067657,0.0,0.625,0.2222222222222222,0.2222222222222222,0.4409585518440984,0.0,0.4444444444444444,0.17647058823529413,0.17647058823529413,0.39295262399668784,0.0,0.35294117647058826,0.19047619047619047,0.19047619047619047,0.4023739080814783,0.0,0.3333333333333333
tika-1.0(1).csv,0.3157894736842105,0.3157894736842105,0.4775669329409193,0.10526315789473684,0.4736842105263158,0.2,0.2,0.4472135954999581,0.0,0.4,0.25,0.25,0.4629100498862757,0.0,0.5,0.2307692307692308,0.2307692307692308,0.4385290096535146,0.0,0.4615384615384616,0.2777777777777778,0.2777777777777778,0.4608885989624768,0.05555555555555555,0.4444444444444444
tika-1.0(2).csv,0.3181818181818182,0.3181818181818182,0.4767312946227962,0.09090909090909093,0.5,0.5555555555555556,0.5555555555555556,0.5270462766947299,0.08969435318769711,0.7777777777777778,0.4,0.4,0.5163977794943223,0.0,0.6,0.3333333333333333,0.3333333333333333,0.4879500364742666,0.06666666666666668,0.5333333333333333,0.3636363636363637,0.3636363636363637,0.4923659639173308,0.13636363636363635,0.5454545454545454
tika-1.0(3).csv,0.3684210526315789,0.3684210526315789,0.4955946277833521,0.10526315789473684,0.5789473684210527,0.5,0.5,0.5477225575051661,0.0,0.6666666666666666,0.6363636363636364,0.6363636363636364,0.504524979109513,0.25577650684663444,0.8181818181818182,0.3333333333333333,0.3333333333333333,0.4879500364742666,0.06666666666666668,0.5333333333333333,0.3157894736842105,0.3157894736842105,0.4775669329409193,0.10526315789473684,0.4736842105263158
tika-1.2(1).csv,0.2222222222222222,0.2222222222222222,0.4277926319464985,0.05555555555555555,0.3888888888888889,0.3333333333333333,0.3333333333333333,0.5,0.0,0.5555555555555556,0.5384615384615384,0.5384615384615384,0.5188745216627708,0.2307692307692308,0.7692307692307693,0.3333333333333333,0.3333333333333333,0.4879500364742666,0.06666666666666668,0.5333333333333333,0.2777777777777778,0.2777777777777778,0.4608885989624768,0.05555555555555555,0.4444444444444444
tika-1.2(2).csv,0.15,0.15,0.3663475485325233,0.0,0.3,0.375,0.375,0.5175491695067657,0.0,0.625,0.4545454545454545,0.4545454545454545,0.5222329678670934,0.09090909090909093,0.6363636363636364,0.4705882352941176,0.4705882352941176,0.5144957554275266,0.17647058823529413,0.6470588235294118,0.15789473684210525,0.15789473684210525,0.3746343246326776,0.0,0.3157894736842105
tika-1.2(3).csv,0.15,0.15,0.3663475485325233,0.0,0.3,0.25,0.25,0.4629100498862757,0.0,0.5,0.4166666666666667,0.4166666666666667,0.5149286505444373,0.08333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3834824944236852,0.0,0.3333333333333333,0.10526315789473684,0.10526315789473684,0.3153017676423058,0.0,0.2631578947368421
