issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
GEODE-5011,Sub-task,Fixed,Closed,2018/4/5 23:50,2018/11/3 0:32
GEODE-5012,Sub-task,Fixed,Closed,2018/4/5 23:50,2019/3/19 0:41
GEODE-5013,Sub-task,Fixed,Closed,2018/4/5 23:51,2019/3/15 23:41
GEODE-5014,Sub-task,Fixed,Closed,2018/4/5 23:52,2018/7/16 21:40
GEODE-5015,Sub-task,Fixed,Closed,2018/4/5 23:53,2019/3/21 2:32
GEODE-5016,Sub-task,Fixed,Closed,2018/4/5 23:54,2019/3/21 2:33
GEODE-5017,Bug,Unresolved,Open,2018/4/6 1:25,
GEODE-5018,Improvement,Fixed,Closed,2018/4/6 4:57,2019/3/21 4:40
GEODE-5019,Improvement,Unresolved,Open,2018/4/6 5:44,
GEODE-5020,Improvement,Fixed,Closed,2018/4/6 6:08,2018/4/25 0:53
GEODE-5021,Bug,Fixed,Closed,2018/4/6 6:43,2018/4/10 1:17
GEODE-5022,New Feature,Unresolved,Open,2018/4/6 6:44,
GEODE-5023,Bug,Fixed,Closed,2018/4/6 22:38,2018/4/13 0:05
GEODE-5024,Task,Fixed,Closed,2018/4/6 22:45,2018/6/29 0:06
GEODE-5025,Improvement,Fixed,Closed,2018/4/6 23:35,2018/10/6 1:47
GEODE-5026,Task,Fixed,Closed,2018/4/7 0:47,2018/4/10 0:56
GEODE-5027,Bug,Fixed,Closed,2018/4/7 1:50,2018/4/10 2:19
GEODE-5028,New Feature,Unresolved,Open,2018/4/7 3:01,
GEODE-5029,Improvement,Fixed,Closed,2018/4/7 5:18,2018/4/11 7:15
GEODE-5030,Task,Fixed,Closed,2018/4/7 7:21,2018/4/21 2:15
GEODE-5031,Task,Fixed,Closed,2018/4/7 10:09,2018/4/8 3:27
GEODE-5032,Sub-task,Fixed,Resolved,2018/4/10 0:42,2018/12/19 1:31
GEODE-5033,Bug,Fixed,Closed,2018/4/10 1:59,2018/4/24 1:23
GEODE-5034,Bug,Unresolved,Open,2018/4/10 2:19,
GEODE-5035,Improvement,Fixed,Closed,2018/4/10 2:23,2018/4/14 1:30
GEODE-5036,Improvement,Fixed,Closed,2018/4/10 4:54,2018/5/9 1:01
GEODE-5037,Bug,Fixed,Closed,2018/4/10 5:14,2018/4/10 5:17
GEODE-5038,Improvement,Fixed,Closed,2018/4/10 6:03,2018/4/20 23:43
GEODE-5039,Bug,Fixed,Closed,2018/4/10 7:28,2018/4/13 0:53
GEODE-5040,Bug,Fixed,Closed,2018/4/10 7:48,2018/4/25 0:51
GEODE-5041,New Feature,Fixed,Closed,2018/4/10 12:40,2018/5/16 2:57
GEODE-5042,Task,Unresolved,Open,2018/4/11 1:37,
GEODE-5043,Bug,Fixed,Closed,2018/4/11 3:34,2018/4/19 7:04
GEODE-5044,Bug,Fixed,Closed,2018/4/11 3:37,2018/4/13 8:40
GEODE-5045,Bug,Fixed,Closed,2018/4/11 6:19,2019/3/21 4:38
GEODE-5046,Bug,Fixed,Closed,2018/4/11 7:48,2018/4/13 0:52
GEODE-5047,Sub-task,Fixed,Closed,2018/4/11 13:00,2018/5/8 8:19
GEODE-5048,Bug,Fixed,Closed,2018/4/12 1:07,2018/4/18 1:19
GEODE-5049,Task,Fixed,Closed,2018/4/12 6:09,2018/4/12 9:27
GEODE-5050,Bug,Unresolved,Open,2018/4/12 7:09,
GEODE-5051,Improvement,Fixed,Closed,2018/4/12 7:21,2018/4/14 2:54
GEODE-5052,Bug,Duplicate,Closed,2018/4/12 19:44,2018/4/21 3:13
GEODE-5053,Improvement,Unresolved,Open,2018/4/12 20:37,
GEODE-5054,Bug,Unresolved,Open,2018/4/13 1:06,
GEODE-5055,Sub-task,Fixed,Closed,2018/4/13 1:24,2018/5/8 8:23
GEODE-5056,Bug,Fixed,Closed,2018/4/13 2:02,2018/4/14 1:11
GEODE-5057,Task,Unresolved,Open,2018/4/13 2:15,
GEODE-5058,Wish,Fixed,Closed,2018/4/13 3:02,2018/4/24 1:23
GEODE-5059,Improvement,Fixed,Closed,2018/4/13 3:13,2018/5/1 5:17
GEODE-5060,Improvement,Fixed,Closed,2018/4/13 3:54,2018/4/24 1:23
GEODE-5061,Bug,Unresolved,Open,2018/4/13 4:34,
GEODE-5062,Improvement,Unresolved,Open,2018/4/13 5:26,
GEODE-5063,Improvement,Unresolved,Open,2018/4/13 5:33,
GEODE-5064,Bug,Fixed,Closed,2018/4/13 5:34,2018/4/14 4:24
GEODE-5065,Bug,Fixed,Closed,2018/4/13 5:48,2018/6/19 7:44
GEODE-5066,Bug,Fixed,Closed,2018/4/13 6:50,2018/4/17 3:17
GEODE-5067,Bug,Fixed,Closed,2018/4/13 7:04,2018/4/17 3:18
GEODE-5068,Improvement,Fixed,Closed,2018/4/13 9:41,2018/4/17 5:03
GEODE-5069,Sub-task,Fixed,Closed,2018/4/14 0:36,2018/4/19 4:28
GEODE-5070,New Feature,Fixed,Closed,2018/4/14 2:23,2018/9/13 3:12
GEODE-5071,Improvement,Fixed,Closed,2018/4/14 2:27,2018/5/23 23:36
GEODE-5072,Sub-task,Fixed,Closed,2018/4/14 4:11,2018/11/15 1:49
GEODE-5073,Sub-task,Fixed,Resolved,2018/4/14 4:12,2018/11/14 7:22
GEODE-5074,Sub-task,Fixed,Closed,2018/4/14 4:14,2018/11/16 7:29
GEODE-5075,Sub-task,Fixed,Closed,2018/4/14 4:15,2018/11/21 7:48
GEODE-5076,Sub-task,Fixed,Closed,2018/4/14 4:18,2018/11/21 7:46
GEODE-5077,Bug,Fixed,Closed,2018/4/14 4:19,2018/4/19 2:30
GEODE-5078,Sub-task,Fixed,Closed,2018/4/14 4:21,2018/4/21 2:19
GEODE-5079,Bug,Unresolved,Open,2018/4/14 4:33,
GEODE-5080,Bug,Fixed,Closed,2018/4/14 23:43,2018/4/17 13:35
GEODE-5081,Bug,Fixed,Closed,2018/4/15 3:47,2018/4/18 7:09
GEODE-5082,Sub-task,Fixed,Reopened,2018/4/15 8:32,2018/4/23 7:01
GEODE-5083,Bug,Fixed,Closed,2018/4/16 23:14,2018/5/4 6:52
GEODE-5084,Bug,Unresolved,Open,2018/4/16 23:18,
GEODE-5085,Bug,Fixed,Closed,2018/4/17 1:41,2018/4/19 5:17
GEODE-5086,Improvement,Fixed,Closed,2018/4/17 1:57,2018/4/17 7:34
GEODE-5087,Bug,Fixed,Closed,2018/4/17 8:45,2018/5/12 9:05
GEODE-5088,Test,Fixed,Closed,2018/4/17 13:36,2018/6/29 0:04
GEODE-5089,Task,Fixed,Closed,2018/4/17 13:58,2018/4/23 6:57
GEODE-5090,Bug,Unresolved,Open,2018/4/17 15:13,
GEODE-5091,New Feature,Unresolved,Open,2018/4/17 23:11,
GEODE-5092,Improvement,Unresolved,Open,2018/4/18 0:06,
GEODE-5093,Task,Fixed,Closed,2018/4/18 1:59,2018/4/20 1:44
GEODE-5094,Bug,Fixed,Resolved,2018/4/18 3:45,2018/9/14 1:55
GEODE-5095,Bug,Fixed,Closed,2018/4/18 4:02,2018/4/20 0:42
GEODE-5096,Sub-task,Fixed,Closed,2018/4/18 5:00,2018/5/10 0:51
GEODE-5097,Bug,Fixed,Closed,2018/4/18 5:50,2018/7/25 1:11
GEODE-5098,Improvement,Unresolved,Open,2018/4/18 5:59,
GEODE-5099,Bug,Not A Problem,Closed,2018/4/18 6:14,2018/4/20 3:07
GEODE-5100,New Feature,Fixed,Closed,2018/4/18 22:25,2019/3/29 23:27
GEODE-5101,Bug,Won't Fix,Closed,2018/4/19 1:23,2018/5/5 3:07
GEODE-5102,Bug,Unresolved,Open,2018/4/19 2:09,
GEODE-5103,Bug,Fixed,Closed,2018/4/19 2:49,2018/4/25 2:08
GEODE-5104,Task,Fixed,Closed,2018/4/19 2:53,2018/4/21 1:36
GEODE-5105,Bug,Unresolved,Open,2018/4/19 4:42,
GEODE-5106,Bug,Fixed,Closed,2018/4/19 5:23,2018/4/19 6:59
GEODE-5107,Bug,Cannot Reproduce,Resolved,2018/4/19 5:33,2018/11/8 7:23
GEODE-5108,Improvement,Fixed,Closed,2018/4/19 8:06,2019/6/12 22:25
GEODE-5109,Sub-task,Fixed,Closed,2018/4/19 9:56,2018/5/10 0:44
GEODE-5110,Sub-task,Fixed,Closed,2018/4/19 21:59,2018/4/21 1:02
GEODE-5111,Bug,Fixed,Closed,2018/4/20 0:11,2018/5/4 0:28
GEODE-5112,New Feature,Unresolved,Open,2018/4/20 0:51,
GEODE-5113,Bug,Fixed,Closed,2018/4/20 4:13,2018/4/25 3:07
GEODE-5114,New Feature,Fixed,Closed,2018/4/20 4:55,2018/4/23 22:40
GEODE-5115,Bug,Invalid,Resolved,2018/4/20 5:54,2019/4/2 0:24
GEODE-5116,Task,Unresolved,Open,2018/4/20 6:44,
GEODE-5117,Improvement,Unresolved,Open,2018/4/20 7:04,
GEODE-5118,Improvement,Fixed,Closed,2018/4/20 23:48,2018/4/26 0:14
GEODE-5119,Task,Fixed,Closed,2018/4/21 2:38,2018/4/21 4:50
GEODE-5120,Improvement,Fixed,Closed,2018/4/21 5:31,2018/4/26 6:59
GEODE-5121,Bug,Cannot Reproduce,Resolved,2018/4/21 6:15,2018/11/8 7:23
GEODE-5122,Bug,Unresolved,Open,2018/4/24 2:10,
GEODE-5123,Bug,Cannot Reproduce,Resolved,2018/4/24 2:17,2018/11/8 7:23
GEODE-5124,Bug,Unresolved,Open,2018/4/24 4:59,
GEODE-5125,Task,Unresolved,Open,2018/4/24 5:01,
GEODE-5126,Improvement,Unresolved,Open,2018/4/24 5:09,
GEODE-5127,Improvement,Unresolved,Open,2018/4/24 5:19,
GEODE-5128,Task,Unresolved,Open,2018/4/24 5:53,
GEODE-5129,Improvement,Fixed,Closed,2018/4/24 5:53,2018/4/25 1:55
GEODE-5130,Improvement,Unresolved,Open,2018/4/25 0:51,
GEODE-5131,Bug,Fixed,Closed,2018/4/25 1:07,2018/5/2 23:40
GEODE-5132,Bug,Fixed,Closed,2018/4/25 1:10,2018/5/9 6:37
GEODE-5133,Improvement,Unresolved,Open,2018/4/25 2:02,
