"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","13.28","2.02","1.02","4.53","4.95","0.78","0","8.35","13.1"
"ECLIPSE-2007","22.56","3.33","0.94","4.48","6.51","1.18","0","14.38","22.68"
"ECLIPSE-2007","[0.12,26.35]","[0.08,3.95]","[0.37,2.09]","[1.66,7.2]","[1,8.77]","[0.06,1.47]","[0,0]","[0.04,24.96]","[0,26.19]"
"Metrics-Repo-2010","26.26","4.23","21.3","41.37","38.48","6.09","21.38","46.24","39.49"
"Metrics-Repo-2010","37.01","4.86","45.92","83.98","58.11","8.55","94.03","136.33","70.88"
"Metrics-Repo-2010","[18.1,38]","[3.13,5.58]","[12.97,44.7]","[25.34,74.22]","[28.27,60.39]","[4.4,9.39]","[7.56,73.93]","[25.45,127.24]","[25.52,64.69]"
"JIRA-HA-2019","24.8","2.83","2.24","13.93","15.53","7.18","6.41","2.57","11.57"
"JIRA-HA-2019","53.42","7.18","6.39","20.94","22.03","14.13","32.81","2.58","15.02"
"JIRA-HA-2019","[13.8,52.65]","[1.51,6.92]","[1.1,6.21]","[9.09,24.34]","[10.39,23.92]","[4.11,15.49]","[0,28.93]","[1.85,3.5]","[7.75,17.65]"
"JIRA-RA-2019","23.78","3.05","8.22","56.39","18.52","12.53","16.67","5.13","13.32"
"JIRA-RA-2019","81.09","7.17","33.53","262.12","43.53","27.57","42.29","8.24","21.14"
"JIRA-RA-2019","[10.01,86.61]","[1.7,7.26]","[2.69,34.29]","[13.77,229.35]","[10.62,54.57]","[7.12,27.27]","[7.14,34.52]","[3.36,8.75]","[8.4,22.83]"
"MA-SZZ-2020","8.78","0.83","2.46","9.86","9.96","2.91","5.97","5.22","48.44"
"MA-SZZ-2020","15.84","3.47","3.05","15.18","16.67","4.52","19.01","11.21","282.45"
"MA-SZZ-2020","[6.79,11.64]","[0.54,1.82]","[2.06,3.01]","[7.97,12.65]","[7.99,12.94]","[2.35,3.62]","[3.92,9.23]","[3.98,7.21]","[21.96,112.63]"
"IND-JLMIV+R-2020","20.9","0.79","1.81","20.57","20.93","5.23","20.96","4.96","16.4"
"IND-JLMIV+R-2020","27.66","1.39","2.46","31.07","30.33","6.95","60.84","7.35","22.91"
"IND-JLMIV+R-2020","[16.25,27.35]","[0.59,1.24]","[1.39,2.52]","[15.22,27.21]","[16.05,27.63]","[4.08,6.88]","[12.16,37.02]","[3.68,6.65]","[12.88,22.19]"
