"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","6.9","6.6","1","4.5","4.9","1.3","0","123.9","72.1"
"ECLIPSE-2007","7.4","10.9","0.9","4.5","6.5","1.9","0","213.5","124.8"
"ECLIPSE-2007","[0.1,11.8]","[0.3,12.9]","[0.4,1.6]","[1.7,7.2]","[1,8.8]","[0.1,2.4]","[0,0]","[0.3,247.3]","[0,144.1]"
"Metrics-Repo-2010","1417.3","14","21.3","41.4","38.5","21.3","113.3","82.9","149.3"
"Metrics-Repo-2010","9822","16.2","45.9","84","58.1","32.1","657","139.4","547.5"
"Metrics-Repo-2010","[96.2,7892.5]","[10.3,18.7]","[13,46.2]","[25.5,74.3]","[28.2,59.9]","[15.3,33.8]","[20.5,462.1]","[55.8,131]","[67,472]"
"JIRA-HA-2019","87","13.8","2.2","13.9","15.5","9.4","13.6","43.9","122.2"
"JIRA-HA-2019","324.5","55.9","6.4","20.9","22","20.1","59.7","107.1","448"
"JIRA-HA-2019","[21.3,310.5]","[4.3,49]","[1.1,6.5]","[8.9,24.1]","[10.5,24]","[5.2,22.4]","[0,40.1]","[23,107]","[41.6,383.8]"
"JIRA-RA-2019","39.8","35.2","8.2","56.4","18.5","19.4","41.7","1785.9","72.9"
"JIRA-RA-2019","122.3","181.1","33.5","262.1","43.5","50","140.6","11318.6","221.3"
"JIRA-RA-2019","[18.6,133.4]","[6.1,151.4]","[2.7,34.3]","[13.7,229.4]","[10.7,54.6]","[9.7,47.5]","[14,113.6]","[33.7,8775.1]","[23.1,175.7]"
"MA-SZZ-2020","263.7","2.2","2.5","9.9","10","4.4","49.6","37.7","69"
"MA-SZZ-2020","3433.1","9.2","3","15.2","16.7","6.9","556.7","107.4","174.2"
"MA-SZZ-2020","[20.8,1231]","[1.5,4.8]","[2.1,3]","[8,12.7]","[8,13]","[3.7,5.5]","[8.7,210.2]","[26.8,60.1]","[49.6,102.1]"
"IND-JLMIV+R-2020","320.1","1.9","1.8","20.6","20.9","6.5","177.1","161.3","91.1"
"IND-JLMIV+R-2020","2026.8","3.1","2.5","31.1","30.3","8.3","816.6","1084.4","139.6"
"IND-JLMIV+R-2020","[98.5,1298.2]","[1.4,2.8]","[1.4,2.5]","[15.2,27.4]","[16.2,27.7]","[5.1,8.4]","[69.7,452.2]","[46.9,701.8]","[69.1,123.6]"
