fileName,accuracy,precision,recall,F1,AUC,ER,RI,AP,RR,Popt,ACC
mahout-0.13.0.csv,0.749542961608775,0.0327868852459016,0.025,0.0283687943262411,0.5210017398286939,-3.4606946983546605,-0.775819672131148,0.1417913098908,0.0153846153846154,0.262606511503713,0.00625
mahout-0.8.csv,0.745964316057774,0.420634920634921,0.189964157706093,0.261728395061728,0.641838494144694,0.436463025600744,0.774506457302156,0.3462278167953581,1.0,0.376270200548861,0.121863799283154
mahout-0.4.csv,0.8231707317073171,0.26881720430107503,0.19083969465648895,0.223214285714286,0.6704939011839671,0.504756097560976,1.0192070918493,0.235121467390496,1.0,0.439580100968969,0.175572519083969
mahout-0.6.csv,0.7483818770226541,0.52,0.20569620253164608,0.294784580498866,0.6916500412768299,0.5083395568832461,1.03392405063291,0.415923968877032,0.25,0.4131652202889,0.145569620253165
mahout-0.7.csv,0.73572744014733,0.5169491525423731,0.209621993127148,0.298288508557457,0.6929304718061771,0.48165926999366,0.929232919797309,0.4300166578746811,0.25,0.410510595735912,0.15807560137457
mahout-0.5.csv,0.771373679154659,0.47,0.202586206896552,0.283132530120482,0.7186048122415921,0.525824187054183,1.1089224137931002,0.408337662729412,1.0,0.450511868737187,0.176724137931034
mahout-0.9.csv,0.7200736648250459,0.22033898305084695,0.109243697478992,0.146067415730337,0.569937172982401,0.0053831987533645,0.00541233442529554,0.247350917369726,0.25,0.307533050297922,0.0798319327731092
mahout-0.10.0.csv,0.748433303491495,0.075187969924812,0.0595238095238095,0.0664451827242525,0.532045009784736,-1.00035810205909,-0.500089509488006,0.151409727449685,0.2,0.280849516043912,0.0297619047619048
mahout-0.11.0.csv,0.7475380483437779,0.0538461538461538,0.0421686746987952,0.0472972972972973,0.528131453257826,-1.75994372681929,-0.637673772011121,0.147694629415046,0.2,0.275116249032152,0.0240963855421687
mahout-0.12.0.csv,0.7460757156048009,0.0573770491803279,0.0419161676646707,0.0484429065743945,0.535754909395183,-1.68750824429495,-0.62790811818985,0.155820048277356,0.2,0.27661438494914303,0.0239520958083832
maven-2.2.1.csv,0.8606811145510841,0.181818181818182,0.470588235294118,0.262295081967213,0.7331795463283349,0.7105263157894741,2.45454545454545,0.22395542103055605,1.0,0.446505560591656,0.11764705882352902
maven-3.1.1.csv,0.8728070175438599,0.296875,0.31147540983606603,0.304,0.786898402757677,0.699599876885195,2.32889344262295,0.273928867801639,0.33333333333333304,0.511504944889255,0.18032786885245894
maven-3.1.0.csv,0.874084919472914,0.301587301587302,0.31147540983606603,0.30645161290322603,0.78828211480681,0.703860676581644,2.3767889669529,0.287751426551002,0.5,0.512545513914474,0.18032786885245894
maven-3.0.5.csv,0.888540031397174,0.32142857142857106,0.3529411764705879,0.33644859813084105,0.814913337348591,0.750915750915751,3.01470588235294,0.255659691222964,0.25,0.5349832514717779,0.17647058823529396
maven-3.0.3.csv,0.887658227848101,0.32142857142857106,0.3529411764705879,0.33644859813084105,0.820188316290372,0.7489451476793249,2.9831932773109195,0.254489729756323,0.25,0.5260416857597079,0.156862745098039
maven-3.0.2.csv,0.888357256778309,0.307692307692308,0.32,0.313725490196078,0.807850953206239,0.740829346092504,2.85846153846154,0.229699696497749,0.25,0.499381201259512,0.14
maven-3.0.1.csv,0.897271268057785,0.32,0.34782608695652195,0.33333333333333304,0.80498832039786,0.769261637239165,3.33391304347826,0.219802475664839,0.5,0.5043748501253329,0.152173913043478
maven-3.0.0.csv,0.889952153110048,0.326923076923077,0.33333333333333304,0.330097087378641,0.7973175381263621,0.7511961722488041,3.01923076923077,0.237134234729788,1.0,0.4921062801137949,0.137254901960784
maven-3.0.4.csv,0.888540031397174,0.32142857142857106,0.3529411764705879,0.33644859813084105,0.815114100247608,0.750915750915751,3.01470588235294,0.255726299204092,0.25,0.535051629624381,0.17647058823529396
maven-2.2.0.csv,0.861635220125786,0.18604651162790695,0.470588235294118,0.266666666666667,0.7395935118233341,0.712657232704403,2.48016415868673,0.22636524848136605,1.0,0.448946881742525,0.11764705882352902
