issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
ZEPPELIN-1001,Bug,Fixed,Resolved,2016/6/15 1:10,2016/10/3 14:40
ZEPPELIN-1002,Improvement,Implemented,Resolved,2016/6/15 2:08,2016/6/24 12:28
ZEPPELIN-1003,Sub-task,Fixed,Resolved,2016/6/15 5:03,2016/11/8 23:27
ZEPPELIN-1004,Improvement,Unresolved,Open,2016/6/15 5:27,
ZEPPELIN-1005,Sub-task,Unresolved,Open,2016/6/15 5:30,
ZEPPELIN-1006,Bug,Unresolved,Open,2016/6/15 5:31,
ZEPPELIN-1007,Sub-task,Fixed,Resolved,2016/6/15 9:18,2016/6/26 14:22
ZEPPELIN-1008,Sub-task,Unresolved,Open,2016/6/15 9:31,
ZEPPELIN-1009,Test,Fixed,Resolved,2016/6/15 11:44,2016/6/22 3:40
ZEPPELIN-1010,Improvement,Unresolved,Open,2016/6/15 14:15,
ZEPPELIN-1011,New Feature,Abandoned,Closed,2016/6/15 16:17,2018/6/9 15:42
ZEPPELIN-1012,New Feature,Fixed,Resolved,2016/6/15 18:41,2016/7/15 21:55
ZEPPELIN-1013,Bug,Unresolved,Open,2016/6/15 22:14,
ZEPPELIN-1014,Improvement,Fixed,Resolved,2016/6/15 23:58,2016/6/19 9:33
ZEPPELIN-1015,Bug,Fixed,Resolved,2016/6/16 7:06,2016/6/19 1:17
ZEPPELIN-1016,Improvement,Unresolved,Open,2016/6/16 14:58,
ZEPPELIN-1017,Bug,Unresolved,Open,2016/6/16 15:25,
ZEPPELIN-1018,Improvement,Done,Resolved,2016/6/16 16:40,2016/6/26 14:00
ZEPPELIN-1019,Bug,Duplicate,Closed,2016/6/16 17:46,2017/2/10 20:49
ZEPPELIN-1020,Bug,Fixed,Resolved,2016/6/16 18:20,2016/6/20 13:03
ZEPPELIN-1021,Improvement,Done,Closed,2016/6/16 19:05,2016/8/12 5:18
ZEPPELIN-1022,Sub-task,Fixed,Resolved,2016/6/16 22:10,2016/6/18 2:15
ZEPPELIN-1023,Improvement,Fixed,Resolved,2016/6/16 22:59,2016/6/30 16:22
ZEPPELIN-1024,Bug,Unresolved,Open,2016/6/17 2:07,
ZEPPELIN-1025,Bug,Invalid,Resolved,2016/6/17 5:31,2016/8/18 17:53
ZEPPELIN-1026,Improvement,Fixed,Resolved,2016/6/17 13:36,2016/9/23 15:48
ZEPPELIN-1027,Improvement,Fixed,Resolved,2016/6/17 13:48,2016/6/20 9:58
ZEPPELIN-1028,Bug,Fixed,Resolved,2016/6/17 16:29,2016/6/26 1:12
ZEPPELIN-1029,Improvement,Fixed,Resolved,2016/6/17 20:57,2016/11/10 2:05
ZEPPELIN-1030,Sub-task,Fixed,Resolved,2016/6/17 23:45,2016/7/1 13:45
ZEPPELIN-1031,Bug,Fixed,Closed,2016/6/18 1:56,2016/12/17 11:21
ZEPPELIN-1032,Bug,Unresolved,Open,2016/6/18 1:57,
ZEPPELIN-1033,Bug,Fixed,Resolved,2016/6/20 2:29,2016/6/21 13:45
ZEPPELIN-1034,New Feature,Fixed,Resolved,2016/6/20 11:01,2016/6/24 15:38
ZEPPELIN-1035,Bug,Unresolved,Open,2016/6/20 18:07,
ZEPPELIN-1036,Improvement,Fixed,Resolved,2016/6/20 19:19,2016/6/22 19:49
ZEPPELIN-1037,Improvement,Fixed,Resolved,2016/6/20 22:30,2016/6/27 23:47
ZEPPELIN-1038,New Feature,Resolved,Closed,2016/6/21 8:13,2016/6/21 13:00
ZEPPELIN-1039,Bug,Fixed,Resolved,2016/6/21 8:27,2016/6/21 13:44
ZEPPELIN-1040,Improvement,Fixed,Resolved,2016/6/21 15:17,2016/9/1 9:44
ZEPPELIN-1041,Bug,Duplicate,Closed,2016/6/21 15:22,2016/6/22 8:26
ZEPPELIN-1042,Bug,Fixed,Resolved,2016/6/22 1:36,2016/6/29 0:11
ZEPPELIN-1043,Bug,Fixed,Resolved,2016/6/22 4:26,2016/6/26 17:36
ZEPPELIN-1044,Improvement,Fixed,Resolved,2016/6/22 8:29,2017/1/18 2:58
ZEPPELIN-1045,Sub-task,Fixed,Resolved,2016/6/22 11:11,2016/6/23 21:21
ZEPPELIN-1046,Improvement,Done,Resolved,2016/6/22 12:34,2016/6/24 12:25
ZEPPELIN-1047,Bug,Fixed,Resolved,2016/6/22 17:26,2016/6/26 1:12
ZEPPELIN-1048,Improvement,Fixed,Resolved,2016/6/23 0:26,2016/6/23 21:44
ZEPPELIN-1049,New Feature,Duplicate,Closed,2016/6/23 0:28,2016/9/27 13:21
ZEPPELIN-1050,Bug,Duplicate,Closed,2016/6/23 6:50,2016/6/23 6:55
ZEPPELIN-1051,Bug,Fixed,Closed,2016/6/23 13:41,2016/6/24 15:28
ZEPPELIN-1052,Bug,Fixed,Closed,2016/6/23 17:19,2016/6/24 15:27
ZEPPELIN-1053,Bug,Unresolved,Open,2016/6/24 1:53,
ZEPPELIN-1054,Improvement,Fixed,Resolved,2016/6/24 2:56,2016/7/11 17:20
ZEPPELIN-1055,Bug,Unresolved,Open,2016/6/24 2:59,
ZEPPELIN-1056,Improvement,Unresolved,Open,2016/6/24 6:23,
ZEPPELIN-1057,Bug,Unresolved,Open,2016/6/24 9:58,
ZEPPELIN-1058,Bug,Duplicate,Resolved,2016/6/24 13:07,2016/6/24 16:21
ZEPPELIN-1059,Bug,Fixed,Resolved,2016/6/24 18:12,2016/7/18 9:00
ZEPPELIN-1060,Bug,Fixed,Resolved,2016/6/24 23:57,2016/6/29 0:09
ZEPPELIN-1061,New Feature,Fixed,Resolved,2016/6/25 22:53,2016/11/1 14:03
ZEPPELIN-1062,Bug,Fixed,Resolved,2016/6/26 3:24,2016/7/6 11:52
ZEPPELIN-1063,Test,Fixed,Resolved,2016/6/26 14:49,2016/7/7 11:47
ZEPPELIN-1064,Test,Fixed,Resolved,2016/6/27 1:08,2016/6/27 23:27
ZEPPELIN-1065,Test,Fixed,Resolved,2016/6/27 1:09,2016/6/27 19:28
ZEPPELIN-1066,Improvement,Unresolved,Open,2016/6/27 14:57,
ZEPPELIN-1067,Sub-task,Fixed,Resolved,2016/6/27 15:06,2016/6/29 17:49
ZEPPELIN-1068,Task,Unresolved,Open,2016/6/27 18:43,
ZEPPELIN-1069,Improvement,Fixed,Resolved,2016/6/28 8:34,2016/9/2 15:49
ZEPPELIN-1070,Improvement,Fixed,Resolved,2016/6/28 8:51,2019/10/30 9:40
ZEPPELIN-1071,Bug,Fixed,Resolved,2016/6/28 15:55,2016/6/30 13:10
ZEPPELIN-1072,Bug,Fixed,Resolved,2016/6/28 16:26,2016/7/1 11:39
ZEPPELIN-1073,Sub-task,Abandoned,Closed,2016/6/28 17:56,2018/6/9 15:42
ZEPPELIN-1074,Bug,Fixed,Resolved,2016/6/28 18:30,2016/12/30 23:48
ZEPPELIN-1075,Task,Fixed,Resolved,2016/6/28 22:37,2016/7/2 18:38
ZEPPELIN-1076,Bug,Fixed,Resolved,2016/6/29 2:10,2016/6/30 1:47
ZEPPELIN-1077,Bug,Fixed,Resolved,2016/6/29 2:42,2016/7/6 12:12
ZEPPELIN-1078,Bug,Fixed,Resolved,2016/6/29 8:25,2016/7/5 13:25
ZEPPELIN-1079,Bug,Unresolved,Open,2016/6/29 8:52,
ZEPPELIN-1080,Bug,Not A Problem,Closed,2016/6/29 12:31,2016/10/3 15:11
ZEPPELIN-1081,Bug,Fixed,Resolved,2016/6/29 13:56,2016/6/30 20:07
ZEPPELIN-1082,Bug,Fixed,Resolved,2016/6/29 14:34,2016/7/1 13:54
ZEPPELIN-1083,Bug,Unresolved,Open,2016/6/29 14:39,
ZEPPELIN-1084,Improvement,Unresolved,Open,2016/6/29 15:56,
ZEPPELIN-1085,Improvement,Fixed,Resolved,2016/6/30 1:09,2016/7/9 13:20
ZEPPELIN-1086,Improvement,Fixed,Resolved,2016/6/30 15:42,2016/7/22 17:17
ZEPPELIN-1087,Improvement,Unresolved,Open,2016/6/30 16:10,
ZEPPELIN-1088,Sub-task,Fixed,Resolved,2016/6/30 16:11,2016/7/7 16:05
ZEPPELIN-1089,Sub-task,Fixed,Resolved,2016/6/30 16:14,2016/7/21 17:35
ZEPPELIN-1090,Bug,Fixed,Resolved,2016/6/30 18:09,2016/7/2 11:24
ZEPPELIN-1091,Bug,Fixed,Resolved,2016/6/30 23:17,2016/7/14 11:32
ZEPPELIN-1092,Bug,Not A Problem,Resolved,2016/7/1 5:52,2016/7/7 16:11
ZEPPELIN-1093,Bug,Unresolved,Open,2016/7/1 6:12,
ZEPPELIN-1094,Bug,Fixed,Resolved,2016/7/1 12:44,2016/7/3 12:21
ZEPPELIN-1095,Bug,Abandoned,Closed,2016/7/1 18:21,2018/6/9 15:43
ZEPPELIN-1096,Bug,Unresolved,Open,2016/7/2 1:40,
ZEPPELIN-1097,Bug,Invalid,Closed,2016/7/2 2:00,2016/7/2 6:20
ZEPPELIN-1098,Bug,Unresolved,Open,2016/7/2 5:05,
ZEPPELIN-1099,New Feature,Fixed,Resolved,2016/7/3 0:31,2016/7/10 13:48
ZEPPELIN-1100,Bug,Fixed,Resolved,2016/7/3 23:23,2016/7/7 10:26
ZEPPELIN-1101,Improvement,Unresolved,Open,2016/7/3 23:51,
ZEPPELIN-1102,Bug,Fixed,Resolved,2016/7/4 11:40,2016/7/11 10:30
ZEPPELIN-1103,Bug,Cannot Reproduce,Closed,2016/7/4 15:26,2017/5/8 11:10
ZEPPELIN-1104,Bug,Fixed,Resolved,2016/7/4 16:30,2016/7/11 10:00
