issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
ZEPPELIN-1,Bug,Fixed,Closed,2015/3/17 22:51,2015/7/18 0:45
ZEPPELIN-2,Bug,Fixed,Closed,2015/3/24 2:44,2015/3/24 3:44
ZEPPELIN-3,Bug,Fixed,Closed,2015/3/24 7:42,2015/3/27 11:15
ZEPPELIN-4,Improvement,Fixed,Resolved,2015/3/25 16:56,2015/3/27 1:32
ZEPPELIN-5,Bug,Fixed,Resolved,2015/3/26 0:59,2015/5/21 12:39
ZEPPELIN-6,Bug,Unresolved,Open,2015/3/26 1:04,
ZEPPELIN-7,Improvement,Fixed,Resolved,2015/3/26 13:41,2015/3/30 15:55
ZEPPELIN-8,Bug,Fixed,Closed,2015/3/27 17:12,2015/3/31 7:41
ZEPPELIN-9,Improvement,Unresolved,Open,2015/3/28 0:49,
ZEPPELIN-10,Improvement,Duplicate,Resolved,2015/3/29 18:59,2015/11/10 5:32
ZEPPELIN-11,New Feature,Fixed,Resolved,2015/3/30 6:15,2015/4/6 11:32
ZEPPELIN-12,Task,Fixed,Resolved,2015/3/30 16:29,2015/4/6 12:06
ZEPPELIN-13,Bug,Fixed,Resolved,2015/3/30 16:56,2015/4/2 21:26
ZEPPELIN-14,Task,Won't Fix,Resolved,2015/3/30 18:13,2015/4/2 23:28
ZEPPELIN-15,Improvement,Fixed,Resolved,2015/3/30 21:39,2016/11/15 23:01
ZEPPELIN-16,New Feature,Fixed,Resolved,2015/3/31 14:27,2015/4/2 7:31
ZEPPELIN-17,Bug,Fixed,Resolved,2015/4/1 4:25,2015/4/2 0:05
ZEPPELIN-18,Improvement,Fixed,Resolved,2015/4/1 9:01,2015/7/6 1:49
ZEPPELIN-19,Bug,Fixed,Resolved,2015/4/1 13:56,2015/4/5 20:55
ZEPPELIN-20,Bug,Fixed,Resolved,2015/4/1 15:28,2015/4/2 7:42
ZEPPELIN-21,Improvement,Unresolved,Open,2015/4/2 21:06,
ZEPPELIN-22,Bug,Fixed,Resolved,2015/4/2 21:31,2015/4/5 21:00
ZEPPELIN-23,Improvement,Fixed,Resolved,2015/4/2 21:34,2015/6/3 14:22
ZEPPELIN-24,Bug,Not A Problem,Closed,2015/4/2 22:16,2015/4/9 14:57
ZEPPELIN-25,New Feature,Fixed,Resolved,2015/4/4 16:29,2015/4/12 13:58
ZEPPELIN-26,New Feature,Fixed,Resolved,2015/4/6 12:03,2015/4/28 6:02
ZEPPELIN-27,Improvement,Unresolved,Open,2015/4/6 14:45,
ZEPPELIN-28,Improvement,Fixed,Resolved,2015/4/7 15:29,2015/4/9 0:47
ZEPPELIN-29,Wish,Unresolved,Open,2015/4/7 16:48,
ZEPPELIN-30,Bug,Fixed,Resolved,2015/4/7 16:51,2015/6/17 9:49
ZEPPELIN-31,Bug,Fixed,Resolved,2015/4/7 16:59,2015/9/5 7:35
ZEPPELIN-32,New Feature,Fixed,Resolved,2015/4/7 17:06,2015/10/3 17:14
ZEPPELIN-33,Bug,Fixed,Resolved,2015/4/7 21:56,2015/4/17 2:03
ZEPPELIN-34,Bug,Fixed,Resolved,2015/4/8 4:24,2015/5/9 21:41
ZEPPELIN-35,Improvement,Fixed,Resolved,2015/4/8 6:27,2015/7/30 18:19
ZEPPELIN-36,Improvement,Unresolved,Open,2015/4/8 6:28,
ZEPPELIN-37,Wish,Fixed,Resolved,2015/4/8 19:13,2015/11/24 16:07
ZEPPELIN-38,Improvement,Fixed,Resolved,2015/4/9 19:12,2015/4/11 17:48
ZEPPELIN-39,Bug,Unresolved,Open,2015/4/11 8:20,
ZEPPELIN-40,Bug,Unresolved,Open,2015/4/12 20:17,
ZEPPELIN-41,Bug,Fixed,Resolved,2015/4/15 21:00,2015/4/25 6:51
ZEPPELIN-42,Improvement,Unresolved,Open,2015/4/15 21:04,
ZEPPELIN-43,Bug,Unresolved,Open,2015/4/15 21:32,
ZEPPELIN-44,New Feature,Fixed,Resolved,2015/4/16 0:21,2015/6/10 2:15
ZEPPELIN-45,Improvement,Fixed,Resolved,2015/4/16 9:25,2015/4/25 7:36
ZEPPELIN-46,Bug,Fixed,Resolved,2015/4/16 10:13,2015/4/25 7:15
ZEPPELIN-47,Bug,Duplicate,Closed,2015/4/16 15:42,2015/4/16 16:25
ZEPPELIN-48,Bug,Unresolved,Open,2015/4/16 16:36,
ZEPPELIN-49,Bug,Fixed,Resolved,2015/4/16 20:41,2015/4/17 15:22
ZEPPELIN-50,Bug,Fixed,Resolved,2015/4/17 20:58,2015/4/25 7:16
ZEPPELIN-51,Improvement,Fixed,Resolved,2015/4/19 1:54,2015/8/21 9:41
ZEPPELIN-52,Bug,Unresolved,Open,2015/4/19 7:51,
ZEPPELIN-53,Bug,Fixed,Resolved,2015/4/19 8:01,2016/11/4 0:45
ZEPPELIN-54,Bug,Fixed,Resolved,2015/4/19 8:16,2015/4/23 13:18
ZEPPELIN-55,Bug,Fixed,Resolved,2015/4/22 1:51,2015/7/6 1:47
ZEPPELIN-56,Improvement,Invalid,Resolved,2015/4/22 10:02,2015/6/3 14:54
ZEPPELIN-57,Bug,Fixed,Closed,2015/4/24 19:03,2015/6/17 23:30
ZEPPELIN-58,Bug,Fixed,Resolved,2015/4/25 8:22,2015/4/27 8:51
ZEPPELIN-59,Bug,Fixed,Resolved,2015/4/27 8:54,2015/4/28 13:56
ZEPPELIN-60,Task,Fixed,Closed,2015/4/27 10:27,2015/8/14 1:02
ZEPPELIN-61,New Feature,Fixed,Closed,2015/4/28 13:04,2015/6/28 3:14
ZEPPELIN-62,New Feature,Fixed,Resolved,2015/4/28 19:39,2016/3/26 13:41
ZEPPELIN-63,New Feature,Fixed,Resolved,2015/4/29 18:06,2015/6/21 6:05
ZEPPELIN-64,Bug,Fixed,Resolved,2015/5/1 23:16,2015/5/6 15:33
ZEPPELIN-65,Bug,Fixed,Resolved,2015/5/2 9:23,2015/5/9 11:48
ZEPPELIN-66,Improvement,Unresolved,Open,2015/5/4 0:25,
ZEPPELIN-67,Improvement,Fixed,Closed,2015/5/5 10:13,2015/6/20 6:46
ZEPPELIN-68,Bug,Pending Closed,Resolved,2015/5/5 10:50,2015/5/13 13:17
ZEPPELIN-69,Bug,Done,Resolved,2015/5/5 15:58,2015/5/13 15:28
ZEPPELIN-70,New Feature,Fixed,Resolved,2015/5/5 21:13,2015/8/10 15:47
ZEPPELIN-71,Improvement,Fixed,Resolved,2015/5/7 5:45,2016/2/26 1:33
ZEPPELIN-72,Bug,Fixed,Resolved,2015/5/8 13:44,2016/2/26 1:25
ZEPPELIN-73,Improvement,Fixed,Resolved,2015/5/9 0:10,2015/8/12 12:51
ZEPPELIN-74,Improvement,Fixed,Resolved,2015/5/9 12:11,2015/6/25 4:15
ZEPPELIN-75,Bug,Pending Closed,Closed,2015/5/10 12:51,2015/5/13 7:49
ZEPPELIN-76,Bug,Fixed,Resolved,2015/5/10 13:22,2015/9/5 6:18
