issueKey,type,createdDateEpoch,resolvedDateEpoch
KAFKA-7014,Bug,2018-06-07 10:46:32,
KAFKA-7015,Improvement,2018-06-07 11:50:20,
KAFKA-7016,Bug,2018-06-07 14:32:41,
KAFKA-7017,Bug,2018-06-07 15:48:39,
KAFKA-7018,Improvement,2018-06-08 02:38:26,2019-09-11 08:11:36
KAFKA-7019,Improvement,2018-06-08 03:25:43,2018-08-15 06:41:14
KAFKA-7020,Bug,2018-06-08 06:36:37,
KAFKA-7021,Bug,2018-06-08 07:31:52,2018-06-15 23:33:01
KAFKA-7022,Bug,2018-06-08 10:02:00,
KAFKA-7023,Bug,2018-06-08 10:15:51,2018-06-19 07:15:41
KAFKA-7024,Improvement,2018-06-08 20:38:25,2019-01-19 01:35:32
KAFKA-7025,Bug,2018-06-08 21:55:32,
KAFKA-7026,Bug,2018-06-09 05:10:01,2019-04-18 23:35:49
KAFKA-7027,New Feature,2018-06-09 06:09:44,2018-09-11 07:10:35
KAFKA-7028,Bug,2018-06-09 11:54:54,2018-06-29 21:25:21
KAFKA-7029,Bug,2018-06-10 01:22:34,2018-06-12 15:50:27
KAFKA-7030,Sub-task,2018-06-10 01:25:53,2018-06-14 12:28:25
KAFKA-7031,Bug,2018-06-10 23:31:11,2018-06-13 13:16:29
KAFKA-7032,Bug,2018-06-11 14:47:44,2018-06-15 20:09:53
KAFKA-7033,Improvement,2018-06-11 17:27:23,
KAFKA-7034,Improvement,2018-06-11 17:43:28,
KAFKA-7035,Bug,2018-06-11 18:33:35,
KAFKA-7036,Improvement,2018-06-11 18:37:27,
KAFKA-7037,Bug,2018-06-11 19:54:53,2018-11-28 18:47:36
KAFKA-7038,New Feature,2018-06-12 00:02:12,
KAFKA-7039,Bug,2018-06-12 02:49:44,2018-06-17 13:19:10
KAFKA-7040,Bug,2018-06-12 04:21:41,
KAFKA-7041,Improvement,2018-06-12 05:03:17,
KAFKA-7042,Improvement,2018-06-12 05:12:30,
KAFKA-7043,Bug,2018-06-12 05:28:54,2018-06-13 12:36:25
KAFKA-7044,Bug,2018-06-12 09:44:11,2018-09-12 01:28:24
KAFKA-7045,Bug,2018-06-12 09:51:55,
KAFKA-7046,New Feature,2018-06-12 22:56:29,
KAFKA-7047,Bug,2018-06-13 00:26:25,2018-06-17 13:36:15
KAFKA-7048,Bug,2018-06-13 00:39:14,2018-06-18 11:28:22
KAFKA-7049,Test,2018-06-13 02:30:50,2018-08-03 05:36:35
KAFKA-7050,Improvement,2018-06-13 02:39:54,2018-06-14 07:27:09
KAFKA-7051,Bug,2018-06-13 06:58:00,2019-01-09 04:57:00
KAFKA-7052,Improvement,2018-06-13 16:26:45,
KAFKA-7053,Bug,2018-06-13 17:02:51,
KAFKA-7054,Improvement,2018-06-13 17:33:15,2018-12-21 17:18:58
KAFKA-7055,Bug,2018-06-13 22:13:12,2018-06-15 11:28:18
KAFKA-7056,Bug,2018-06-14 00:33:49,2018-06-16 05:53:06
KAFKA-7057,Bug,2018-06-14 16:47:03,
KAFKA-7058,Bug,2018-06-14 18:12:54,2018-06-17 14:28:36
KAFKA-7059,Improvement,2018-06-14 22:49:18,
KAFKA-7060,Improvement,2018-06-15 07:30:36,
KAFKA-7061,Improvement,2018-06-15 16:31:35,
KAFKA-7062,Improvement,2018-06-15 22:16:23,
KAFKA-7063,Improvement,2018-06-15 22:18:20,2018-08-22 05:02:32
KAFKA-7064,Bug,2018-06-16 05:32:28,2018-06-20 04:48:55
KAFKA-7065,Bug,2018-06-16 16:51:06,2018-06-18 15:31:01
KAFKA-7066,Improvement,2018-06-16 16:55:26,2018-06-20 05:11:47
KAFKA-7067,Bug,2018-06-17 14:29:57,2018-06-19 06:37:42
KAFKA-7068,Bug,2018-06-17 15:12:21,2018-06-18 03:13:04
KAFKA-7069,Bug,2018-06-18 17:01:37,2018-06-18 17:04:57
KAFKA-7070,Bug,2018-06-19 00:02:43,
KAFKA-7071,Improvement,2018-06-19 01:32:57,2018-06-19 04:52:13
KAFKA-7072,Bug,2018-06-19 05:45:43,2018-06-21 09:42:46
KAFKA-7073,Improvement,2018-06-19 18:28:17,
KAFKA-7074,Bug,2018-06-19 19:30:23,
KAFKA-7075,Bug,2018-06-20 06:49:32,
KAFKA-7076,Bug,2018-06-20 08:24:10,2018-06-28 06:00:10
KAFKA-7077,Improvement,2018-06-20 14:13:11,
KAFKA-7078,Bug,2018-06-20 16:39:18,
KAFKA-7079,Bug,2018-06-20 20:26:26,
KAFKA-7080,Bug,2018-06-21 01:07:11,2018-07-11 00:56:13
KAFKA-7081,Improvement,2018-06-21 01:54:34,2018-07-21 00:09:29
KAFKA-7082,Bug,2018-06-21 04:33:33,2018-06-22 07:53:41
KAFKA-7083,Bug,2018-06-21 14:06:56,2018-08-03 14:17:22
KAFKA-7084,Improvement,2018-06-21 16:48:33,
KAFKA-7085,Bug,2018-06-21 19:02:06,
KAFKA-7086,Bug,2018-06-21 19:23:19,
KAFKA-7087,Improvement,2018-06-21 21:42:13,
KAFKA-7088,Bug,2018-06-21 22:07:32,
KAFKA-7089,Improvement,2018-06-22 01:45:33,
KAFKA-7090,New Feature,2018-06-22 19:57:20,
KAFKA-7091,Improvement,2018-06-23 02:41:50,2018-06-28 07:07:35
KAFKA-7092,Bug,2018-06-24 23:03:48,
KAFKA-7093,Bug,2018-06-25 02:27:50,
