fileName,accuracy,precision,recall,F1,AUC,ER,RI,AP,RR,Popt,ACC,IL/Ins
camel-1.4.0.csv,0.8372248165443629,0.7727272727272729,0.18214285714285694,0.294797687861272,0.784775284190789,0.758270219361928,3.1368506493506496,0.521096018908436,0.5,0.5547084869998299,0.2,0.05072807168705842
camel-2.9.0.csv,0.9656254457281408,0.337278106508876,0.30645161290322603,0.32112676056338,0.8005037614715029,0.9213416510896412,11.713208627600697,0.254302282159939,1.0,0.643697671487933,0.4247311827956989,0.05072807168705842
camel-2.10.0.csv,0.970060652987482,0.319767441860465,0.323529411764706,0.32163742690058506,0.847083659958244,0.931392907002663,13.575752393980801,0.22625194184472,0.33333333333333304,0.695664104609803,0.405882352941176,0.05072807168705842
camel-2.11.0.csv,0.9778415614236508,0.252173913043478,0.213235294117647,0.231075697211155,0.846217703316456,0.938081475909577,15.1502557544757,0.177125773348141,1.0,0.6928488287382231,0.44117647058823495,0.05072807168705842
wicket-1.5.3.0.csv,0.928015564202335,0.220689655172414,0.307692307692308,0.257028112449799,0.757303169255724,0.816634241245136,4.45358090185676,0.178915469310793,1.0,0.5466522320061691,0.23076923076923106,0.03903753081910328
wicket-1.3.0.beta2.csv,0.8308952603861909,0.20461095100864604,0.8452380952380949,0.32946635730858503,0.90747619047619,0.759780449814157,3.16285851516399,0.448354102704685,1.0,0.7146777628467579,0.30952380952381,0.03903753081910328
wicket-1.3.0.beta1.csv,0.8257107540173051,0.234285714285714,0.854166666666667,0.367713004484305,0.914705842093736,0.746751484820163,2.94869047619048,0.510628888721975,1.0,0.7193686155574829,0.34375,0.03903753081910328
jruby-1.7.0.preview1.csv,0.619818652849741,0.0971337579617834,0.753086419753086,0.172073342736248,0.783224897259985,0.459908264673405,0.8515373122591808,0.17980699418151005,0.33333333333333304,0.535837921288834,0.185185185185185,0.038940208512787004
jruby-1.4.0.csv,0.809024134312697,0.4630541871921179,0.562874251497006,0.5081081081081079,0.822587649129222,0.621564600031256,1.6424589245155,0.5293908837838379,1.0,0.387663627859198,0.0778443113772455,0.038940208512787004
jruby-1.5.0.csv,0.8468468468468471,0.288888888888889,0.866666666666667,0.4333333333333329,0.93610305958132,0.766112266112266,3.27555555555556,0.567388984442015,1.0,0.5752813689065172,0.213333333333333,0.038940208512787004
jruby-1.1.0.csv,0.8233657858136301,0.3901098901098901,0.816091954022989,0.527881040892193,0.8971973665066201,0.689827420713432,2.22401162056334,0.652161141097744,1.0,0.54010324982762,0.160919540229885,0.038940208512787004
lucene-2.9.0.csv,0.7936746987951809,0.423913043478261,0.3170731707317069,0.36279069767441896,0.7681292547675942,0.563021316033364,1.28844114528102,0.435009525146493,1.0,0.453923318114755,0.142276422764228,0.03881945490137027
lucene-2.3.0.csv,0.812105926860025,0.753424657534247,0.295698924731183,0.42471042471042497,0.828802855573861,0.688685085406397,2.21218147002504,0.644023844534946,1.0,0.500608309789404,0.193548387096774,0.03881945490137027
lucene-3.0.0.csv,0.792917628945343,0.246861924686192,0.398648648648649,0.30490956072351394,0.7542266419329839,0.538471575266502,1.16671378491462,0.264288054840994,1.0,0.45570696231215,0.141891891891892,0.03881945490137027
lucene-3.1.0.csv,0.8717805151175809,0.211711711711712,0.465346534653465,0.291021671826625,0.7838411140817351,0.7328869934002049,2.7437338328427403,0.251569745645582,1.0,0.574270408009439,0.257425742574257,0.03881945490137027
groovy-1.5.7.csv,0.946938775510204,0.32,0.7619047619047621,0.450704225352113,0.926370548219288,0.9107142857142858,10.2,0.5339244323279411,1.0,0.7098259360095359,0.33333333333333304,0.037633942754816165
groovy-1.6.BETA1.csv,0.89125,0.3555555555555561,0.524590163934426,0.423841059602649,0.8699394396503921,0.785546875,3.66302367941712,0.449915777312933,1.0,0.576631527282288,0.18032786885245894,0.037633942754816165
groovy-1.6.BETA2.csv,0.9061413673232908,0.38805970149253705,0.393939393939394,0.3909774436090229,0.872751986616478,0.802923611730101,4.07417458163727,0.4169549006732261,1.0,0.5663713967745461,0.136363636363636,0.037633942754816165
hive-0.9.0.csv,0.8535433070866141,0.7230769230769231,0.21860465116279104,0.335714285714286,0.789674859473162,0.7658736806835319,3.27119856887299,0.505125832113342,1.0,0.3144510903359149,0.0744186046511628,0.03742848539596507
hive-0.10.0.csv,0.920232052211748,0.622448979591837,0.455223880597015,0.525862068965517,0.890709105077024,0.843887825580428,5.40565031982942,0.569879334252057,1.0,0.395055712570673,0.0447761194029851,0.03742848539596507
hive-0.12.0.csv,0.8415478615071279,0.242339832869081,0.426470588235294,0.30905861456483097,0.7869900959050881,0.657110752159562,1.91639357692938,0.253376080831137,1.0,0.435231226269898,0.0196078431372549,0.03742848539596507
hbase-0.95.0.csv,0.7634194831013921,0.508426966292135,0.49862258953168,0.503477051460361,0.7045694931225629,0.526860933844447,1.11354350450367,0.4794872252780379,0.14285714285714302,0.241709919005194,0.0,0.03656831836297662
hbase-0.95.2.csv,0.7790218031820859,0.519668737060041,0.6370558375634521,0.572405929304447,0.8122100112586729,0.553226105595297,1.2382686466773898,0.568503790321544,0.5,0.273986276645541,0.0126903553299492,0.03656831836297662
hbase-0.94.0.csv,0.808022922636103,0.525773195876289,0.708333333333333,0.6035502958579879,0.836567388688327,0.607618405528401,1.54853951890034,0.601432090651194,0.5,0.395495870494869,0.0185185185185185,0.03656831836297662
derby-10.5.1.1.csv,0.870198139911039,0.75,0.17355371900826402,0.28187919463087296,0.824674578616845,0.804286291953093,4.1095041322314,0.522161343081561,1.0,0.487156433547924,0.181818181818182,0.03035538005923001
