fileName,Ranked1,Ranked2,Ranked3
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0).csv",-8.0,-20.0,-14.0
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-8.0,-11.0,-9.0
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-4.0,-10.0,-11.0
flume-1.3.0(1.2.0).csv,-13.0,-20.0,1.0
flume-1.3.1(1.3.0).csv,-22.0,-22.0,-18.0
"flume-1.3.1(1.3.0,1.2.0).csv",-22.0,-4.0,1.0
flume-1.4.0(1.3.1).csv,-1.0,-5.0,-5.0
"flume-1.4.0(1.3.1,1.3.0).csv",-5.0,-7.0,-32.0
"flume-1.4.0(1.3.1,1.3.0,1.2.0).csv",-35.0,-27.0,-31.0
flume-1.5.0(1.4.0).csv,0.0,-16.0,-6.0
"flume-1.5.0(1.4.0,1.3.1).csv",0.0,-2.0,-17.0
"flume-1.5.0(1.4.0,1.3.1,1.3.0).csv",0.0,-9.0,-22.0
"flume-1.5.0(1.4.0,1.3.1,1.3.0,1.2.0).csv",-3.0,-8.0,-11.0
flume-1.5.1(1.5.0).csv,0.0,0.0,-3.0
"flume-1.5.1(1.5.0,1.4.0).csv",-3.0,1.0,-2.0
"flume-1.5.1(1.5.0,1.4.0,1.3.1).csv",-5.0,1.0,-2.0
"flume-1.5.1(1.5.0,1.4.0,1.3.1,1.3.0).csv",-14.0,1.0,-9.0
"flume-1.5.1(1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-8.0,-2.0,-5.0
flume-1.5.2(1.5.1).csv,0.0,0.0,-4.0
"flume-1.5.2(1.5.1,1.5.0).csv",-2.0,-4.0,1.0
"flume-1.5.2(1.5.1,1.5.0,1.4.0).csv",-4.0,0.0,0.0
"flume-1.5.2(1.5.1,1.5.0,1.4.0,1.3.1).csv",-14.0,-2.0,-7.0
"flume-1.5.2(1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",-29.0,-3.0,-6.0
"flume-1.5.2(1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-32.0,-5.0,2.0
flume-1.6.0(1.5.2).csv,0.0,0.0,-4.0
"flume-1.6.0(1.5.2,1.5.1).csv",-5.0,-1.0,-2.0
"flume-1.6.0(1.5.2,1.5.1,1.5.0).csv",-1.0,-5.0,0.0
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0).csv",-2.0,0.0,-3.0
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0,1.3.1).csv",-5.0,-13.0,2.0
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",-11.0,-7.0,0.0
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-13.0,-2.0,-5.0
flume-1.7.0(1.6.0).csv,-32.0,-5.0,2.0
"flume-1.7.0(1.6.0,1.5.2).csv",-4.0,1.0,-9.0
"flume-1.7.0(1.6.0,1.5.2,1.5.1).csv",-7.0,0.0,-2.0
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0).csv",-4.0,0.0,-1.0
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0).csv",-2.0,-6.0,-3.0
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1).csv",-2.0,-2.0,-4.0
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",-1.0,-6.0,-10.0
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-3.0,-5.0,0.0
flume-1.8.0(1.7.0).csv,-3.0,-5.0,1.0
"flume-1.8.0(1.7.0,1.6.0).csv",-1.0,-5.0,-19.0
"flume-1.8.0(1.7.0,1.6.0,1.5.2).csv",-7.0,-1.0,-1.0
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1).csv",-2.0,-2.0,1.0
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0).csv",-5.0,0.0,-1.0
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0).csv",-4.0,-1.0,-8.0
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1).csv",-5.0,-10.0,0.0
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",-3.0,-7.0,0.0
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-1.0,-1.0,-6.0
mahout-0.5(0.4).csv,-1.0,-2.0,-11.0
mahout-0.6(0.5).csv,0.0,0.0,-4.0
"mahout-0.6(0.5,0.4).csv",0.0,-2.0,1.0
mahout-0.7(0.6).csv,0.0,0.0,-2.0
"mahout-0.7(0.6,0.5).csv",0.0,0.0,0.0
"mahout-0.7(0.6,0.5,0.4).csv",0.0,-1.0,-2.0
mahout-0.8(0.7).csv,0.0,0.0,0.0
"mahout-0.8(0.7,0.6).csv",0.0,-1.0,1.0
"mahout-0.8(0.7,0.6,0.5).csv",0.0,-1.0,1.0
"mahout-0.8(0.7,0.6,0.5,0.4).csv",0.0,-1.0,-2.0
mahout-0.9(0.8).csv,0.0,0.0,0.0
"mahout-0.9(0.8,0.7).csv",0.0,-7.0,0.0
"mahout-0.9(0.8,0.7,0.6).csv",0.0,0.0,0.0
"mahout-0.9(0.8,0.7,0.6,0.5).csv",0.0,0.0,0.0
"mahout-0.9(0.8,0.7,0.6,0.5,0.4).csv",0.0,0.0,0.0
mahout-0.10.0(0.9).csv,-1.0,1.0,-3.0
"mahout-0.10.0(0.9,0.8).csv",0.0,0.0,-14.0
"mahout-0.10.0(0.9,0.8,0.7).csv",0.0,0.0,-10.0
"mahout-0.10.0(0.9,0.8,0.7,0.6).csv",0.0,0.0,-3.0
"mahout-0.10.0(0.9,0.8,0.7,0.6,0.5).csv",0.0,0.0,-1.0
"mahout-0.10.0(0.9,0.8,0.7,0.6,0.5,0.4).csv",0.0,-2.0,1.0
mahout-0.11.0(0.10.0).csv,-1.0,-8.0,-1.0
"mahout-0.11.0(0.10.0,0.9).csv",0.0,0.0,0.0
"mahout-0.11.0(0.10.0,0.9,0.8).csv",0.0,-1.0,-1.0
"mahout-0.11.0(0.10.0,0.9,0.8,0.7).csv",0.0,0.0,0.0
"mahout-0.11.0(0.10.0,0.9,0.8,0.7,0.6).csv",0.0,0.0,0.0
"mahout-0.11.0(0.10.0,0.9,0.8,0.7,0.6,0.5).csv",0.0,0.0,0.0
"mahout-0.11.0(0.10.0,0.9,0.8,0.7,0.6,0.5,0.4).csv",0.0,0.0,-2.0
mahout-0.12.0(0.11.0).csv,-7.0,-1.0,1.0
"mahout-0.12.0(0.11.0,0.10.0).csv",-3.0,1.0,0.0
"mahout-0.12.0(0.11.0,0.10.0,0.9).csv",-1.0,-3.0,2.0
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8).csv",0.0,0.0,-1.0
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7).csv",0.0,0.0,-2.0
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7,0.6).csv",0.0,0.0,-1.0
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5).csv",0.0,0.0,-7.0
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5,0.4).csv",0.0,0.0,-4.0
mahout-0.13.0(0.12.0).csv,-3.0,-1.0,1.0
"mahout-0.13.0(0.12.0,0.11.0).csv",-1.0,1.0,0.0
"mahout-0.13.0(0.12.0,0.11.0,0.10.0).csv",-4.0,-2.0,-5.0
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9).csv",-4.0,-4.0,-6.0
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8).csv",-1.0,1.0,0.0
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7).csv",0.0,0.0,0.0
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7,0.6).csv",0.0,0.0,-1.0
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5).csv",0.0,0.0,-4.0
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5,0.4).csv",0.0,0.0,-1.0
