fileName,Ranked1,Ranked2,Ranked3
zeppelin-0.6.0(0.5.6).csv,-22.0,-13.0,-15.0
zeppelin-0.6.1(0.6.0).csv,-31.0,0.0,-30.0
"zeppelin-0.6.1(0.6.0,0.5.6).csv",0.0,-2.0,-3.0
zeppelin-0.6.2(0.6.1).csv,-1.0,-11.0,-18.0
"zeppelin-0.6.2(0.6.1,0.6.0).csv",-11.0,-20.0,-11.0
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6).csv",0.0,-8.0,-18.0
zeppelin-0.7.0(0.6.2).csv,-1.0,-9.0,-4.0
"zeppelin-0.7.0(0.6.2,0.6.1).csv",-15.0,-13.0,-3.0
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0).csv",-11.0,-17.0,-1.0
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6).csv",-1.0,-7.0,-4.0
zeppelin-0.7.1(0.7.0).csv,0.0,-18.0,-38.0
"zeppelin-0.7.1(0.7.0,0.6.2).csv",-3.0,-3.0,-3.0
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1).csv",-5.0,-2.0,-2.0
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0).csv",-1.0,-2.0,-10.0
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",-2.0,1.0,-12.0
zeppelin-0.7.2(0.7.1).csv,-1.0,-3.0,-20.0
"zeppelin-0.7.2(0.7.1,0.7.0).csv",0.0,-2.0,-2.0
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2).csv",-3.0,-1.0,-15.0
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1).csv",-5.0,-3.0,1.0
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0).csv",-7.0,0.0,-2.0
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",0.0,-9.0,-2.0
zeppelin-0.7.3(0.7.2).csv,-3.0,-11.0,2.0
"zeppelin-0.7.3(0.7.2,0.7.1).csv",0.0,-1.0,-14.0
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0).csv",0.0,0.0,0.0
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2).csv",-13.0,-1.0,1.0
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1).csv",-11.0,1.0,-3.0
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0).csv",-6.0,-1.0,-2.0
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",-1.0,-2.0,-14.0
shiro-1.2.0(1.1.0).csv,-13.0,-29.0,-9.0
shiro-1.2.1(1.2.0).csv,-19.0,-33.0,-26.0
"shiro-1.2.1(1.2.0,1.1.0).csv",-29.0,1.0,-8.0
shiro-1.2.2(1.2.1).csv,0.0,-8.0,1.0
"shiro-1.2.2(1.2.1,1.2.0).csv",-2.0,-32.0,-34.0
"shiro-1.2.2(1.2.1,1.2.0,1.1.0).csv",-32.0,-26.0,-12.0
shiro-1.2.3(1.2.2).csv,-12.0,-2.0,-29.0
"shiro-1.2.3(1.2.2,1.2.1).csv",-17.0,-32.0,-35.0
"shiro-1.2.3(1.2.2,1.2.1,1.2.0).csv",-1.0,-34.0,-12.0
"shiro-1.2.3(1.2.2,1.2.1,1.2.0,1.1.0).csv",-29.0,-34.0,-8.0
shiro-1.2.4(1.2.3).csv,-29.0,-35.0,2.0
"shiro-1.2.4(1.2.3,1.2.2).csv",-8.0,-11.0,-21.0
"shiro-1.2.4(1.2.3,1.2.2,1.2.1).csv",0.0,-11.0,-22.0
"shiro-1.2.4(1.2.3,1.2.2,1.2.1,1.2.0).csv",-10.0,-20.0,1.0
"shiro-1.2.4(1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0.0,-2.0,0.0
shiro-1.2.5(1.2.4).csv,-22.0,-30.0,2.0
"shiro-1.2.5(1.2.4,1.2.3).csv",-29.0,-38.0,-1.0
"shiro-1.2.5(1.2.4,1.2.3,1.2.2).csv",-3.0,-9.0,-37.0
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1).csv",-11.0,-1.0,-23.0
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-12.0,-34.0,-1.0
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",-1.0,-16.0,-10.0
shiro-1.2.6(1.2.5).csv,-35.0,-38.0,-36.0
"shiro-1.2.6(1.2.5,1.2.4).csv",-3.0,-14.0,-9.0
"shiro-1.2.6(1.2.5,1.2.4,1.2.3).csv",-38.0,-29.0,-27.0
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2).csv",-1.0,-14.0,-31.0
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",-13.0,-13.0,-4.0
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-2.0,1.0,1.0
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",-1.0,-1.0,-28.0
shiro-1.3.0(1.2.6).csv,-37.0,-20.0,-32.0
"shiro-1.3.0(1.2.6,1.2.5).csv",-5.0,-10.0,-10.0
"shiro-1.3.0(1.2.6,1.2.5,1.2.4).csv",-5.0,-37.0,-10.0
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3).csv",-25.0,-3.0,-1.0
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2).csv",0.0,-35.0,1.0
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",-2.0,-15.0,-17.0
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-25.0,-14.0,-15.0
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",-21.0,-29.0,2.0
shiro-1.3.1(1.3.0).csv,-2.0,-4.0,2.0
"shiro-1.3.1(1.3.0,1.2.6).csv",-3.0,-1.0,-2.0
"shiro-1.3.1(1.3.0,1.2.6,1.2.5).csv",-7.0,-22.0,-27.0
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4).csv",-36.0,-8.0,1.0
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3).csv",-13.0,-9.0,1.0
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2).csv",-32.0,-5.0,-2.0
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",-4.0,-5.0,-26.0
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-1.0,-6.0,2.0
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0.0,-4.0,-8.0
maven-2.2.1(2.2.0).csv,0.0,0.0,0.0
maven-3.0.0(2.2.1).csv,0.0,0.0,0.0
"maven-3.0.0(2.2.1,2.2.0).csv",0.0,0.0,0.0
maven-3.0.1(3.0.0).csv,-1.0,1.0,-4.0
"maven-3.0.1(3.0.0,2.2.1).csv",-3.0,-4.0,2.0
"maven-3.0.1(3.0.0,2.2.1,2.2.0).csv",-1.0,-2.0,2.0
maven-3.0.2(3.0.1).csv,-2.0,-12.0,-3.0
"maven-3.0.2(3.0.1,3.0.0).csv",-4.0,1.0,1.0
"maven-3.0.2(3.0.1,3.0.0,2.2.1).csv",-2.0,0.0,-4.0
"maven-3.0.2(3.0.1,3.0.0,2.2.1,2.2.0).csv",-1.0,-3.0,-14.0
maven-3.0.3(3.0.2).csv,0.0,-29.0,-5.0
"maven-3.0.3(3.0.2,3.0.1).csv",-21.0,-28.0,1.0
"maven-3.0.3(3.0.2,3.0.1,3.0.0).csv",-1.0,-1.0,-7.0
"maven-3.0.3(3.0.2,3.0.1,3.0.0,2.2.1).csv",-1.0,-1.0,2.0
"maven-3.0.3(3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-23.0,1.0,1.0
maven-3.0.4(3.0.3).csv,-8.0,-19.0,-16.0
"maven-3.0.4(3.0.3,3.0.2).csv",-4.0,-13.0,-6.0
"maven-3.0.4(3.0.3,3.0.2,3.0.1).csv",-22.0,-24.0,-19.0
"maven-3.0.4(3.0.3,3.0.2,3.0.1,3.0.0).csv",-1.0,-16.0,-1.0
"maven-3.0.4(3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-1.0,-11.0,0.0
"maven-3.0.4(3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-13.0,-1.0,1.0
maven-3.0.5(3.0.4).csv,-4.0,-37.0,-23.0
"maven-3.0.5(3.0.4,3.0.3).csv",-30.0,1.0,0.0
"maven-3.0.5(3.0.4,3.0.3,3.0.2).csv",-18.0,-29.0,-15.0
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1).csv",-18.0,-18.0,1.0
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1,3.0.0).csv",-11.0,-18.0,-28.0
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-17.0,0.0,-22.0
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-9.0,-1.0,-29.0
maven-3.1.0(3.0.5).csv,-10.0,-8.0,-14.0
"maven-3.1.0(3.0.5,3.0.4).csv",-5.0,-27.0,-7.0
"maven-3.1.0(3.0.5,3.0.4,3.0.3).csv",-5.0,-3.0,-12.0
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2).csv",-5.0,1.0,-1.0
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1).csv",-4.0,-8.0,-34.0
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0).csv",-6.0,-7.0,-19.0
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-6.0,0.0,-1.0
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-4.0,-1.0,-24.0
maven-3.1.1(3.1.0).csv,-2.0,-27.0,1.0
"maven-3.1.1(3.1.0,3.0.5).csv",-7.0,1.0,1.0
"maven-3.1.1(3.1.0,3.0.5,3.0.4).csv",0.0,0.0,-37.0
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3).csv",-2.0,-2.0,2.0
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2).csv",-3.0,1.0,1.0
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1).csv",-10.0,-10.0,-5.0
