fileName,accuracy,precision,recall,F1,AUC,ER,RI,MCC,AP,RR,Popt,ACC
activemq-5.1.0(5.0.0).csv,0.8228882833787471,0.17391304347826098,0.752941176470588,0.282560706401766,0.8907327731092439,0.7336512261580379,2.75447570332481,0.30404525971088503,0.45397110577022903,1.0,-0.32004361234836,0.0505208333333333
activemq-5.2.0(5.1.0).csv,0.882878151260504,0.203125,0.732394366197183,0.318042813455657,0.885126361002897,0.8164188752424051,4.44718309859155,0.344964441904907,0.373050772850502,0.33333333333333304,-0.25900217104952,0.049620253164556996
"activemq-5.2.0(5.1.0,5.0.0).csv",0.825105042016807,0.149732620320856,0.788732394366197,0.251685393258427,0.89753962948449,0.7509566326530609,3.01536491677337,0.2934120226044,0.407568881931446,1.0,-0.26436755547242896,0.049620253164556996
activemq-5.3.0(5.2.0).csv,0.8803602058319041,0.232484076433121,0.6576576576576579,0.343529411764706,0.8846717045726501,0.795260696914871,3.8842600562345804,0.342530897102647,0.32388719948801503,0.5,-0.263043233234092,0.046254604993860006
"activemq-5.3.0(5.2.0,5.1.0).csv",0.888078902229846,0.24137931034482799,0.630630630630631,0.34912718204488796,0.8794634346187701,0.802805684881157,4.0711401056228596,0.34298441687334397,0.328654079800172,1.0,-0.269473283920209,0.0442079410560786
"activemq-5.3.0(5.2.0,5.1.0,5.0.0).csv",0.798456260720412,0.165735567970205,0.801801801801802,0.274691358024691,0.8729247031813441,0.7128037851484961,2.4819400405992598,0.30348233158794297,0.30098794095838105,0.33333333333333304,-0.26748376752291697,0.0466639377814163
activemq-5.8.0(5.3.0).csv,0.7303305059959051,0.144268774703557,0.722772277227723,0.24052718286655703,0.794469049018672,0.590475465468955,1.44185614213595,0.234274110280648,0.196220456965533,0.0526315789473684,-0.295900374984219,0.0505385252692626
"activemq-5.8.0(5.3.0,5.2.0).csv",0.763673588768646,0.156462585034014,0.6831683168316829,0.254612546125461,0.801630878039622,0.622391495097728,1.6482454367885802,0.243526426110542,0.207228959719834,0.05,-0.31433058546607695,0.0497100248550124
"activemq-5.8.0(5.3.0,5.2.0,5.1.0).csv",0.7821000292483179,0.16273291925465802,0.6485148514851489,0.26017874875868896,0.800274377764167,0.636941295722824,1.7543754996617702,0.243959568482744,0.20845160732507798,0.0526315789473684,-0.322147832750331,0.0472245236122618
"activemq-5.8.0(5.3.0,5.2.0,5.1.0,5.0.0).csv",0.75051184556888,0.15187165775401099,0.7029702970297029,0.249780123131047,0.80479937953385,0.610976770244162,1.57054058347011,0.24145117722575896,0.201574481618124,0.0476190476190476,-0.321397407102948,0.0497100248550124
camel-2.9.0(1.4.0).csv,0.787605553170173,0.0813802083333333,0.631313131313131,0.144175317185698,0.782706279171149,0.651778445684843,1.87173492739899,0.16968035033213197,0.13288335067504,0.33333333333333304,-0.0906925834510695,0.0450939457202505
camel-2.10.0(2.9.0).csv,0.8917312661498709,0.153234960272418,0.594713656387665,0.24368231046931402,0.839711607076369,0.8086065652215519,4.22483961457495,0.263192805617599,0.16201703908569,0.0909090909090909,-0.0950304070478207,0.0460650182000753
"camel-2.10.0(2.9.0,1.4.0).csv",0.848837209302326,0.122497998398719,0.6740088105726869,0.207317073170732,0.846712980906517,0.760582493117833,3.17680399826469,0.24222673172837803,0.17668016178318102,0.1,-0.0849533582190065,0.044935358353207
