fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
eclipse-2.1(2.0).csv,-2.0,1.0,1.0,0.0,1.0
eclipse-3.0(2.1).csv,-200.0,-200.0,1.0,0.0,0.2
"eclipse-3.0(2.1,2.0).csv",0.0,0.0,-9.0,1.0,0.5
