fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
ant-1.4(1.3).csv,-1,-6,-7,0.0,0.2
ant-1.5(1.4).csv,-15,-9,-2,0.0,0.0
"ant-1.5(1.4,1.3).csv",0,-2,-3,1.0,0.2
ant-1.6(1.5).csv,-1,-5,-3,0.0,0.2
"ant-1.6(1.5,1.4).csv",-3,-5,1,0.0,0.2
"ant-1.6(1.5,1.4,1.3).csv",-1,-5,-15,0.0,0.2
ant-1.7(1.6).csv,-13,-13,2,0.0,0.2
"ant-1.7(1.6,1.5).csv",-2,-3,-12,0.0,0.2
"ant-1.7(1.6,1.5,1.4).csv",-8,-10,-5,0.0,0.0
"ant-1.7(1.6,1.5,1.4,1.3).csv",-2,-2,-8,0.0,0.2
camel-1.2(1.0).csv,-18,1,-12,0.0,0.2
camel-1.4(1.2).csv,-2,-5,-5,0.0,0.2
"camel-1.4(1.2,1.0).csv",-15,-10,-10,0.0,0.0
camel-1.6(1.4).csv,0,-3,-15,1.0,0.2
"camel-1.6(1.4,1.2).csv",-15,-12,-6,0.0,0.0
"camel-1.6(1.4,1.2,1.0).csv",-1,-10,-10,0.0,0.2
jedit-4.0(3.2).csv,-7,-4,-13,0.0,0.0
jedit-4.1(4.0).csv,-4,1,-7,0.0,0.2
"jedit-4.1(4.0,3.2).csv",-16,-9,-4,0.0,0.0
jedit-4.2(4.1).csv,-10,-10,-7,0.0,0.0
"jedit-4.2(4.1,4.0).csv",-9,-1,-9,0.0,0.2
"jedit-4.2(4.1,4.0,3.2).csv",-7,-15,1,0.0,0.2
jedit-4.3(4.2).csv,-13,-1,-5,0.0,0.2
"jedit-4.3(4.2,4.1).csv",-3,-5,-11,0.0,0.0
"jedit-4.3(4.2,4.1,4.0).csv",-1,-6,-2,0.0,0.2
"jedit-4.3(4.2,4.1,4.0,3.2).csv",0,-6,-2,1.0,0.2
log4j-1.1(1.0).csv,-17,-10,2,0.0,0.2
log4j-1.2(1.1).csv,-19,-6,2,0.0,0.2
"log4j-1.2(1.1,1.0).csv",-8,-6,-1,0.0,0.0
lucene-2.2(2.0).csv,-17,-9,-9,0.0,0.0
lucene-2.4(2.2).csv,-10,-12,-4,0.0,0.0
"lucene-2.4(2.2,2.0).csv",-7,-2,-2,0.0,0.0
pbeans-2.0(1.0).csv,0,-9,-1,1.0,0.2
poi-2.0(1.5).csv,-11,-5,-6,0.0,0.0
poi-2.5(2.0).csv,-12,1,-12,0.0,0.2
"poi-2.5(2.0,1.5).csv",-8,-8,-16,0.0,0.0
poi-3.0(2.5).csv,-17,-5,-1,0.0,0.0
"poi-3.0(2.5,2.0).csv",-19,-9,-9,0.0,0.0
"poi-3.0(2.5,2.0,1.5).csv",-14,-8,-2,0.0,0.0
synapse-1.1(1.0).csv,-15,-13,-7,0.0,0.0
synapse-1.2(1.1).csv,0,-1,1,1.0,1.0
"synapse-1.2(1.1,1.0).csv",-4,1,-4,0.0,0.2
velocity-1.5(1.4).csv,-3,-3,-3,0.0,0.0
velocity-1.6(1.5).csv,-7,-2,-4,0.0,0.0
"velocity-1.6(1.5,1.4).csv",-6,-2,-15,0.0,0.0
xalan-2.5(2.4).csv,-10,1,-12,0.0,0.2
xalan-2.6(2.5).csv,-9,-1,-13,0.0,0.2
"xalan-2.6(2.5,2.4).csv",-5,1,-2,0.0,0.2
xalan-2.7(2.6).csv,-15,-18,-4,0.0,0.0
"xalan-2.7(2.6,2.5).csv",-6,-17,-6,0.0,0.0
"xalan-2.7(2.6,2.5,2.4).csv",-7,-5,-6,0.0,0.0
xerces-1.2(0.init).csv,-2,-14,-10,0.0,0.2
xerces-1.3(1.2).csv,-9,-17,1,0.0,0.2
"xerces-1.3(1.2,0.init).csv",-3,-11,-13,0.0,0.0
xerces-1.4(1.3).csv,-13,-11,-9,0.0,0.0
"xerces-1.4(1.3,1.2).csv",-1,-9,-12,0.0,0.2
"xerces-1.4(1.3,1.2,0.init).csv",-2,-4,-12,0.0,0.2
