fileName,F1,AUC,ER,RI,AP,RR,Popt,ACC
ant-1.4(1.3).csv,0.311284046692607,0.5,0,0,0.246905421825021,0.43554914706150905,0.5,0.2
ant-1.5(1.4).csv,0.1807909604519774,0.5,0,0,0.1265027501683573,0.2744802519837992,0.5,0.2
"ant-1.5(1.4,1.3).csv",0.1807909604519774,0.5,0,0,0.1265027501683573,0.2744802519837992,0.5,0.2
ant-1.6(1.5).csv,0.3445692883895131,0.5,0,0,0.27434004741139073,0.477056266010859,0.5,0.2
"ant-1.6(1.5,1.4).csv",0.3445692883895131,0.5,0,0,0.27434004741139073,0.477056266010859,0.5,0.2
"ant-1.6(1.5,1.4,1.3).csv",0.3445692883895131,0.5,0,0,0.27434004741139073,0.477056266010859,0.5,0.2
ant-1.7(1.6).csv,0.30970149253731344,0.5,0,0,0.23081579700293556,0.43256799469277646,0.5,0.2
"ant-1.7(1.6,1.5).csv",0.30970149253731344,0.5,0,0,0.23081579700293556,0.43256799469277646,0.5,0.2
"ant-1.7(1.6,1.5,1.4).csv",0.30970149253731344,0.5,0,0,0.23081579700293556,0.43256799469277646,0.5,0.2
"ant-1.7(1.6,1.5,1.4,1.3).csv",0.30970149253731344,0.5,0,0,0.23081579700293556,0.43256799469277646,0.5,0.2
camel-1.2(1.0).csv,0.4227005870841487,0.5,0,0,0.3725140610258838,0.5806125782677475,0.5,0.2
camel-1.4(1.2).csv,0.2564102564102564,0.5,0,0,0.1786329081154645,0.3665368186045251,0.5,0.2
"camel-1.4(1.2,1.0).csv",0.2564102564102564,0.5,0,0,0.1786329081154645,0.3665368186045251,0.5,0.2
camel-1.6(1.4).csv,0.2885648503453569,0.5,0,0,0.20832287737821562,0.406159471239835,0.5,0.2
"camel-1.6(1.4,1.2).csv",0.2885648503453569,0.5,0,0,0.20832287737821562,0.406159471239835,0.5,0.2
"camel-1.6(1.4,1.2,1.0).csv",0.2885648503453569,0.5,0,0,0.20832287737821562,0.406159471239835,0.5,0.2
jedit-4.0(3.2).csv,0.33860045146726864,0.5,0,0,0.26937307080434414,0.4695450310428235,0.5,0.2
jedit-4.1(4.0).csv,0.34497816593886466,0.5,0,0,0.2763485921686624,0.4776805563376801,0.5,0.2
"jedit-4.1(4.0,3.2).csv",0.34497816593886466,0.5,0,0,0.2763485921686624,0.4776805563376801,0.5,0.2
jedit-4.2(4.1).csv,0.20935412026726058,0.5,0,0,0.1457533882637629,0.30938685404208166,0.5,0.2
"jedit-4.2(4.1,4.0).csv",0.20935412026726058,0.5,0,0,0.1457533882637629,0.30938685404208166,0.5,0.2
