fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
activemq-5.1.0(5.0.0).csv,-7,-26,-4,0.0,0.0
activemq-5.2.0(5.1.0).csv,-13,-22,-18,0.0,0.0
"activemq-5.2.0(5.1.0,5.0.0).csv",-10,-13,-3,0.0,0.0
activemq-5.3.0(5.2.0).csv,-22,0,-7,0.0,0.2
"activemq-5.3.0(5.2.0,5.1.0).csv",-1,-8,2,0.0,0.5
"activemq-5.3.0(5.2.0,5.1.0,5.0.0).csv",0,-18,-21,1.0,0.2
activemq-5.8.0(5.3.0).csv,-20,-3,-5,0.0,0.0
"activemq-5.8.0(5.3.0,5.2.0).csv",-16,-8,2,0.0,0.2
"activemq-5.8.0(5.3.0,5.2.0,5.1.0).csv",-6,-16,1,0.0,0.2
"activemq-5.8.0(5.3.0,5.2.0,5.1.0,5.0.0).csv",-21,-7,-7,0.0,0.0
camel-2.9.0(1.4.0).csv,-15,-7,-50,0.0,0.0
camel-2.10.0(2.9.0).csv,-15,-17,-4,0.0,0.0
"camel-2.10.0(2.9.0,1.4.0).csv",-8,1,0,0.0,0.5
camel-2.11.0(2.10.0).csv,-15,1,-6,0.0,0.2
"camel-2.11.0(2.10.0,2.9.0).csv",-10,-4,1,0.0,0.2
"camel-2.11.0(2.10.0,2.9.0,1.4.0).csv",-1,-14,0,0.0,0.5
derby-10.3.1.4(10.2.1.6).csv,-2,-44,1,0.0,0.5
derby-10.5.1.1(10.3.1.4).csv,-12,-13,-3,0.0,0.0
"derby-10.5.1.1(10.3.1.4,10.2.1.6).csv",-1,-9,0,0.0,0.5
groovy-1.6.BETA1(1.5.7).csv,-1,-28,-9,0.0,0.2
groovy-1.6.BETA2(1.6.BETA1).csv,-3,-19,-3,0.0,0.0
"groovy-1.6.BETA2(1.6.BETA1,1.5.7).csv",-13,-6,-16,0.0,0.0
hbase-0.95.0(0.94.0).csv,-1,-6,-7,0.0,0.2
hbase-0.95.2(0.95.0).csv,0,-3,-6,1.0,0.2
"hbase-0.95.2(0.95.0,0.94.0).csv",-2,-2,1,0.0,0.5
hive-0.10.0(0.9.0).csv,-40,-14,-19,0.0,0.0
hive-0.12.0(0.10.0).csv,-19,-7,2,0.0,0.2
"hive-0.12.0(0.10.0,0.9.0).csv",-13,-29,-4,0.0,0.0
jruby-1.4.0(1.1.0).csv,-42,-12,-28,0.0,0.0
jruby-1.5.0(1.4.0).csv,-33,1,-3,0.0,0.2
"jruby-1.5.0(1.4.0,1.1.0).csv",-2,-4,-52,0.0,0.2
jruby-1.7.0.preview1(1.5.0).csv,-54,-15,2,0.0,0.2
"jruby-1.7.0.preview1(1.5.0,1.4.0).csv",-4,-2,1,0.0,0.2
"jruby-1.7.0.preview1(1.5.0,1.4.0,1.1.0).csv",-1,1,-50,0.0,0.5
lucene-2.9.0(2.3.0).csv,0,-23,0,1.0,0.5
lucene-3.0.0(2.9.0).csv,0,-5,-39,1.0,0.2
"lucene-3.0.0(2.9.0,2.3.0).csv",0,-25,0,1.0,0.5
lucene-3.1.0(3.0.0).csv,-6,-1,1,0.0,0.5
"lucene-3.1.0(3.0.0,2.9.0).csv",-4,0,-14,0.0,0.2
"lucene-3.1.0(3.0.0,2.9.0,2.3.0).csv",-1,1,-3,0.0,0.5
wicket-1.3.0.beta2(1.3.0.beta1).csv,-2,-8,-14,0.0,0.2
wicket-1.5.3.0(1.3.0.beta2).csv,-40,-22,2,0.0,0.2
"wicket-1.5.3.0(1.3.0.beta2,1.3.0.beta1).csv",-2,-2,-3,0.0,0.2
