"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","6.31","3.59","3.36","7.51","4.95","3.05","22.56","4.14","2.67"
"ECLIPSE-2007","4.35","3.87","1.88","3.33","2.79","1.2","39.07","2.72","1.9"
"ECLIPSE-2007","[1.29,8.91]","[0.09,6.14]","[1.54,4.61]","[3.88,9.69]","[1.72,6.56]","[2.15,3.8]","[0,45.12]","[2.08,5.86]","[0.75,3.94]"
"Metrics-Repo-2010","54.63","587.39","35.91","43.38","39.93","29.03","33.62","73.55","60.64"
"Metrics-Repo-2010","91.47","4275.53","64.44","70.41","67.15","40.57","90.62","339.89","262.51"
"Metrics-Repo-2010","[38.14,96.85]","[18.94,3417.32]","[23.91,59.67]","[29.33,68.66]","[28.18,66.25]","[20.91,42.21]","[15.46,69.62]","[24.76,246.4]","[17.78,168.1]"
"JIRA-HA-2019","16.05","20.29","10.52","18.24","13.47","98.21","367.25","27.98","10.89"
"JIRA-HA-2019","23.18","57.1","23.27","22.69","24.49","509.27","1215.29","78.26","22.17"
"JIRA-HA-2019","[10.6,25.56]","[9.26,49.23]","[5.62,20.71]","[12.63,27.16]","[8,24.01]","[14.72,422.1]","[106.73,1130.38]","[14.46,78.32]","[6.36,21.52]"
"JIRA-RA-2019","64.21","177.11","26.31","108.35","26.51","28.36","22.25","76.61","16.07"
"JIRA-RA-2019","227.27","942.93","86.11","438.91","69.02","62.56","50.95","341.24","29.22"
"JIRA-RA-2019","[17.98,198.48]","[23.26,954.97]","[8.91,74.9]","[19.39,449.69]","[11.54,59.66]","[15,66.35]","[10.44,40.88]","[20.9,343.03]","[9.34,27.81]"
"MA-SZZ-2020","79.76","10.43","6","13.45","10.53","13.52","97.23","155.3","64.06"
"MA-SZZ-2020","653.15","41.02","10.29","19.98","13.83","19.01","389.78","1121.25","414.11"
"MA-SZZ-2020","[25.18,251.92]","[6.84,23.74]","[4.89,7.98]","[11.26,17.38]","[8.94,12.74]","[11.46,16.68]","[62.29,208.08]","[68.28,458.68]","[32.43,210.38]"
"IND-JLMIV+R-2020","13.73","7.19","4.66","14.57","11.14","20.9","166.55","9.77","7.38"
"IND-JLMIV+R-2020","14.05","18.54","5.37","14.53","12.27","49.14","566.41","11.38","10.93"
"IND-JLMIV+R-2020","[12.4,15.71]","[5.64,9.93]","[4.1,5.33]","[13.19,16.48]","[9.94,12.89]","[17.29,31.41]","[116.26,265.51]","[8.59,11.28]","[6.34,8.78]"
