"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","46.81","1.06","0.22","0.92","1.77","0.52","0","2.14","2.51"
"ECLIPSE-2007","71.08","0.72","0.22","0.9","1.37","0.23","0","2.38","2.01"
"ECLIPSE-2007","[1.29,128.72]","[0.23,1.49]","[0.08,0.35]","[0.38,1.96]","[0.31,2.67]","[0.25,0.66]","[0,0]","[0.75,3.52]","[0.78,3.82]"
"Metrics-Repo-2010","253.71","13.22","24.55","34.51","30.8","21.52","32.33","181.25","52.64"
"Metrics-Repo-2010","824.34","25.35","47.9","55.18","42.93","50.49","86.66","550.51","76.88"
"Metrics-Repo-2010","[123.55,667.99]","[8.99,23.93]","[15.12,43.98]","[23.07,54.06]","[21.9,44.54]","[13.32,51.13]","[14.7,62.1]","[95.51,498.27]","[37.66,78.61]"
"JIRA-HA-2019","18.68","2.01","1.97","10.61","7.85","6.1","5.85","20.43","93.16"
"JIRA-HA-2019","32.43","2.62","4.94","12.34","8.26","10.5","21.93","31.43","405.53"
"JIRA-HA-2019","[12.47,34.52]","[1.3,3]","[1.1,4.96]","[7.74,16.83]","[5.6,10.77]","[4.08,13.17]","[1.43,17.62]","[13.19,33.57]","[22.55,418.36]"
"JIRA-RA-2019","304.12","25.4","86.28","825.84","150.43","9.63","4.14","42.81","41.49"
"JIRA-RA-2019","1700.06","132.06","505.89","5184.9","883.43","24.08","26.85","126.79","74.95"
"JIRA-RA-2019","[33.04,1592.66]","[4.17,108.66]","[1.8,398.01]","[10.99,4030.6]","[10.74,701.72]","[4.84,24.72]","[0,12.43]","[19.6,127.47]","[25.72,78.37]"
"MA-SZZ-2020","21.97","1.37","1.83","7.64","8.73","3.26","8","55.56","72.53"
"MA-SZZ-2020","92.7","2.28","2.58","13.16","16.9","5.21","36.32","242.67","212.56"
"MA-SZZ-2020","[13.97,44.05]","[1.08,1.74]","[1.5,2.23]","[6.16,10.25]","[6.71,11.73]","[2.61,4.16]","[4.11,14.84]","[32.57,111.57]","[48,108.14]"
"IND-JLMIV+R-2020","142.89","3.89","2.8","84.56","126.63","11.69","90.01","87.07","80.73"
"IND-JLMIV+R-2020","524.69","7.82","4.4","387.91","696.45","18.31","428.84","357.51","178.8"
"IND-JLMIV+R-2020","[103.28,254.26]","[3.26,5.21]","[2.35,3.48]","[52.54,149.11]","[68.48,258.87]","[10.06,14.54]","[56.91,164.93]","[60.12,171.79]","[62.1,106.09]"
