"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","3.35","0.36","0.22","0.92","1.77","0.33","0","0.58","1.91"
"ECLIPSE-2007","3.02","0.26","0.22","0.9","1.37","0.15","0","0.62","1.27"
"ECLIPSE-2007","[0.52,6.53]","[0.07,0.53]","[0.08,0.35]","[0.38,1.96]","[0.31,2.67]","[0.16,0.42]","[0,0]","[0.22,0.94]","[0.59,2.75]"
"Metrics-Repo-2010","21.37","3.67","24.55","34.51","30.8","5.6","25.12","26.14","21.54"
"Metrics-Repo-2010","25.7","5.68","47.9","55.18","42.93","7.28","97.65","45.6","23.51"
"Metrics-Repo-2010","[15.89,29.03]","[2.65,5.87]","[15.12,43.98]","[23.02,54.05]","[21.85,44.54]","[4.13,8.14]","[10.23,76.14]","[17.9,43.09]","[16.11,27.82]"
"JIRA-HA-2019","9.33","0.8","1.97","10.61","7.85","5.16","5.13","1.8","11.12"
"JIRA-HA-2019","11.36","1.05","4.94","12.34","8.26","9.15","19.18","2.3","31.97"
"JIRA-HA-2019","[6.22,13.07]","[0.52,1.21]","[1.1,4.96]","[7.74,16.75]","[5.61,10.77]","[3.38,11.25]","[0,12.82]","[1.24,2.84]","[5.32,35.94]"
"JIRA-RA-2019","16.86","2.9","86.28","825.84","150.43","6.76","2.38","3.81","12.64"
"JIRA-RA-2019","45.25","8.23","505.89","5184.9","883.43","16.13","15.43","5.72","17.8"
"JIRA-RA-2019","[8.42,44.54]","[1.37,7.81]","[1.79,398.01]","[10.99,4030.6]","[10.6,701.72]","[3.68,18.12]","[0,7.14]","[2.54,6.2]","[8.87,21.42]"
"MA-SZZ-2020","6.91","0.53","1.83","7.64","8.73","2.33","2.58","3.13","13.99"
"MA-SZZ-2020","13.01","0.8","2.58","13.16","16.9","4.17","11.68","6.38","23.5"
"MA-SZZ-2020","[5.43,9.26]","[0.43,0.66]","[1.5,2.23]","[6.16,10.25]","[6.71,11.73]","[1.83,3.07]","[1.34,4.77]","[2.51,4.45]","[11.29,18.07]"
"IND-JLMIV+R-2020","36.5","1.43","2.8","84.56","126.63","9.2","29.92","4.35","15.75"
"IND-JLMIV+R-2020","47","2.03","4.4","387.91","696.45","12.18","75.47","4.51","28.65"
"IND-JLMIV+R-2020","[31.22,42.93]","[1.25,1.73]","[2.34,3.48]","[52.5,149.11]","[68.44,258.54]","[8,10.95]","[23.15,40.8]","[3.93,4.96]","[13.02,19.95]"
