"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","23.24","1.2","1","3.24","3.63","1.62","115.17","0.77","0.47"
"ECLIPSE-2007","17.4","1.1","0.63","1.99","1.26","2.36","197.62","0.47","0.31"
"ECLIPSE-2007","[3.18,33.61]","[0.49,1.87]","[0.45,1.41]","[1.6,4.52]","[2.18,4.38]","[0.23,2.99]","[0,343.36]","[0.42,1.07]","[0.11,0.66]"
"Metrics-Repo-2010","60.99","17.22","12.78","19.03","21.72","14.14","52.82","41.83","39.14"
"Metrics-Repo-2010","100.99","36.94","22.09","26.81","22.83","17.37","145.45","220.74","112.11"
"Metrics-Repo-2010","[42.01,96.3]","[11.11,39.27]","[8.79,22.45]","[14.12,29.84]","[17.02,30.22]","[10.63,20.13]","[25.83,107.49]","[11.25,185.46]","[22.18,111.85]"
"JIRA-HA-2019","21.93","10.69","1.91","11","11.21","8.78","32.73","4.4","5.1"
"JIRA-HA-2019","53.35","43.67","3.34","11.74","17.07","14.53","70.23","4.95","8.51"
"JIRA-HA-2019","[11.76,51.47]","[3.35,45.27]","[1.17,3.35]","[7.71,15]","[7.56,19.35]","[5.59,15.86]","[16.72,61.88]","[3.1,6.47]","[2.98,9.33]"
"JIRA-RA-2019","13.63","7.62","2.02","12.24","9.53","7.71","111.66","6.74","6.11"
"JIRA-RA-2019","17.15","20.97","2.08","11.85","10.09","9.4","429.04","15.77","11.97"
"JIRA-RA-2019","[9.68,20.62]","[3.95,23.68]","[1.52,2.87]","[9.49,16.77]","[7.13,13.29]","[5.54,11.3]","[32.31,413.2]","[3.81,16.18]","[3.53,11.76]"
"MA-SZZ-2020","1.45","1.53","0.33","1.73","1.24","1.39","3.58","7.6","11.17"
"MA-SZZ-2020","2.1","14.01","0.63","2.52","1.73","3.18","15.46","17.21","18.77"
"MA-SZZ-2020","[1.19,1.79]","[0.49,6.31]","[0.25,0.43]","[1.44,2.13]","[1.04,1.51]","[1.07,1.94]","[1.96,6.2]","[5.82,10.87]","[9.21,14.63]"
"IND-JLMIV+R-2020","61.85","2.28","0.66","12.61","15.35","7.32","41.05","6.74","5.59"
"IND-JLMIV+R-2020","877.67","4.83","1.38","44.51","74.68","9.76","306.98","7.25","10.4"
"IND-JLMIV+R-2020","[10.05,264.35]","[1.8,2.9]","[0.52,0.87]","[8.87,20.91]","[9.67,31.75]","[6.26,8.57]","[19.51,111.05]","[6.05,7.66]","[4.62,6.97]"
