"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","3.94","3.02","2.46","7.57","5.24","2.55","0","5.01","5.07"
"ECLIPSE-2007","0.16","0.6","0.43","0.81","1.01","0.32","0","0.21","0.55"
"ECLIPSE-2007","[3.76,4.04]","[2.34,3.39]","[2.07,2.75]","[6.93,8.09]","[4.61,5.83]","[2.22,2.77]","[0,0]","[4.79,5.15]","[4.54,5.44]"
"Metrics-Repo-2010","18.16","10.47","37.22","46.06","29.55","10.78","2.41","13.76","18.53"
"Metrics-Repo-2010","18.36","10.9","61.53","62.93","31.75","15.52","13.25","15.93","20.17"
"Metrics-Repo-2010","[13.77,23.72]","[8.08,13.46]","[25,62.44]","[32.79,68.22]","[21.99,39.3]","[7.65,16.13]","[0,7.4]","[10.27,18.58]","[14.61,24.93]"
"JIRA-HA-2019","13.46","5.51","2.72","17.66","13.99","9.72","0","8.95","14.34"
"JIRA-HA-2019","19.19","4.52","2.67","15.63","21.28","10.39","0","7.52","15.85"
"JIRA-HA-2019","[9.46,22.96]","[4.26,7.28]","[2.02,3.72]","[13.34,23.28]","[9.73,25.12]","[6.81,13.29]","[0,0]","[6.91,11.8]","[10.06,19.89]"
"JIRA-RA-2019","10.59","4.4","3.49","17.61","11.39","8.83","0.59","7.06","15.38"
"JIRA-RA-2019","9.56","3.87","3.2","14.47","9.09","7","2.61","6.04","14.07"
"JIRA-RA-2019","[8.05,14]","[3.26,5.63]","[2.52,4.63]","[13.51,22.2]","[8.69,13.98]","[6.73,10.92]","[0,1.74]","[5.44,9.13]","[12.01,20.81]"
"MA-SZZ-2020","2.96","0.87","2.04","8.25","3.79","3.73","3.79","1.77","5.35"
"MA-SZZ-2020","4.58","1.28","2.32","8.6","5.41","7.77","16","2.26","7.63"
"MA-SZZ-2020","[2.32,3.78]","[0.69,1.09]","[1.68,2.39]","[6.96,9.73]","[3.01,4.81]","[2.68,5.28]","[1.89,7.15]","[1.45,2.14]","[4.3,6.75]"
"IND-JLMIV+R-2020","6.28","2.64","2.07","24.97","7.56","7.34","5.8","5.47","15.9"
"IND-JLMIV+R-2020","6.45","3.45","1.73","22.95","26.02","7.55","26.91","5.2","11.8"
"IND-JLMIV+R-2020","[5.53,7.07]","[2.23,3.01]","[1.89,2.3]","[23.34,29.64]","[5.86,15.11]","[6.45,8.25]","[3.55,10.23]","[4.96,6.15]","[14.66,17.21]"
