Dataset,Ranked,shiftA,shiftB,shiftC,other,OOM
ECLIPSE-2007,Ranked1,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
Metrics-Repo-2010,Ranked1,0.07017543859649122,0.12280701754385964,0.45614035087719296,0.19298245614035087,0.15789473684210525
JIRA-HA-2019,Ranked1,0.05128205128205128,0.2564102564102564,0.358974358974359,0.1282051282051282,0.20512820512820512
JIRA-RA-2019,Ranked1,0.047619047619047616,0.11904761904761904,0.38095238095238093,0.16666666666666666,0.2857142857142857
MA-SZZ-2020,Ranked1,0.07804878048780488,0.14634146341463414,0.5317073170731708,0.05365853658536585,0.1902439024390244
ECLIPSE-2007,Ranked2,0.0,0.0,0.0,0.0,1.0
Metrics-Repo-2010,Ranked2,0.14285714285714285,0.19642857142857142,0.14285714285714285,0.17857142857142858,0.3392857142857143
JIRA-HA-2019,Ranked2,0.15384615384615385,0.20512820512820512,0.07692307692307693,0.2564102564102564,0.3076923076923077
JIRA-RA-2019,Ranked2,0.07142857142857142,0.40476190476190477,0.07142857142857142,0.21428571428571427,0.23809523809523808
MA-SZZ-2020,Ranked2,0.18536585365853658,0.3024390243902439,0.15609756097560976,0.11219512195121951,0.24390243902439024
ECLIPSE-2007,Ranked3,0.0,0.0,0.0,0.0,1.0
Metrics-Repo-2010,Ranked3,0.14285714285714285,0.25,0.08928571428571429,0.25,0.26785714285714285
JIRA-HA-2019,Ranked3,0.2564102564102564,0.0,0.10256410256410256,0.28205128205128205,0.358974358974359
JIRA-RA-2019,Ranked3,0.3333333333333333,0.11904761904761904,0.09523809523809523,0.2619047619047619,0.19047619047619047
MA-SZZ-2020,Ranked3,0.1902439024390244,0.13658536585365855,0.07804878048780488,0.32682926829268294,0.2682926829268293
