issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
MNG-1388,Bug,Unresolved,Reopened,2005/11/1 23:04,
MNG-1390,Bug,Not A Problem,Closed,2005/11/2 4:24,2010/3/27 15:28
MNG-1393,Improvement,Incomplete,Closed,2005/11/2 12:43,2007/6/15 18:05
MNG-1394,Bug,Fixed,Closed,2005/11/2 12:48,2005/11/16 22:37
MNG-1395,Bug,Fixed,Closed,2005/11/2 15:17,2007/3/23 0:17
MNG-1403,Improvement,Duplicate,Closed,2005/11/3 0:32,2005/11/4 10:27
MNG-1404,Improvement,Fixed,Closed,2005/11/3 1:41,2005/11/16 22:30
MNG-1405,Improvement,Duplicate,Closed,2005/11/3 2:37,2005/11/4 10:32
MNG-1412,Bug,Fixed,Closed,2005/11/3 19:23,2008/2/3 13:33
MNG-1413,Bug,Fixed,Closed,2005/11/3 21:43,2005/11/4 3:13
MNG-1414,Bug,Duplicate,Closed,2005/11/4 0:00,2005/11/4 0:07
MNG-1415,Bug,Fixed,Closed,2005/11/4 1:53,2006/3/2 20:34
MNG-1416,Improvement,Fixed,Closed,2005/11/4 1:55,2005/11/18 16:05
MNG-1417,Bug,Fixed,Closed,2005/11/4 8:47,2005/11/23 18:18
MNG-1418,Improvement,Duplicate,Closed,2005/11/4 9:23,2007/9/5 10:42
MNG-1419,Bug,Fixed,Closed,2005/11/4 9:24,2006/1/5 10:42
MNG-1420,Improvement,Won't Fix,Closed,2005/11/4 9:26,2007/10/23 5:18
MNG-1421,Improvement,Duplicate,Closed,2005/11/4 11:09,2005/11/5 10:58
MNG-1423,Task,Incomplete,Closed,2005/11/4 15:49,2014/1/19 21:07
MNG-1424,Bug,Fixed,Closed,2005/11/4 16:04,2005/11/15 1:06
MNG-1425,Task,Incomplete,Closed,2005/11/4 16:06,2014/1/19 23:34
MNG-1427,Improvement,Fixed,Closed,2005/11/4 17:46,2005/11/17 17:52
MNG-1432,Bug,Fixed,Closed,2005/11/5 18:29,2005/11/5 20:09
MNG-1434,Bug,Fixed,Closed,2005/11/5 22:17,2005/11/6 1:06
MNG-1436,Bug,Won't Fix,Closed,2005/11/6 17:15,2007/6/18 3:14
MNG-1437,Task,Duplicate,Closed,2005/11/6 21:41,2007/9/5 10:44
MNG-1438,New Feature,Incomplete,Closed,2005/11/6 21:48,2007/9/5 10:46
MNG-1439,New Feature,Won't Fix,Closed,2005/11/6 21:50,2009/12/27 20:01
MNG-1440,New Feature,Won't Fix,Closed,2005/11/6 21:50,2009/12/27 20:01
MNG-1441,New Feature,Incomplete,Closed,2005/11/6 21:52,2014/1/19 23:35
MNG-1443,Bug,Fixed,Closed,2005/11/7 2:21,2005/12/7 3:08
MNG-1445,Bug,Duplicate,Closed,2005/11/7 12:52,2007/4/9 3:28
MNG-1446,Bug,Won't Fix,Closed,2005/11/7 14:07,2005/11/23 2:16
MNG-1447,Bug,Fixed,Closed,2005/11/7 14:23,2005/11/18 23:43
MNG-1448,Bug,Won't Fix,Closed,2005/11/7 16:18,2007/8/2 8:34
MNG-1450,Bug,Duplicate,Closed,2005/11/7 19:17,2006/8/16 2:54
MNG-1452,Task,Fixed,Closed,2005/11/8 0:59,2007/5/23 3:53
MNG-1453,Improvement,Duplicate,Closed,2005/11/8 4:39,2007/9/5 10:46
MNG-1456,New Feature,Won't Fix,Closed,2005/11/8 16:33,2005/12/19 8:43
MNG-1457,Bug,Fixed,Closed,2005/11/8 17:37,2006/4/21 11:24
MNG-1458,Bug,Fixed,Closed,2005/11/8 17:40,2006/6/18 17:05
MNG-1459,Task,Duplicate,Closed,2005/11/8 17:53,2006/8/21 10:34
MNG-1460,Bug,Duplicate,Closed,2005/11/8 17:54,2005/11/21 8:05
MNG-1463,Task,Incomplete,Closed,2005/11/8 19:27,2014/1/19 23:36
MNG-1465,Bug,Won't Fix,Closed,2005/11/8 21:31,2009/12/30 21:31
MNG-1468,Bug,Incomplete,Closed,2005/11/8 23:46,2014/1/19 23:36
MNG-1470,Bug,Fixed,Closed,2005/11/9 4:34,2005/11/18 22:36
MNG-1474,Bug,Cannot Reproduce,Closed,2005/11/9 11:51,2005/12/7 2:09
MNG-1478,Bug,Fixed,Closed,2005/11/9 17:33,2006/2/2 7:50
MNG-1479,Improvement,Fixed,Closed,2005/11/9 18:34,2006/3/10 4:42
MNG-1482,New Feature,Won't Fix,Closed,2005/11/10 1:11,2005/12/9 21:09
MNG-1483,New Feature,Fixed,Closed,2005/11/10 1:12,2007/3/28 17:50
MNG-1484,New Feature,Fixed,Closed,2005/11/10 1:13,2007/3/28 17:51
MNG-1485,Bug,Won't Fix,Closed,2005/11/10 6:21,2005/11/10 7:03
MNG-1486,Bug,Duplicate,Closed,2005/11/10 11:09,2009/12/31 5:18
MNG-1489,Improvement,Won't Fix,Closed,2005/11/10 12:47,2007/6/1 5:30
MNG-1491,Wish,Fixed,Closed,2005/11/10 15:32,2008/2/6 23:04
MNG-1492,Improvement,Duplicate,Closed,2005/11/10 18:26,2005/11/10 21:33
MNG-1493,Improvement,Fixed,Closed,2005/11/10 18:41,2008/2/5 23:32
MNG-1494,New Feature,Incomplete,Closed,2005/11/10 19:19,2014/1/19 23:37
MNG-1495,New Feature,Won't Fix,Closed,2005/11/10 19:22,2007/6/5 7:43
MNG-1497,Improvement,Fixed,Closed,2005/8/18 1:28,2006/11/2 20:52
MNG-1498,Improvement,Fixed,Closed,2004/10/15 10:14,2007/3/23 0:17
MNG-1499,Bug,Fixed,Closed,2005/11/10 19:33,2005/11/17 22:48
MNG-1500,Improvement,Fixed,Closed,2005/11/10 19:38,2008/1/9 2:31
MNG-1502,Improvement,Fixed,Closed,2005/11/10 21:25,2005/11/18 22:43
MNG-1505,New Feature,Incomplete,Closed,2005/11/10 23:26,2014/1/19 23:38
MNG-1508,Improvement,Fixed,Closed,2005/11/10 23:46,2006/11/2 19:26
MNG-1509,Bug,Fixed,Closed,2005/11/11 1:07,2006/2/21 6:30
MNG-1517,Bug,Fixed,Closed,2005/11/11 8:32,2006/6/18 0:35
MNG-1521,Task,Fixed,Closed,2005/11/11 13:25,2005/11/11 22:23
MNG-1522,Task,Incomplete,Closed,2005/11/11 14:35,2014/1/19 23:37
MNG-1525,New Feature,Fixed,Closed,2005/11/11 21:23,2005/12/6 18:28
MNG-1527,Bug,Fixed,Closed,2005/11/12 12:00,2006/5/10 16:11
MNG-1529,Bug,Fixed,Closed,2005/11/12 14:04,2005/12/15 2:29
MNG-1530,Improvement,Fixed,Closed,2005/11/12 15:06,2006/5/25 2:13
MNG-1540,Improvement,Fixed,Closed,2005/11/13 7:58,2006/10/26 2:45
