issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
MNG-4039,New Feature,Won't Fix,Closed,2009/2/17 16:15,2012/11/13 22:33
MNG-4040,Bug,Fixed,Closed,2009/2/17 17:21,2009/2/17 21:58
MNG-4041,Bug,Fixed,Closed,2009/2/18 5:33,2009/6/5 17:07
MNG-4042,Sub-task,Fixed,Closed,2009/2/18 19:31,2009/2/19 22:41
MNG-4043,Bug,Fixed,Closed,2009/2/18 20:14,2009/2/24 19:14
MNG-4044,Bug,Duplicate,Closed,2008/9/4 13:53,2009/2/19 14:34
MNG-4046,Task,Fixed,Closed,2009/2/20 23:56,2009/2/21 0:23
MNG-4047,Bug,Incomplete,Closed,2009/2/21 0:16,2014/1/23 4:31
MNG-4048,Improvement,Fixed,Closed,2009/2/21 17:01,2009/9/17 16:26
MNG-4049,Bug,Not A Problem,Closed,2009/2/24 13:12,2009/2/24 13:17
MNG-4050,Bug,Fixed,Closed,2009/2/25 20:47,2009/5/16 17:38
MNG-4051,Bug,Not A Problem,Closed,2009/2/25 21:09,2009/2/26 20:56
MNG-4052,Bug,Fixed,Closed,2009/2/25 22:00,2009/7/27 20:10
MNG-4053,Bug,Fixed,Closed,2009/2/25 22:06,2009/3/23 18:07
MNG-4054,Bug,Duplicate,Closed,2009/2/27 4:59,2009/12/31 8:46
MNG-4055,Bug,Fixed,Closed,2009/2/27 12:57,2009/9/21 15:34
MNG-4056,Wish,Fixed,Closed,2009/2/27 13:52,2009/3/3 15:48
MNG-4057,Improvement,Fixed,Closed,2009/2/27 17:35,2009/2/28 13:19
MNG-4058,New Feature,Duplicate,Closed,2009/2/27 20:36,2009/12/31 8:47
MNG-4059,Task,Fixed,Closed,2009/3/1 20:13,2009/3/1 20:13
MNG-4060,Task,Fixed,Closed,2009/3/1 20:19,2009/3/1 20:19
MNG-4061,Bug,Won't Fix,Closed,2009/3/3 12:57,2009/3/4 16:29
MNG-4062,Task,Fixed,Closed,2009/3/3 19:26,2009/10/14 19:25
MNG-4063,Bug,Incomplete,Closed,2009/3/4 12:07,2014/1/23 4:32
MNG-4065,Improvement,Duplicate,Closed,2009/3/4 18:08,2009/3/5 2:27
MNG-4066,Bug,Not A Problem,Closed,2009/3/4 23:00,2009/3/23 7:47
MNG-4068,Bug,Fixed,Closed,2009/3/5 22:23,2009/3/5 23:50
MNG-4069,Task,Fixed,Closed,2009/3/6 17:32,2009/3/6 17:33
MNG-4070,Bug,Fixed,Closed,2009/3/6 22:59,2009/3/9 1:16
MNG-4071,Wish,Duplicate,Closed,2009/3/7 0:50,2009/3/23 8:11
MNG-4072,Bug,Fixed,Closed,2009/3/7 1:46,2009/3/9 2:14
MNG-4074,Bug,Fixed,Closed,2009/3/9 20:40,2009/4/22 22:31
MNG-4075,Improvement,Fixed,Closed,2009/3/10 0:01,2009/3/10 20:41
MNG-4076,Bug,Incomplete,Closed,2009/3/10 11:31,2014/1/23 4:32
MNG-4077,Task,Fixed,Closed,2009/3/10 13:16,2009/3/10 20:41
MNG-4078,Bug,Fixed,Closed,2009/3/10 14:17,2009/3/13 19:12
MNG-4079,Bug,Fixed,Closed,2009/3/10 19:53,2009/3/13 20:20
MNG-4080,Bug,Duplicate,Closed,2009/3/10 20:02,2009/3/10 20:11
MNG-4081,Improvement,Duplicate,Closed,2009/3/10 20:10,2010/4/1 19:11
MNG-4082,Bug,Fixed,Closed,2009/3/11 14:49,2009/4/29 23:31
MNG-4083,Bug,Duplicate,Closed,2009/3/12 0:05,2009/3/23 7:57
MNG-4084,Bug,Fixed,Closed,2009/3/13 1:06,2009/3/13 5:26
MNG-4086,Bug,Fixed,Closed,2009/3/15 15:41,2009/3/15 17:27
MNG-4087,Bug,Fixed,Closed,2009/3/15 23:19,2009/3/15 23:20
MNG-4088,Bug,Duplicate,Closed,2009/3/16 15:25,2009/3/24 17:36
MNG-4089,Bug,Won't Fix,Closed,2009/3/16 20:45,2010/5/4 14:37
