issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
ZEPPELIN-2007,Sub-task,Fixed,Resolved,2017/1/24 17:56,2017/1/25 2:29
ZEPPELIN-2008,Improvement,Fixed,Resolved,2017/1/25 8:34,2017/2/2 7:34
ZEPPELIN-2009,Bug,Fixed,Closed,2017/1/25 9:17,2017/1/26 13:07
ZEPPELIN-2010,Sub-task,Unresolved,Open,2017/1/25 13:34,
ZEPPELIN-2011,Bug,Fixed,Closed,2017/1/25 13:53,2017/1/26 13:06
ZEPPELIN-2012,Bug,Unresolved,Open,2017/1/25 15:23,
ZEPPELIN-2013,Sub-task,Fixed,Resolved,2017/1/26 0:21,2017/1/26 15:34
ZEPPELIN-2014,Bug,Fixed,Resolved,2017/1/26 7:30,2017/2/4 8:17
ZEPPELIN-2015,Sub-task,Fixed,Resolved,2017/1/26 16:02,2017/1/28 14:43
ZEPPELIN-2016,Test,Fixed,Closed,2017/1/26 17:17,2017/1/28 18:29
ZEPPELIN-2017,Bug,Unresolved,Open,2017/1/26 20:58,
ZEPPELIN-2018,Bug,Unresolved,Open,2017/1/27 1:15,
ZEPPELIN-2019,New Feature,Unresolved,Open,2017/1/27 2:59,
ZEPPELIN-2020,Sub-task,Fixed,Resolved,2017/1/27 3:08,2017/1/31 4:43
ZEPPELIN-2021,Sub-task,Unresolved,Open,2017/1/27 4:13,
ZEPPELIN-2022,Sub-task,Unresolved,Open,2017/1/27 12:21,
ZEPPELIN-2023,Bug,Fixed,Closed,2017/1/27 16:34,2017/2/1 11:01
ZEPPELIN-2024,Bug,Fixed,Resolved,2017/1/27 17:59,2017/1/28 4:42
ZEPPELIN-2025,Improvement,Fixed,Resolved,2017/1/28 11:29,2017/1/31 14:58
ZEPPELIN-2026,Sub-task,Fixed,Resolved,2017/1/30 5:52,2017/2/1 9:12
ZEPPELIN-2027,Sub-task,Fixed,Resolved,2017/1/30 6:56,2017/2/22 7:36
ZEPPELIN-2028,Wish,Unresolved,Open,2017/1/30 9:59,
ZEPPELIN-2029,Sub-task,Unresolved,Open,2017/1/30 11:41,
ZEPPELIN-2030,Bug,Fixed,Resolved,2017/1/30 12:38,2017/2/2 14:50
ZEPPELIN-2031,Improvement,Unresolved,Open,2017/1/30 16:14,
ZEPPELIN-2032,Bug,Unresolved,Open,2017/1/30 21:48,
ZEPPELIN-2033,Bug,Fixed,Resolved,2017/1/31 17:56,2017/2/2 9:50
ZEPPELIN-2034,Improvement,Unresolved,Open,2017/2/1 4:41,
ZEPPELIN-2035,Improvement,Fixed,Resolved,2017/2/1 8:16,2018/6/15 9:10
ZEPPELIN-2036,Improvement,Fixed,Resolved,2017/2/1 11:11,2017/2/3 20:15
ZEPPELIN-2037,Bug,Fixed,Resolved,2017/2/1 13:27,2017/3/16 22:55
ZEPPELIN-2038,Task,Not A Problem,Closed,2017/2/1 15:43,2017/2/1 16:44
ZEPPELIN-2039,Improvement,Won't Fix,Closed,2017/2/1 17:45,2017/2/1 19:45
ZEPPELIN-2040,New Feature,Unresolved,In Progress,2017/2/1 22:25,
ZEPPELIN-2041,Sub-task,Unresolved,Open,2017/2/1 22:44,
ZEPPELIN-2042,Task,Fixed,Resolved,2017/2/2 13:15,2017/2/7 13:02
ZEPPELIN-2043,Bug,Unresolved,Open,2017/2/2 19:35,
ZEPPELIN-2044,Bug,Unresolved,Open,2017/2/2 23:06,
ZEPPELIN-2045,Bug,Fixed,Resolved,2017/2/3 9:00,2017/2/8 13:49
ZEPPELIN-2046,Bug,Fixed,Resolved,2017/2/3 10:28,2017/2/8 8:39
ZEPPELIN-2047,Improvement,Fixed,Resolved,2017/2/3 16:27,2017/2/8 15:23
ZEPPELIN-2048,Bug,Fixed,Resolved,2017/2/3 17:01,2017/2/23 10:21
ZEPPELIN-2049,Bug,Fixed,Resolved,2017/2/3 17:08,2017/2/19 22:31
ZEPPELIN-2050,Improvement,Duplicate,Closed,2017/2/3 18:17,2017/2/3 18:28
ZEPPELIN-2051,Bug,Unresolved,Open,2017/2/4 4:22,
ZEPPELIN-2052,Bug,Invalid,Resolved,2017/2/4 4:23,2017/2/4 8:39
ZEPPELIN-2053,Bug,Unresolved,Open,2017/2/4 4:25,
ZEPPELIN-2054,Task,Unresolved,Open,2017/2/4 21:10,
ZEPPELIN-2055,Improvement,Unresolved,Open,2017/2/4 21:53,
ZEPPELIN-2056,Improvement,Unresolved,Open,2017/2/4 22:51,
ZEPPELIN-2057,Sub-task,Fixed,Resolved,2017/2/4 22:52,2017/2/16 22:44
ZEPPELIN-2058,Bug,Unresolved,Open,2017/2/5 7:48,
ZEPPELIN-2059,Bug,Not A Problem,Resolved,2017/2/5 17:36,2017/2/9 19:37
ZEPPELIN-2060,Improvement,Fixed,Resolved,2017/2/6 13:25,2017/3/18 18:47
ZEPPELIN-2061,Sub-task,Fixed,Resolved,2017/2/6 13:31,2017/2/28 11:47
ZEPPELIN-2062,Bug,Fixed,Resolved,2017/2/6 17:05,2017/2/13 15:37
ZEPPELIN-2063,Bug,Fixed,Resolved,2017/2/6 17:36,2017/2/15 16:41
ZEPPELIN-2064,Bug,Unresolved,Open,2017/2/6 21:01,
ZEPPELIN-2065,Sub-task,Fixed,Resolved,2017/2/6 22:35,2017/2/17 19:32
ZEPPELIN-2066,Sub-task,Unresolved,Open,2017/2/7 0:45,
ZEPPELIN-2067,Bug,Fixed,Resolved,2017/2/7 9:27,2017/2/8 16:26
ZEPPELIN-2068,Improvement,Fixed,Resolved,2017/2/7 10:01,2017/2/12 17:46
ZEPPELIN-2069,New Feature,Fixed,Resolved,2017/2/7 12:57,2017/3/2 12:07
ZEPPELIN-2070,Improvement,Fixed,Resolved,2017/2/7 17:01,2017/2/16 9:26
ZEPPELIN-2071,Bug,Unresolved,Open,2017/2/7 17:51,
ZEPPELIN-2072,Bug,Fixed,Resolved,2017/2/7 18:37,2017/2/11 15:11
ZEPPELIN-2073,Improvement,Unresolved,Open,2017/2/7 19:18,
ZEPPELIN-2074,Sub-task,Unresolved,Open,2017/2/7 19:25,
ZEPPELIN-2075,Bug,Fixed,Resolved,2017/2/7 22:15,2017/3/14 14:33
ZEPPELIN-2076,Bug,Unresolved,Open,2017/2/8 1:02,
ZEPPELIN-2077,Improvement,Unresolved,Open,2017/2/8 11:17,
ZEPPELIN-2078,Bug,Fixed,Resolved,2017/2/8 11:45,2017/2/11 15:10
ZEPPELIN-2079,Improvement,Fixed,Resolved,2017/2/8 15:58,2017/2/20 2:20
ZEPPELIN-2080,Bug,Fixed,Resolved,2017/2/8 16:13,2017/2/19 14:24
ZEPPELIN-2081,Improvement,Fixed,Resolved,2017/2/8 17:33,2017/2/13 20:41
ZEPPELIN-2082,Bug,Unresolved,Open,2017/2/8 21:02,
ZEPPELIN-2083,Bug,Fixed,Resolved,2017/2/8 21:43,2017/2/10 13:11
ZEPPELIN-2084,Bug,Fixed,Resolved,2017/2/9 8:20,2017/2/12 16:31
ZEPPELIN-2085,Bug,Fixed,Resolved,2017/2/9 9:03,2017/12/28 8:05
ZEPPELIN-2086,Test,Fixed,Resolved,2017/2/9 10:35,2017/2/25 22:43
ZEPPELIN-2087,Improvement,Fixed,Resolved,2017/2/9 12:01,2017/2/11 20:31
ZEPPELIN-2088,Improvement,Fixed,Resolved,2017/2/9 13:06,2017/4/9 6:49
ZEPPELIN-2089,Test,Unresolved,Open,2017/2/9 14:55,
ZEPPELIN-2090,Improvement,Fixed,Resolved,2017/2/9 15:35,2017/2/11 20:30
ZEPPELIN-2091,Bug,Fixed,Resolved,2017/2/9 18:43,2017/2/21 8:24
ZEPPELIN-2092,Sub-task,Unresolved,Open,2017/2/10 1:02,
ZEPPELIN-2093,Bug,Unresolved,Open,2017/2/10 10:43,
ZEPPELIN-2094,Bug,Fixed,Resolved,2017/2/10 11:40,2017/3/7 14:18
ZEPPELIN-2095,Bug,Unresolved,Open,2017/2/10 12:23,
ZEPPELIN-2096,Bug,Fixed,Resolved,2017/2/10 13:07,2017/4/20 15:09
ZEPPELIN-2097,Bug,Unresolved,Open,2017/2/10 14:08,
ZEPPELIN-2098,Bug,Unresolved,Open,2017/2/10 14:15,
ZEPPELIN-2099,Improvement,Fixed,Resolved,2017/2/12 12:12,2017/2/16 9:24
ZEPPELIN-2100,Improvement,Fixed,Resolved,2017/2/12 15:31,2017/2/16 9:22
ZEPPELIN-2101,Task,Fixed,Resolved,2017/2/12 17:20,2017/2/21 8:30
ZEPPELIN-2102,Improvement,Unresolved,Open,2017/2/12 22:37,
ZEPPELIN-2103,Bug,Fixed,Resolved,2017/2/13 18:58,2017/2/23 10:31
ZEPPELIN-2104,Sub-task,Unresolved,Open,2017/2/13 23:18,
ZEPPELIN-2105,Bug,Fixed,Resolved,2017/2/14 0:45,2017/2/21 8:26
