fileName,accuracy,precision,recall,F1,AUC,ER,RI,MCC,AP,RR,Popt,ACC,IL/Ins
activemq-5.2.0(5.1.0).csv,0.963235294117647,0.794520547945205,0.537037037037037,0.640883977900553,0.926572958500669,0.923115930722422,12.0065956367326,0.635556693636932,0.703272530453593,1.0,-0.3548731737471421,0.0650319829424307,0.1431472081218274
"activemq-5.3.0(5.2.0,5.1.0).csv",0.920345926263086,0.528089887640449,0.5081081081081079,0.5179063360881541,0.9099484176024928,0.8405465867382019,5.271424233221991,0.474615247683181,0.5814874420829921,1.0,-0.493588033477544,0.0549958018471872,0.13815461346633418
"activemq-5.2.0(5.1.0,5.0.0).csv",0.9434389140271492,1.0,0.0740740740740741,0.137931034482759,0.8375920348058901,0.938914027149321,15.3703703703704,0.26432048703292,0.550613035719189,1.0,0.365999142727434,0.0852878464818763,0.13362740010378826
"activemq-5.3.0(5.2.0,5.1.0,5.0.0).csv",0.921711424670005,0.536723163841808,0.5135135135135129,0.524861878453039,0.9025979259577672,0.843111419878782,5.37395022140785,0.4823657502763111,0.572228895007099,1.0,-0.571381540042798,0.0516372795969773,0.1335256192738378
activemq-5.3.0(5.2.0).csv,0.8807464724624491,0.372937293729373,0.610810810810811,0.463114754098361,0.892767718016227,0.774209400590508,3.42888234769423,0.415868270938967,0.534923149408668,1.0,-0.408650943963847,0.0629722921914358,0.13333333333333333
derby-10.5.1.1(10.3.1.4).csv,0.869722557297949,0.5787401574803149,0.403846153846154,0.475728155339806,0.8353162381659789,0.7471039883585121,2.95419442761962,0.412560140336832,0.53883485465388,1.0,-1.20290699941081,0.0305156085584006,0.1273798730734361
activemq-5.1.0(5.0.0).csv,0.9443127962085308,0.5735294117647061,0.375,0.4534883720930229,0.832237640831391,0.8925750394944709,8.30882352941176,0.436189859795344,0.490937537589562,1.0,-0.353394430194105,0.0625,0.12367303609341826
"activemq-5.8.0(5.3.0,5.2.0,5.1.0,5.0.0).csv",0.868212503668917,0.241014799154334,0.558823529411765,0.336779911373707,0.852707786205334,0.751564117219965,3.02518343489616,0.306541193271438,0.350895947582281,1.0,-0.33607592712955603,0.0426474660758793,0.11584553928095873
"activemq-5.8.0(5.3.0,5.2.0,5.1.0).csv",0.8916935720575291,0.27520435967302503,0.495098039215686,0.35376532399299504,0.8609782189491471,0.7824281400843341,3.59618261473527,0.31533675333222805,0.3566497660249621,1.0,-0.286652271701723,0.0481860980337857,0.11353300925199937
"derby-10.5.1.1(10.3.1.4,10.2.1.6).csv",0.884197828709288,0.718390804597701,0.3434065934065931,0.4646840148698879,0.83775421469722,0.796265379975875,3.9083459643804495,0.443869703120581,0.5582258039255551,1.0,-1.13196830448397,0.0459487898982813,0.10650035979851283
"activemq-5.8.0(5.3.0,5.2.0).csv",0.84414440857059,0.218588640275387,0.622549019607843,0.323566878980892,0.8438175301341272,0.7260757726681291,2.65064459518747,0.30331235581259897,0.3643132230446,1.0,-0.30622021819773904,0.0490168928274716,0.10029498525073746
derby-10.3.1.4(10.2.1.6).csv,0.4415584415584421,0.3043180260452361,0.880952380952381,0.45236882322975,0.411714028797069,0.13965601965601998,0.16232579392277802,0.171056843007604,0.4563848658617561,1.0,-1.28255627841165,0.0671058048579662,0.08303616912888435
activemq-5.8.0(5.3.0).csv,0.8896389785735249,0.274869109947644,0.514705882352941,0.35836177474402703,0.8539129982308249,0.7821627741205079,3.59058361564521,0.32201095815099395,0.356894838450236,1.0,-0.310019566040717,0.0465245084464137,0.07182087029995775
hbase-0.95.2(0.95.0).csv,0.7982352941176469,0.6072874493927131,0.37878787878787895,0.46656298600311,0.810652537646403,0.616423529411765,1.60704208072629,0.365133529963749,0.587264679987338,1.0,-0.544880898323065,0.00858778625954199,0.06261624302541847
hive-0.12.0(0.10.0).csv,0.7761982128350929,0.202749140893471,0.575609756097561,0.29987293519695,0.792895814647114,0.589316939514519,1.4349677311206102,0.240622288890758,0.24879428391687505,1.0,0.0451192081649979,0.0359955005624297,0.04676753782668501
"hive-0.12.0(0.10.0,0.9.0).csv",0.7835093419983751,0.202898550724638,0.546341463414634,0.29590488771466306,0.760140268217038,0.589619357084832,1.4367621067515002,0.232781719343078,0.23807220393481696,1.0,-0.0429903065118125,0.0311211098612673,0.04002884962134872
"hbase-0.95.2(0.95.0,0.94.0).csv",0.799411764705882,0.645502645502645,0.308080808080808,0.41709401709401706,0.8108064928425358,0.6391321118611379,1.77109721554166,0.345183372415489,0.59488444306424,1.0,-0.537085436063739,0.0138358778625954,0.03796992481203008
hive-0.10.0(0.9.0).csv,0.8564213564213559,0.385496183206107,0.7266187050359709,0.503740648379052,0.879907461360503,0.7398454131127399,2.8438684167170094,0.458406916324527,0.383683613086996,0.1,-0.36434821751881896,0.0059016393442623,0.032600454890068235
wicket-1.3.0.beta2(1.3.0.beta1).csv,0.942723553477499,0.443478260869565,0.6,0.51,0.928471167064612,0.887979738944087,7.92695652173913,0.486505937638539,0.498837277212957,1.0,-0.23769716205553,0.0400890868596882,0.029358897543439184
"wicket-1.5.3.0(1.3.0.beta2,1.3.0.beta1).csv",0.9529182879377428,0.282051282051282,0.105769230769231,0.153846153846154,0.812234855574272,0.856526353024407,5.969921104536492,0.152186088954889,0.21358444416057695,1.0,-0.0632642673659451,0.0508601346297681,0.02857976086322543
wicket-1.5.3.0(1.3.0.beta2).csv,0.9501945525291832,0.30645161290322603,0.182692307692308,0.228915662650602,0.831878938174559,0.8679500307188199,6.572890818858559,0.212230907217979,0.230254162912875,1.0,-0.13522764425060402,0.0411368735976066,0.02784090909090909
