"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","2.96","2.09","3.11","6.48","4.64","1.48","50","6.63","8.15"
"ECLIPSE-2007","3.35","1.54","4.66","9.37","5.93","1.9","50","6.18","6.86"
"ECLIPSE-2007","[0.08,5.14]","[0.43,3.11]","[0.36,5.82]","[0.9,17.31]","[0.2,11.37]","[0.37,3.67]","[0,83.33]","[0.81,10.73]","[2.73,12.53]"
"Metrics-Repo-2010","10.26","5.55","23.07","31.06","26.78","6.83","16.6","95.52","39.66"
"Metrics-Repo-2010","10.12","7.11","33.12","43.24","34.8","8.7","31.07","283.9","88.38"
"Metrics-Repo-2010","[8.02,13.41]","[4.09,7.79]","[16.27,35.52]","[22.99,48.7]","[19.92,39.01]","[5.02,9.91]","[9.49,25.34]","[51.34,255.19]","[24.77,75.99]"
"JIRA-HA-2019","8.53","2.13","11.37","22.66","13.71","12.02","44.44","38.06","20.59"
"JIRA-HA-2019","11.13","3.61","35.93","49.92","30.94","23.11","85.36","57.72","40.75"
"JIRA-HA-2019","[6.15,14.17]","[1.38,4]","[4.95,36]","[13.11,57.47]","[8.19,37.47]","[6.74,23.85]","[23.93,80.12]","[24.13,62.52]","[11.42,42.78]"
"JIRA-RA-2019","9.81","2.86","7.48","40.67","13.48","9.76","5.95","53.06","14.12"
"JIRA-RA-2019","27.96","5.46","23.59","190.07","40.82","10.6","19.76","75.56","19.51"
"JIRA-RA-2019","[5.03,27.02]","[1.81,5.73]","[3.46,21.58]","[10.56,186.93]","[6.58,38.17]","[7.03,13.79]","[1.19,13.1]","[36.04,82.36]","[10.03,22.21]"
"MA-SZZ-2020","5.04","1.23","3.35","9.07","7.22","6.38","20.89","98.74","28.31"
"MA-SZZ-2020","5.02","1.34","3.05","8.34","6.05","8.73","43.5","387.01","114.6"
"MA-SZZ-2020","[4.41,5.79]","[1.08,1.46]","[2.98,3.8]","[8.08,10.38]","[6.4,8.03]","[5.44,8.04]","[15.44,28.23]","[61.67,187.09]","[17.38,54.36]"
"IND-JLMIV+R-2020","10.34","1.78","4.39","14.42","11.78","15.22","56.75","234.83","28.12"
"IND-JLMIV+R-2020","37.96","3.25","9.15","26.22","29.1","25.97","138.45","1479.92","100.9"
"IND-JLMIV+R-2020","[7.91,20.94]","[1.5,2.37]","[3.79,6.43]","[12.41,19.9]","[9.85,18.72]","[13.07,20.43]","[44.4,75.3]","[123.45,598.3]","[19.72,47.71]"
