"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","3.18","0.9","4.06","8.54","2.5","6.05","0","1.31","3.47"
"ECLIPSE-2007","4.37","0.54","5.63","11.77","3.03","5.38","0","1.29","4.22"
"ECLIPSE-2007","[0.53,8.23]","[0.44,1.25]","[0.52,7.4]","[1.11,15.54]","[0.21,4.41]","[2.31,9.35]","[0,0]","[0.42,2.79]","[0,6.2]"
"Metrics-Repo-2010","32.91","9.25","12.78","18.13","16.58","9.41","97.53","11.38","59.91"
"Metrics-Repo-2010","52.56","11.62","18.05","20.95","18.75","11.6","457.68","15.26","387.02"
"Metrics-Repo-2010","[21.9,52.8]","[6.79,12.78]","[9.08,18.51]","[13.43,23.49]","[12.41,22.48]","[6.75,13.09]","[30.49,348.86]","[7.86,16.2]","[7.4,315.38]"
"JIRA-HA-2019","8.01","1.47","3.48","10.4","4.43","8.39","140.7","2.19","2.52"
"JIRA-HA-2019","7.23","1.21","3.09","8.61","4.05","7.58","274.01","3.48","2.67"
"JIRA-HA-2019","[5.99,10.89]","[1.11,1.87]","[2.64,4.57]","[8.01,13.23]","[3.35,5.9]","[6.68,11.87]","[77.57,281.27]","[1.36,3.94]","[1.86,3.53]"
"JIRA-RA-2019","7.1","1.27","3.37","9.39","4.06","7.38","43.29","3.23","3.98"
"JIRA-RA-2019","7.37","1.19","3.94","8.86","3.8","5.38","80.27","6.69","5.36"
"JIRA-RA-2019","[5.21,9.86]","[0.97,1.7]","[2.41,4.88]","[7.24,12.42]","[3.17,5.44]","[5.91,9.12]","[23.75,73.92]","[1.7,6.08]","[2.81,6.58]"
"MA-SZZ-2020","8.05","1.41","4.07","9.91","5.58","8.62","34.81","7.9","7.68"
"MA-SZZ-2020","9.9","1.95","5.64","12.43","5.75","14.63","160.75","21.23","22.12"
"MA-SZZ-2020","[7.01,9.74]","[1.22,1.88]","[3.39,5]","[8.41,11.97]","[4.88,6.49]","[7.03,11.19]","[20.5,72.76]","[5.88,13.2]","[5.73,12.95]"
"IND-JLMIV+R-2020","15.48","3.39","5.85","19.81","8.64","13.55","103.03","4.3","5.08"
"IND-JLMIV+R-2020","58.8","8.92","16.05","91.75","15.74","20.09","513.87","8.17","8.17"
"IND-JLMIV+R-2020","[11.61,32.37]","[2.64,4.81]","[4.61,8.99]","[13.87,41.84]","[7.42,11.36]","[11.73,16.32]","[66.25,213.32]","[3.71,6.11]","[4.28,6.15]"
