issueKey,type,createdDateEpoch,resolvedDateEpoch
CASSANDRA-5025,Bug,2012-12-05 01:52:12,2012-12-08 05:45:33
CASSANDRA-5026,Improvement,2012-12-05 05:56:30,2012-12-09 00:21:29
CASSANDRA-5027,Improvement,2012-12-05 07:58:27,2012-12-06 22:30:06
CASSANDRA-5028,Bug,2012-12-05 10:29:00,2012-12-05 16:04:23
CASSANDRA-5029,Improvement,2012-12-05 12:21:38,2012-12-05 13:18:44
CASSANDRA-5030,Bug,2012-12-06 01:26:10,2012-12-08 03:49:41
CASSANDRA-5031,New Feature,2012-12-06 03:27:59,2013-01-02 21:08:52
CASSANDRA-5032,Bug,2012-12-06 04:22:39,2012-12-06 22:26:21
CASSANDRA-5033,New Feature,2012-12-06 05:05:12,2013-11-20 07:19:55
CASSANDRA-5034,Improvement,2012-12-06 16:31:11,2013-02-03 04:22:27
CASSANDRA-5035,Bug,2012-12-06 19:48:10,2012-12-06 22:21:39
CASSANDRA-5036,Bug,2012-12-06 19:48:45,2013-03-24 14:43:03
CASSANDRA-5037,Bug,2012-12-06 23:57:07,2012-12-07 01:35:15
CASSANDRA-5038,New Feature,2012-12-07 04:22:24,2013-02-11 14:01:47
CASSANDRA-5039,Improvement,2012-12-07 07:07:24,2016-03-18 22:28:06
CASSANDRA-5040,Bug,2012-12-07 23:18:11,2012-12-10 16:49:25
CASSANDRA-5041,Improvement,2012-12-08 01:20:10,2012-12-11 11:20:27
CASSANDRA-5042,Improvement,2012-12-08 01:54:51,2013-03-24 00:09:54
CASSANDRA-5043,Improvement,2012-12-08 05:40:00,2012-12-12 03:45:27
CASSANDRA-5044,New Feature,2012-12-08 07:58:04,2012-12-29 01:09:36
CASSANDRA-5045,New Feature,2012-12-08 10:34:18,2013-03-06 15:59:01
CASSANDRA-5046,Bug,2012-12-09 11:24:10,2012-12-10 23:28:01
CASSANDRA-5047,Improvement,2012-12-10 07:53:08,
CASSANDRA-5048,Improvement,2012-12-10 07:57:33,
CASSANDRA-5049,Bug,2012-12-11 02:26:19,2012-12-11 03:41:02
CASSANDRA-5050,Bug,2012-12-11 05:34:21,2012-12-11 15:55:31
CASSANDRA-5051,New Feature,2012-12-11 07:37:27,
CASSANDRA-5052,Bug,2012-12-11 16:39:46,2013-03-24 23:07:20
CASSANDRA-5053,Bug,2012-12-11 20:02:01,2012-12-19 21:11:09
CASSANDRA-5054,Improvement,2012-12-11 20:58:24,2013-03-24 13:10:50
CASSANDRA-5055,New Feature,2012-12-11 23:56:51,2012-12-12 00:05:11
CASSANDRA-5056,Improvement,2012-12-12 01:18:19,2013-04-30 00:04:20
CASSANDRA-5057,Improvement,2012-12-12 03:48:03,2012-12-18 00:31:46
CASSANDRA-5058,Bug,2012-12-12 12:49:49,2012-12-19 01:19:56
CASSANDRA-5059,Bug,2012-12-12 18:39:28,2013-03-24 13:07:39
CASSANDRA-5060,New Feature,2012-12-13 03:38:28,2012-12-13 05:13:55
CASSANDRA-5061,Bug,2012-12-13 22:02:49,2012-12-14 00:53:32
CASSANDRA-5062,New Feature,2012-12-13 23:24:45,2013-05-29 06:35:24
CASSANDRA-5063,New Feature,2012-12-14 00:30:07,2013-01-10 04:45:06
CASSANDRA-5064,Bug,2012-12-14 00:48:41,2012-12-17 19:05:52
CASSANDRA-5065,Bug,2012-12-14 04:16:34,2012-12-19 04:32:53
CASSANDRA-5066,Bug,2012-12-14 05:24:31,2012-12-14 23:54:59
CASSANDRA-5067,Improvement,2012-12-14 05:34:07,2016-03-19 04:28:44
CASSANDRA-5068,Bug,2012-12-14 07:50:04,2013-02-12 03:06:24
CASSANDRA-5069,Bug,2012-12-14 21:50:35,2012-12-14 22:02:19
CASSANDRA-5070,Bug,2012-12-14 23:21:36,2012-12-17 23:46:15
CASSANDRA-5071,Bug,2012-12-15 14:22:09,2012-12-15 15:04:46
CASSANDRA-5072,Bug,2012-12-15 21:24:37,2012-12-17 23:45:17
CASSANDRA-5073,Bug,2012-12-18 09:36:11,2012-12-18 12:07:02
CASSANDRA-5074,Bug,2012-12-19 00:13:21,2013-04-10 00:38:31
CASSANDRA-5075,Improvement,2012-12-19 01:22:25,2013-05-11 05:06:01
CASSANDRA-5076,Bug,2012-12-19 04:37:37,2012-12-20 02:44:36
CASSANDRA-5077,Improvement,2012-12-19 05:19:39,2012-12-29 01:02:53
CASSANDRA-5078,Improvement,2012-12-19 19:58:33,2013-10-08 04:34:05
CASSANDRA-5079,Bug,2012-12-20 12:05:36,2012-12-20 17:12:16
CASSANDRA-5080,Bug,2012-12-20 19:17:20,2013-02-16 03:55:19
CASSANDRA-5081,Improvement,2012-12-20 20:58:15,2013-03-06 16:21:24
CASSANDRA-5082,Bug,2012-12-20 21:10:11,2012-12-20 23:13:29
CASSANDRA-5083,Bug,2012-12-21 02:29:41,2013-03-24 07:36:12
CASSANDRA-5084,Improvement,2012-12-21 09:55:46,2013-10-05 10:53:30
CASSANDRA-5085,Bug,2012-12-21 16:42:15,2012-12-22 03:20:40
CASSANDRA-5086,Bug,2012-12-21 22:04:57,2014-05-12 23:43:57
CASSANDRA-5087,Bug,2012-12-22 00:17:38,2012-12-27 23:15:35
CASSANDRA-5088,Bug,2012-12-23 02:38:34,2013-01-08 06:55:09
CASSANDRA-5089,Bug,2012-12-24 05:04:29,2013-01-10 06:29:05
CASSANDRA-5090,Improvement,2012-12-26 11:29:07,2012-12-26 11:57:34
CASSANDRA-5091,Improvement,2012-12-27 02:34:32,
CASSANDRA-5092,Improvement,2012-12-27 07:27:17,
CASSANDRA-5093,Bug,2012-12-28 07:58:37,2012-12-28 23:38:15
CASSANDRA-5094,Bug,2012-12-28 12:04:42,2012-12-29 01:40:00
CASSANDRA-5095,Improvement,2013-01-01 01:30:17,2013-01-09 10:10:34
CASSANDRA-5096,Bug,2013-01-01 17:40:24,2013-01-01 21:07:07
CASSANDRA-5097,Bug,2013-01-02 23:04:39,2013-01-03 02:20:43
CASSANDRA-5098,Bug,2013-01-03 01:08:07,2013-01-05 01:13:14
CASSANDRA-5099,Bug,2013-01-03 06:51:15,2013-01-12 01:06:25
CASSANDRA-5100,Improvement,2013-01-03 13:01:59,2013-01-03 23:55:15
CASSANDRA-5101,Bug,2013-01-03 13:33:42,2013-01-05 00:27:54
CASSANDRA-5102,Bug,2013-01-04 00:14:13,2013-01-05 02:15:07
CASSANDRA-5103,Bug,2013-01-04 00:17:43,2013-01-04 00:55:29
CASSANDRA-5104,New Feature,2013-01-04 01:08:29,2013-09-06 00:14:25
CASSANDRA-5105,Bug,2013-01-04 05:01:47,2013-02-15 04:00:24
CASSANDRA-5106,Bug,2013-01-04 05:43:12,2013-01-11 02:52:20
CASSANDRA-5107,Bug,2013-01-04 06:12:07,2013-02-23 05:00:17
CASSANDRA-5108,New Feature,2013-01-04 09:55:20,
CASSANDRA-5109,Improvement,2013-01-04 15:56:56,2013-01-17 07:39:16
CASSANDRA-5110,Bug,2013-01-04 16:58:42,2013-01-04 20:41:02
CASSANDRA-5111,Bug,2013-01-04 17:54:22,2013-01-04 23:15:22
CASSANDRA-5112,Improvement,2013-01-04 21:17:32,2013-02-14 06:25:19
CASSANDRA-5113,Bug,2013-01-05 00:25:19,2013-01-07 18:13:49
CASSANDRA-5114,Improvement,2013-01-05 00:58:42,2013-01-09 07:25:24
CASSANDRA-5115,Bug,2013-01-05 03:28:18,2013-01-05 05:06:49
CASSANDRA-5116,Bug,2013-01-05 04:27:51,2013-03-24 07:24:39
CASSANDRA-5117,Bug,2013-01-05 07:38:00,2013-01-08 16:49:45
CASSANDRA-5118,Bug,2013-01-05 09:05:40,2013-01-11 01:58:37
CASSANDRA-5119,Bug,2013-01-05 15:45:37,2013-03-24 07:21:53
CASSANDRA-5120,Improvement,2013-01-07 04:29:08,2013-02-28 05:59:27
CASSANDRA-5121,Bug,2013-01-07 05:32:35,2013-01-15 23:26:48
CASSANDRA-5122,Bug,2013-01-07 19:32:33,2013-01-08 00:23:37
CASSANDRA-5123,Bug,2013-01-08 00:34:11,2013-01-17 01:00:13
CASSANDRA-5124,Bug,2013-01-08 02:31:50,2013-02-01 05:46:51
CASSANDRA-5125,Bug,2013-01-08 02:33:56,2013-04-05 00:33:46
CASSANDRA-5126,Bug,2013-01-08 02:43:59,2013-01-09 11:06:00
CASSANDRA-5127,Bug,2013-01-08 11:28:24,2013-01-09 03:26:56
CASSANDRA-5128,Improvement,2013-01-08 14:03:42,2013-01-25 03:44:50
CASSANDRA-5129,Bug,2013-01-08 14:27:05,2013-02-14 13:48:13
CASSANDRA-5130,Bug,2013-01-08 14:37:08,2013-01-16 02:53:39
CASSANDRA-5131,Improvement,2013-01-09 03:37:11,2014-01-16 07:18:29
CASSANDRA-5132,Bug,2013-01-09 05:34:46,2013-01-09 19:06:57
CASSANDRA-5133,Bug,2013-01-09 07:10:50,2013-01-17 02:29:33
CASSANDRA-5134,Bug,2013-01-09 17:12:14,2013-01-09 20:53:33
CASSANDRA-5135,Improvement,2013-01-09 22:57:35,2013-01-14 20:27:37
